ApsimVersion = 7.9
Title = BC76
           Date          bd(1) paddock.soybean.yield paddock.maize.yield          sw(1)  biochar_bd(1)          oc(1) paddock.soybean.biomass paddock.maize.biomass paddock.soybean.yield paddock.maize.yield         stover paddock.soybean.lai paddock.maize.lai          bd(1)         dul(1)         sat(1)          sw(1)          ph(1)          oc_15          pH_15   corn_yield15
   (dd/mm/yyyy)       (g/cm^3)               (kg/ha)             (kg/ha)        (mm/mm)             ()            (%)                 (kg/ha)               (kg/ha)               (kg/ha)             (kg/ha)        (kg/ha)           (m^2/m^2)         (m^2/m^2)       (g/cm^3)        (mm/mm)        (mm/mm)        (mm/mm)           (pH)             ()             ()             ()
     28/10/2010          1.650                   0.0                 0.0          0.250          1.371          2.585                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.250          6.633          2.521          6.642          0.000
     29/10/2010          1.650                   0.0                 0.0          0.242          1.371          2.586                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.242          6.633          2.521          6.642          0.000
     30/10/2010          1.650                   0.0                 0.0          0.231          1.371          2.586                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.231          6.633          2.521          6.642          0.000
     31/10/2010          1.650                   0.0                 0.0          0.224          1.371          2.586                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.224          6.633          2.522          6.642          0.000
     01/11/2010          1.650                   0.0                 0.0          0.225          1.371          2.586                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.225          6.633          2.522          6.642          0.000
     02/11/2010          1.650                   0.0                 0.0          0.225          1.371          2.586                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.225          6.633          2.522          6.642          0.000
     03/11/2010          1.650                   0.0                 0.0          0.224          1.371          2.586                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.224          6.633          2.522          6.642          0.000
     04/11/2010          1.650                   0.0                 0.0          0.224          1.371          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.224          6.633          2.522          6.642          0.000
     05/11/2010          1.650                   0.0                 0.0          0.224          1.371          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.224          6.633          2.522          6.642          0.000
     06/11/2010          1.650                   0.0                 0.0          0.223          1.371          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.223          6.633          2.522          6.642          0.000
     07/11/2010          1.650                   0.0                 0.0          0.223          1.372          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.223          6.633          2.522          6.642          0.000
     08/11/2010          1.650                   0.0                 0.0          0.223          1.372          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.223          6.633          2.522          6.642          0.000
     09/11/2010          1.650                   0.0                 0.0          0.222          1.372          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.222          6.633          2.522          6.642          0.000
     10/11/2010          1.650                   0.0                 0.0          0.224          1.372          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.224          6.633          2.522          6.642          0.000
     11/11/2010          1.650                   0.0                 0.0          0.226          1.372          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.445          0.226          6.633          2.522          6.642          0.000
     12/11/2010          1.650                   0.0                 0.0          0.397          1.403          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.434          0.397          6.633          2.523          6.642          0.000
     13/11/2010          1.650                   0.0                 0.0          0.434          1.438          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.422          0.434          6.633          2.523          6.642          0.000
     14/11/2010          1.650                   0.0                 0.0          0.381          1.438          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.422          0.381          6.633          2.523          6.642          0.000
     15/11/2010          1.650                   0.0                 0.0          0.344          1.438          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.422          0.344          6.633          2.523          6.642          0.000
     16/11/2010          1.650                   0.0                 0.0          0.328          1.439          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.422          0.328          6.632          2.523          6.642          0.000
     17/11/2010          1.650                   0.0                 0.0          0.312          1.439          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.422          0.312          6.632          2.523          6.642          0.000
     18/11/2010          1.650                   0.0                 0.0          0.303          1.439          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.422          0.303          6.632          2.523          6.642          0.000
     19/11/2010          1.650                   0.0                 0.0          0.297          1.439          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.422          0.297          6.632          2.523          6.642          0.000
     20/11/2010          1.650                   0.0                 0.0          0.294          1.439          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.422          0.294          6.632          2.523          6.642          0.000
     21/11/2010          1.650                   0.0                 0.0          0.295          1.440          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.421          0.295          6.632          2.523          6.642          0.000
     22/11/2010          1.650                   0.0                 0.0          0.292          1.440          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.421          0.292          6.632          2.523          6.642          0.000
     23/11/2010          1.650                   0.0                 0.0          0.291          1.440          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.421          0.291          6.632          2.523          6.642          0.000
     24/11/2010          1.650                   0.0                 0.0          0.298          1.441          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.421          0.298          6.632          2.523          6.642          0.000
     25/11/2010          1.650                   0.0                 0.0          0.294          1.441          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.421          0.294          6.632          2.523          6.642          0.000
     26/11/2010          1.650                   0.0                 0.0          0.292          1.441          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.421          0.292          6.632          2.523          6.642          0.000
     27/11/2010          1.650                   0.0                 0.0          0.290          1.441          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.421          0.290          6.632          2.523          6.642          0.000
     28/11/2010          1.650                   0.0                 0.0          0.290          1.441          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.421          0.290          6.632          2.523          6.642          0.000
     29/11/2010          1.650                   0.0                 0.0          0.291          1.442          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.421          0.291          6.632          2.523          6.642          0.000
     30/11/2010          1.650                   0.0                 0.0          0.296          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.296          6.632          2.523          6.642          0.000
     01/12/2010          1.650                   0.0                 0.0          0.293          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.293          6.632          2.523          6.642          0.000
     02/12/2010          1.650                   0.0                 0.0          0.291          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.291          6.632          2.523          6.642          0.000
     03/12/2010          1.650                   0.0                 0.0          0.290          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.290          6.632          2.523          6.642          0.000
     04/12/2010          1.650                   0.0                 0.0          0.290          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.290          6.632          2.523          6.642          0.000
     05/12/2010          1.650                   0.0                 0.0          0.289          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.289          6.632          2.523          6.642          0.000
     06/12/2010          1.650                   0.0                 0.0          0.289          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.289          6.632          2.523          6.642          0.000
     07/12/2010          1.650                   0.0                 0.0          0.289          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.289          6.632          2.523          6.642          0.000
     08/12/2010          1.650                   0.0                 0.0          0.289          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.289          6.632          2.523          6.642          0.000
     09/12/2010          1.650                   0.0                 0.0          0.289          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.289          6.632          2.523          6.642          0.000
     10/12/2010          1.650                   0.0                 0.0          0.289          1.443          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.289          6.632          2.523          6.642          0.000
     11/12/2010          1.650                   0.0                 0.0          0.299          1.445          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.420          0.299          6.632          2.523          6.642          0.000
     12/12/2010          1.650                   0.0                 0.0          0.326          1.450          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.418          0.326          6.632          2.523          6.642          0.000
     13/12/2010          1.650                   0.0                 0.0          0.311          1.450          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.418          0.311          6.632          2.523          6.642          0.000
     14/12/2010          1.650                   0.0                 0.0          0.302          1.450          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.418          0.302          6.632          2.523          6.642          0.000
     15/12/2010          1.650                   0.0                 0.0          0.297          1.450          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.418          0.297          6.632          2.523          6.642          0.000
     16/12/2010          1.650                   0.0                 0.0          0.309          1.452          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.417          0.309          6.632          2.523          6.642          0.000
     17/12/2010          1.650                   0.0                 0.0          0.301          1.452          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.417          0.301          6.632          2.523          6.642          0.000
     18/12/2010          1.650                   0.0                 0.0          0.296          1.452          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.417          0.296          6.632          2.523          6.642          0.000
     19/12/2010          1.650                   0.0                 0.0          0.293          1.452          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.417          0.293          6.632          2.523          6.642          0.000
     20/12/2010          1.650                   0.0                 0.0          0.291          1.452          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.417          0.291          6.632          2.523          6.642          0.000
     21/12/2010          1.650                   0.0                 0.0          0.290          1.452          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.417          0.290          6.632          2.523          6.642          0.000
     22/12/2010          1.650                   0.0                 0.0          0.290          1.452          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.417          0.290          6.632          2.523          6.642          0.000
     23/12/2010          1.650                   0.0                 0.0          0.289          1.452          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.417          0.289          6.632          2.523          6.642          0.000
     24/12/2010          1.650                   0.0                 0.0          0.344          1.461          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.414          0.344          6.632          2.523          6.642          0.000
     25/12/2010          1.650                   0.0                 0.0          0.322          1.461          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.414          0.322          6.632          2.523          6.642          0.000
     26/12/2010          1.650                   0.0                 0.0          0.309          1.461          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.414          0.309          6.632          2.523          6.642          0.000
     27/12/2010          1.650                   0.0                 0.0          0.301          1.461          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.414          0.301          6.632          2.523          6.642          0.000
     28/12/2010          1.650                   0.0                 0.0          0.296          1.461          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.414          0.296          6.632          2.523          6.642          0.000
     29/12/2010          1.650                   0.0                 0.0          0.293          1.461          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.414          0.293          6.632          2.523          6.642          0.000
     30/12/2010          1.650                   0.0                 0.0          0.291          1.461          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.414          0.291          6.632          2.523          6.642          0.000
     31/12/2010          1.650                   0.0                 0.0          0.301          1.463          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.301          6.632          2.523          6.642          0.000
     01/01/2011          1.650                   0.0                 0.0          0.296          1.463          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.296          6.632          2.523          6.642          0.000
     02/01/2011          1.650                   0.0                 0.0          0.293          1.463          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.293          6.632          2.523          6.642          0.000
     03/01/2011          1.650                   0.0                 0.0          0.291          1.463          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.291          6.632          2.523          6.642          0.000
     04/01/2011          1.650                   0.0                 0.0          0.290          1.463          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.290          6.632          2.523          6.642          0.000
     05/01/2011          1.650                   0.0                 0.0          0.290          1.463          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.290          6.632          2.523          6.642          0.000
     06/01/2011          1.650                   0.0                 0.0          0.289          1.463          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.289          6.632          2.523          6.642          0.000
     07/01/2011          1.650                   0.0                 0.0          0.304          1.465          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.304          6.632          2.523          6.642          0.000
     08/01/2011          1.650                   0.0                 0.0          0.298          1.465          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.298          6.632          2.523          6.642          0.000
     09/01/2011          1.650                   0.0                 0.0          0.294          1.465          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.413          0.294          6.632          2.523          6.642          0.000
     10/01/2011          1.650                   0.0                 0.0          0.306          1.468          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.412          0.306          6.632          2.523          6.642          0.000
     11/01/2011          1.650                   0.0                 0.0          0.328          1.472          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.410          0.328          6.632          2.523          6.642          0.000
     12/01/2011          1.650                   0.0                 0.0          0.312          1.472          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.410          0.312          6.632          2.523          6.642          0.000
     13/01/2011          1.650                   0.0                 0.0          0.303          1.472          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.410          0.303          6.632          2.523          6.642          0.000
     14/01/2011          1.650                   0.0                 0.0          0.297          1.472          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.410          0.297          6.632          2.523          6.642          0.000
     15/01/2011          1.650                   0.0                 0.0          0.294          1.472          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.410          0.294          6.632          2.523          6.642          0.000
     16/01/2011          1.650                   0.0                 0.0          0.292          1.472          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.410          0.292          6.632          2.523          6.642          0.000
     17/01/2011          1.650                   0.0                 0.0          0.307          1.475          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.410          0.307          6.632          2.523          6.642          0.000
     18/01/2011          1.650                   0.0                 0.0          0.300          1.475          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.410          0.300          6.632          2.523          6.642          0.000
     19/01/2011          1.650                   0.0                 0.0          0.308          1.476          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.308          6.632          2.523          6.642          0.000
     20/01/2011          1.650                   0.0                 0.0          0.300          1.476          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.300          6.632          2.523          6.642          0.000
     21/01/2011          1.650                   0.0                 0.0          0.303          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.303          6.632          2.523          6.642          0.000
     22/01/2011          1.650                   0.0                 0.0          0.297          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.297          6.632          2.523          6.642          0.000
     23/01/2011          1.650                   0.0                 0.0          0.294          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.294          6.632          2.523          6.642          0.000
     24/01/2011          1.650                   0.0                 0.0          0.292          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.292          6.632          2.523          6.642          0.000
     25/01/2011          1.650                   0.0                 0.0          0.291          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.291          6.632          2.523          6.642          0.000
     26/01/2011          1.650                   0.0                 0.0          0.290          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.290          6.632          2.523          6.642          0.000
     27/01/2011          1.650                   0.0                 0.0          0.289          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.289          6.632          2.523          6.642          0.000
     28/01/2011          1.650                   0.0                 0.0          0.289          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.289          6.632          2.523          6.642          0.000
     29/01/2011          1.650                   0.0                 0.0          0.289          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.289          6.632          2.523          6.642          0.000
     30/01/2011          1.650                   0.0                 0.0          0.289          1.477          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.409          0.289          6.632          2.523          6.642          0.000
     31/01/2011          1.650                   0.0                 0.0          0.301          1.479          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.408          0.301          6.632          2.523          6.642          0.000
     01/02/2011          1.650                   0.0                 0.0          0.310          1.481          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.407          0.310          6.632          2.523          6.642          0.000
     02/02/2011          1.650                   0.0                 0.0          0.346          1.487          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.346          6.632          2.523          6.642          0.000
     03/02/2011          1.650                   0.0                 0.0          0.323          1.487          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.323          6.632          2.523          6.642          0.000
     04/02/2011          1.650                   0.0                 0.0          0.309          1.487          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.309          6.632          2.523          6.642          0.000
     05/02/2011          1.650                   0.0                 0.0          0.301          1.487          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.301          6.632          2.523          6.642          0.000
     06/02/2011          1.650                   0.0                 0.0          0.304          1.489          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.304          6.632          2.523          6.642          0.000
     07/02/2011          1.650                   0.0                 0.0          0.298          1.489          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.298          6.632          2.523          6.642          0.000
     08/02/2011          1.650                   0.0                 0.0          0.294          1.489          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.294          6.632          2.523          6.642          0.000
     09/02/2011          1.650                   0.0                 0.0          0.292          1.489          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.292          6.632          2.523          6.642          0.000
     10/02/2011          1.650                   0.0                 0.0          0.291          1.489          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.291          6.632          2.523          6.642          0.000
     11/02/2011          1.650                   0.0                 0.0          0.290          1.489          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.290          6.632          2.523          6.642          0.000
     12/02/2011          1.650                   0.0                 0.0          0.289          1.489          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.289          6.632          2.523          6.642          0.000
     13/02/2011          1.650                   0.0                 0.0          0.289          1.489          2.587                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.289          6.632          2.523          6.642          0.000
     14/02/2011          1.650                   0.0                 0.0          0.289          1.489          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.289          6.632          2.523          6.642          0.000
     15/02/2011          1.650                   0.0                 0.0          0.289          1.489          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.289          6.632          2.523          6.642          0.000
     16/02/2011          1.650                   0.0                 0.0          0.288          1.489          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.288          6.632          2.523          6.642          0.000
     17/02/2011          1.650                   0.0                 0.0          0.288          1.489          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.288          6.632          2.523          6.642          0.000
     18/02/2011          1.650                   0.0                 0.0          0.288          1.489          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.288          6.632          2.523          6.642          0.000
     19/02/2011          1.650                   0.0                 0.0          0.288          1.489          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.405          0.288          6.632          2.523          6.642          0.000
     20/02/2011          1.650                   0.0                 0.0          0.405          1.505          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.399          0.405          6.632          2.523          6.642          0.000
     21/02/2011          1.650                   0.0                 0.0          0.360          1.505          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.399          0.360          6.632          2.523          6.642          0.000
     22/02/2011          1.650                   0.0                 0.0          0.332          1.505          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.399          0.332          6.632          2.523          6.642          0.000
     23/02/2011          1.650                   0.0                 0.0          0.314          1.505          2.588                     0.0                   0.0                   0.0                 0.0            0.0               0.000             0.000          1.650          0.289          0.399          0.314          6.632          2.523          6.642          0.000
