ApsimVersion = 7.5
Title = Silt cowpea residue field
           Date           year            day           rain            esw             es         runoff          drain          no3()   dlt_n_min(1)   dlt_n_min(2)   dlt_n_min(3)   dlt_n_min(4)   dlt_n_min(5)   dlt_n_min(6)   surfaceom_wt surfaceom_cover
   (dd/mm/yyyy)         (year)          (day)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)       (m^2/m^2)
     08/04/2001           2001             98          0.000         90.524          0.180          0.000          0.000           49.7            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     09/04/2001           2001             99          0.000         90.490          0.179          0.000          0.000           50.0            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     10/04/2001           2001            100          0.000         90.457          0.178          0.000          0.000           50.4            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     11/04/2001           2001            101          0.000         90.422          0.176          0.000          0.000           50.7            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     12/04/2001           2001            102          0.000         90.388          0.175          0.000          0.000           51.0            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     13/04/2001           2001            103          0.000         90.353          0.174          0.000          0.000           51.4            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     14/04/2001           2001            104          0.000         90.318          0.173          0.000          0.000           51.7            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     15/04/2001           2001            105          0.000         90.282          0.172          0.000          0.000           52.0            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     16/04/2001           2001            106          0.000         90.246          0.171          0.000          0.000           52.3            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     17/04/2001           2001            107          0.000         90.210          0.170          0.000          0.000           52.6            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     18/04/2001           2001            108          0.000         90.174          0.168          0.000          0.000           52.9            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     19/04/2001           2001            109          2.000         90.137          2.167          0.000          0.000           53.2            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     20/04/2001           2001            110          0.000         90.100          0.166          0.000          0.000           53.5            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     21/04/2001           2001            111          0.000         90.063          0.165          0.000          0.000           53.8            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     22/04/2001           2001            112          0.000         90.026          0.164          0.000          0.000           54.1            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     23/04/2001           2001            113          1.000         89.988          1.163          0.000          0.000           54.5            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     24/04/2001           2001            114          0.000         89.950          0.162          0.000          0.000           54.8            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     25/04/2001           2001            115          0.000         89.912          0.161          0.000          0.000           55.2            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     26/04/2001           2001            116          0.000         89.873          0.161          0.000          0.000           55.5            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     27/04/2001           2001            117          0.000         89.835          0.160          0.000          0.000           55.8            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     28/04/2001           2001            118          0.000         89.796          0.159          0.000          0.000           56.2            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     29/04/2001           2001            119          0.000         89.757          0.158          0.000          0.000           56.5            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     30/04/2001           2001            120          0.000         89.717          0.157          0.000          0.000           56.8            0.0            0.2            0.1            0.0            0.0            0.0          948.6           0.173
     01/05/2001           2001            121          8.000         89.994          4.181          0.000          0.000           57.1            0.0            0.2            0.1            0.0            0.0            0.0          853.7           0.157
     02/05/2001           2001            122          0.000         89.814          0.180          0.000          0.000           57.4            0.0            0.2            0.1            0.0            0.0            0.0          787.4           0.146
     03/05/2001           2001            123          6.000         91.801          4.012          0.000          0.000           57.9            0.1            0.2            0.1            0.0            0.0            0.0          708.6           0.132
     04/05/2001           2001            124         83.000        127.805          4.009         42.987          0.000           58.7            0.6            0.2            0.1            0.0            0.0            0.0          637.8           0.120
     05/05/2001           2001            125          0.000        124.814          2.991          0.000          0.000           59.6            0.7            0.2            0.1            0.0            0.0            0.0          588.2           0.111
     06/05/2001           2001            126          1.000        123.572          2.243          0.000          0.000           60.6            0.7            0.2            0.1            0.0            0.0            0.0          553.5           0.105
