ApsimVersion = 7.6
Title = Silt fertilised
           Date           year            day           rain      dlayer(1)      dlayer(2)      dlayer(3)      dlayer(4)      dlayer(5)      dlayer(6)            esw          drain      NO3_Total      NH4_Total         urea()         dnit()         no3(1)         no3(2)         no3(3)         no3(4)         no3(5)         no3(6)         nh4(1)         nh4(2)         nh4(3)         nh4(4)         nh4(5)         nh4(6)
     29/08/2001           2001            241          1.000        150.000        150.000        300.000        300.000        300.000        300.000        203.107          0.164          178.6            1.2            0.0            0.0           38.5           25.6           48.4           36.3           20.3            9.6            0.8            0.2            0.1            0.0            0.0            0.0
     30/08/2001           2001            242         14.000        150.000        150.000        300.000        300.000        300.000        300.000        207.406          0.146          179.4            1.2            0.0            0.0           38.7           26.1           48.5           36.3           20.3            9.6            0.8            0.2            0.1            0.0            0.0            0.0
     31/08/2001           2001            243          0.000        150.000        150.000        300.000        300.000        300.000        300.000        204.467          0.132          180.3            1.2            0.0            0.0           39.3           26.2           48.6           36.4           20.3            9.6            0.8            0.2            0.1            0.0            0.0            0.0
     01/09/2001           2001            244         11.000        150.000        150.000        300.000        300.000        300.000        300.000        207.508          0.123          181.1            1.2            0.0            0.1           39.5           26.6           48.7           36.4           20.3            9.6            0.8            0.2            0.1            0.0            0.0            0.0
     02/09/2001           2001            245          0.000        150.000        150.000        300.000        300.000        300.000        300.000        204.553          0.118          181.9            1.2            0.0            0.0           40.1           26.6           48.8           36.4           20.3            9.6            0.8            0.2            0.1            0.0            0.0            0.0
     03/09/2001           2001            246          2.000        150.000        150.000        300.000        300.000        300.000        300.000        203.197          0.115          182.7            1.2            0.0            0.0           40.7           26.7           48.9           36.5           20.3            9.6            0.8            0.2            0.1            0.0            0.0            0.0
     04/09/2001           2001            247          0.000        150.000        150.000        300.000        300.000        300.000        300.000        202.131          0.113          183.6            1.2            0.0            0.0           41.4           26.8           49.0           36.5           20.3            9.6            0.8            0.2            0.1            0.0            0.0            0.0
     05/09/2001           2001            248          3.000        150.000        150.000        300.000        300.000        300.000        300.000        201.216          0.111          184.4            1.2            0.0            0.0           42.0           27.0           49.0           36.5           20.3            9.6            0.8            0.2            0.1            0.0            0.0            0.0
     06/09/2001           2001            249         31.000        150.000        150.000        300.000        300.000        300.000        300.000        209.553          0.110          185.2            1.2            0.0            0.1           41.6           27.8           49.2           36.6           20.3            9.6            0.8            0.2            0.1            0.0            0.0            0.0
     07/09/2001           2001            250          9.000        150.000        150.000        300.000        300.000        300.000        300.000        210.578          0.115          185.8            1.2            0.0            0.1           41.3           28.3           49.5           36.7           20.4            9.6            0.8            0.3            0.1            0.0            0.0            0.0
     08/09/2001           2001            251          4.000        150.000        150.000        300.000        300.000        300.000        300.000        209.608          0.128          186.4            1.3            0.0            0.1           41.4           28.5           49.7           36.8           20.4            9.6            0.8            0.3            0.1            0.0            0.0            0.0
     09/09/2001           2001            252          0.000        150.000        150.000        300.000        300.000        300.000        300.000        207.229          0.148          187.1            1.3            0.0            0.1           42.0           28.4           49.8           36.8           20.5            9.7            0.8            0.2            0.1            0.0            0.0            0.0
     10/09/2001           2001            253         28.000        150.000        150.000        300.000        300.000        300.000        300.000        212.875          0.176          187.7            1.3            0.0            0.2           41.5           29.1           50.0           36.9           20.5            9.7            0.8            0.3            0.1            0.0            0.0            0.0
     11/09/2001           2001            254         17.000        150.000        150.000        300.000        300.000        300.000        300.000        214.392          0.213          188.1            1.3            0.0            0.3           40.9           29.6           50.2           37.1           20.6            9.7            0.8            0.3            0.1            0.0            0.0            0.0
     12/09/2001           2001            255          2.000        150.000        150.000        300.000        300.000        300.000        300.000        211.969          0.258          188.7            1.3            0.0            0.2           41.1           29.5           50.4           37.2           20.7            9.8            0.8            0.3            0.1            0.0            0.0            0.0
     13/09/2001           2001            256          0.000        150.000        150.000        300.000        300.000        300.000        300.000        210.217          0.308          189.2            1.3            0.0            0.2           41.7           29.3           50.4           37.3           20.8            9.8            0.8            0.3            0.1            0.0            0.0            0.0
     14/09/2001           2001            257         18.000        150.000        150.000        300.000        300.000        300.000        300.000        213.570          0.358          189.8            1.3            0.0            0.2           41.4           29.7           50.5           37.4           20.9            9.9            0.8            0.3            0.1            0.0            0.0            0.0
     15/09/2001           2001            258          0.000        150.000        150.000        300.000        300.000        300.000        300.000        210.695          0.405          190.4            1.2            0.0            0.2           42.0           29.5           50.5           37.5           20.9            9.9            0.8            0.3            0.1            0.0            0.0            0.0
     16/09/2001           2001            259          0.000        150.000        150.000        300.000        300.000        300.000        300.000        209.024          0.444          191.0            1.2            0.0            0.1           42.6           29.4           50.5           37.5           21.0           10.0            0.8            0.3            0.1            0.0            0.0            0.0
     17/09/2001           2001            260          7.000        150.000        150.000        300.000        300.000        300.000        300.000        210.355          0.472          191.6            1.2            0.0            0.1           43.0           29.5           50.5           37.5           21.1           10.0            0.8            0.3            0.1            0.0            0.0            0.0
     18/09/2001           2001            261         66.000        150.000        150.000        300.000        300.000        300.000        300.000        216.436          0.493          191.9            1.2            0.0            0.3           41.9           30.5           50.7           37.6           21.1           10.1            0.8            0.3            0.1            0.0            0.0            0.0
     19/09/2001           2001            262          6.000        150.000        150.000        300.000        300.000        300.000        300.000        216.148          0.511          192.2            1.3            0.0            0.3           41.4           30.9           50.9           37.7           21.2           10.1            0.8            0.3            0.1            0.0            0.0            0.0
     20/09/2001           2001            263          5.000        150.000        150.000        300.000        300.000        300.000        300.000        215.365          0.532          192.5            1.3            0.0            0.3           41.1           31.1           51.1           37.8           21.3           10.2            0.8            0.3            0.1            0.0            0.0            0.0
     21/09/2001           2001            264          0.000        150.000        150.000        300.000        300.000        300.000        300.000        211.889          0.554          193.0            1.3            0.0            0.2           41.6           30.7           51.2           37.9           21.4           10.2            0.8            0.3            0.1            0.0            0.0            0.0
     22/09/2001           2001            265          0.000        150.000        150.000        300.000        300.000        300.000        300.000        210.071          0.576          193.5            1.3            0.0            0.2           42.2           30.5           51.2           37.9           21.4           10.3            0.8            0.2            0.1            0.0            0.0            0.0
     23/09/2001           2001            266          0.000        150.000        150.000        300.000        300.000        300.000        300.000        208.527          0.591          194.1            1.2            0.0            0.2           42.7           30.4           51.1           38.0           21.5           10.3            0.8            0.2            0.1            0.0            0.0            0.0
     24/09/2001           2001            267          5.000        150.000        150.000        300.000        300.000        300.000        300.000        208.630          0.597          194.7            1.2            0.0            0.1           43.3           30.4           51.1           38.0           21.6           10.4            0.8            0.2            0.1            0.0            0.0            0.0
     25/09/2001           2001            268          3.000        150.000        150.000        300.000        300.000        300.000        300.000        207.028          0.591          195.4            1.2            0.0            0.1           43.9           30.5           51.1           38.0           21.6           10.4            0.8            0.2            0.1            0.0            0.0            0.0
     26/09/2001           2001            269          0.000        150.000        150.000        300.000        300.000        300.000        300.000        205.691          0.573          196.1            1.2            0.0            0.1           44.4           30.6           51.0           37.9           21.6           10.5            0.8            0.2            0.1            0.0            0.0            0.0
     27/09/2001           2001            270          1.000        150.000        150.000        300.000        300.000        300.000        300.000        204.466          0.544          196.8            1.2            0.0            0.1           45.0           30.7           51.1           37.9           21.6           10.5            0.8            0.2            0.1            0.0            0.0            0.0
     28/09/2001           2001            271          0.000        150.000        150.000        300.000        300.000        300.000        300.000        203.341          0.506          197.5            1.2            0.0            0.0           45.6           30.8           51.1           37.9           21.6           10.5            0.8            0.2            0.1            0.0            0.0            0.0
     29/09/2001           2001            272          0.000        150.000        150.000        300.000        300.000        300.000        300.000        202.307          0.461          198.3            1.2            0.0            0.0           46.2           31.0           51.1           37.9           21.6           10.5            0.7            0.2            0.1            0.0            0.0            0.0
     30/09/2001           2001            273          0.000        150.000        150.000        300.000        300.000        300.000        300.000        201.360          0.413          199.1            1.2            0.0            0.0           46.8           31.1           51.2           37.9           21.6           10.5            0.7            0.2            0.1            0.0            0.0            0.0
     01/10/2001           2001            274         38.000        150.000        150.000        300.000        300.000        300.000        300.000        211.142          0.365          199.7            1.2            0.0            0.1           46.2           32.1           51.4           37.9           21.6           10.6            0.8            0.2            0.1            0.0            0.0            0.0
     02/10/2001           2001            275          7.000        150.000        150.000        300.000        300.000        300.000        300.000        211.461          0.326          200.2            1.2            0.0            0.1           45.8           32.6           51.7           37.9           21.6           10.6            0.8            0.2            0.1            0.0            0.0            0.0
     03/10/2001           2001            276          6.000        150.000        150.000        300.000        300.000        300.000        300.000        211.583          0.300          200.7            1.2            0.0            0.2           45.5           33.0           51.9           38.0           21.7           10.6            0.8            0.2            0.1            0.0            0.0            0.0
     04/10/2001           2001            277          2.000        150.000        150.000        300.000        300.000        300.000        300.000        210.143          0.287          201.2            1.2            0.0            0.2           45.9           32.8           52.1           38.1           21.7           10.6            0.8            0.2            0.1            0.0            0.0            0.0
     05/10/2001           2001            278         15.000        150.000        150.000        300.000        300.000        300.000        300.000        212.351          0.289          201.7            1.2            0.0            0.2           45.4           33.4           52.3           38.3           21.8           10.6            0.8            0.2            0.1            0.0            0.0            0.0
     06/10/2001           2001            279          0.000        150.000        150.000        300.000        300.000        300.000        300.000        209.538          0.301          202.3            1.2            0.0            0.2           46.0           33.1           52.4           38.3           21.8           10.7            0.8            0.2            0.1            0.0            0.0            0.0
     07/10/2001           2001            280          2.000        150.000        150.000        300.000        300.000        300.000        300.000        207.990          0.319          202.9            1.2            0.0            0.1           46.5           33.0           52.5           38.4           21.9           10.7            0.8            0.2            0.1            0.0            0.0            0.0
     08/10/2001           2001            281          0.000        150.000        150.000        300.000        300.000        300.000        300.000        206.707          0.336          203.6            1.2            0.0            0.1           47.1           33.0           52.5           38.5           21.9           10.7            0.7            0.2            0.1            0.0            0.0            0.0
     09/10/2001           2001            282          0.000        150.000        150.000        300.000        300.000        300.000        300.000        205.558          0.349          204.3            1.1            0.0            0.1           47.7           33.0           52.5           38.5           22.0           10.8            0.7            0.2            0.1            0.0            0.0            0.0
     10/10/2001           2001            283         16.000        150.000        150.000        300.000        300.000        300.000        300.000        210.792          0.356          205.0            1.1            0.0            0.1           47.6           33.5           52.6           38.5           22.0           10.8            0.7            0.2            0.1            0.0            0.0            0.0
     11/10/2001           2001            284          7.000        150.000        150.000        300.000        300.000        300.000        300.000        211.689          0.359          205.6            1.1            0.0            0.2           47.4           34.0           52.7           38.5           22.0           10.8            0.7            0.2            0.1            0.0            0.0            0.0
     12/10/2001           2001            285          2.000        150.000        150.000        300.000        300.000        300.000        300.000        209.339          0.360          206.2            1.1            0.0            0.1           47.8           34.0           52.9           38.6           22.1           10.8            0.7            0.2            0.1            0.0            0.0            0.0
     13/10/2001           2001            286          0.000        150.000        150.000        300.000        300.000        300.000        300.000        207.157          0.360          206.8            1.1            0.0            0.1           48.3           33.9           52.9           38.6           22.1           10.9            0.7            0.2            0.1            0.0            0.0            0.0
     14/10/2001           2001            287          0.000        150.000        150.000        300.000        300.000        300.000        300.000        205.662          0.356          207.4            1.2            0.0            0.1           48.8           33.9           52.9           38.6           22.1           10.9            0.7            0.2            0.1            0.0            0.0            0.0
     15/10/2001           2001            288         35.000        150.000        150.000        300.000        300.000        300.000        300.000        213.292          0.352          207.9            1.2            0.0            0.2           48.0           34.9           53.2           38.7           22.2           10.9            0.7            0.2            0.1            0.0            0.0            0.0
     16/10/2001           2001            289          0.000        150.000        150.000        300.000        300.000        300.000        300.000        210.156          0.349          208.5            1.2            0.0            0.1           48.5           34.7           53.3           38.8           22.2           11.0            0.7            0.2            0.1            0.0            0.0            0.0
     17/10/2001           2001            290          0.000        150.000        150.000        300.000        300.000        300.000        300.000        208.340          0.347          209.1            1.1            0.0            0.1           49.0           34.6           53.4           38.8           22.2           11.0            0.7            0.2            0.1            0.0            0.0            0.0
     18/10/2001           2001            291          1.000        150.000        150.000        300.000        300.000        300.000        300.000        206.955          0.343          209.7            1.1            0.0            0.1           49.5           34.6           53.4           38.8           22.3           11.0            0.7            0.2            0.1            0.0            0.0            0.0
     19/10/2001           2001            292          3.000        150.000        150.000        300.000        300.000        300.000        300.000        205.763          0.337          210.4            1.1            0.0            0.1           50.1           34.7           53.4           38.9           22.3           11.0            0.7            0.2            0.1            0.0            0.0            0.0
     20/10/2001           2001            293          0.000        150.000        150.000        300.000        300.000        300.000        300.000        204.694          0.327          211.1            1.1            0.0            0.0           50.6           34.8           53.4           38.9           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     21/10/2001           2001            294          0.000        150.000        150.000        300.000        300.000        300.000        300.000        203.718          0.312          211.8            1.1            0.0            0.0           51.2           34.9           53.5           38.9           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     22/10/2001           2001            295          0.000        150.000        150.000        300.000        300.000        300.000        300.000        202.818          0.292          212.5            1.1            0.0            0.0           51.7           35.0           53.5           38.9           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     23/10/2001           2001            296          0.000        150.000        150.000        300.000        300.000        300.000        300.000        201.986          0.269          213.2            1.1            0.0            0.0           52.3           35.1           53.6           38.8           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     24/10/2001           2001            297          0.000        150.000        150.000        300.000        300.000        300.000        300.000        201.217          0.242          214.0            1.1            0.0            0.0           52.8           35.2           53.6           38.8           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     25/10/2001           2001            298          0.000        150.000        150.000        300.000        300.000        300.000        300.000        200.505          0.214          214.8            1.1            0.0            0.0           53.4           35.4           53.7           38.8           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     26/10/2001           2001            299          0.000        150.000        150.000        300.000        300.000        300.000        300.000        199.847          0.186          215.6            1.1            0.0            0.0           54.0           35.5           53.8           38.9           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     27/10/2001           2001            300          0.000        150.000        150.000        300.000        300.000        300.000        300.000        199.238          0.158          216.4            1.1            0.0            0.0           54.6           35.6           53.9           38.9           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     28/10/2001           2001            301         51.000        150.000        150.000        300.000        300.000        300.000        300.000        211.073          0.135          216.9            1.1            0.0            0.2           53.4           36.9           54.2           38.9           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     29/10/2001           2001            302          0.000        150.000        150.000        300.000        300.000        300.000        300.000        208.737          0.119          217.4            1.1            0.0            0.1           53.7           37.0           54.4           39.0           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     30/10/2001           2001            303          1.000        150.000        150.000        300.000        300.000        300.000        300.000        206.731          0.110          218.0            1.1            0.0            0.1           54.1           36.9           54.5           39.0           22.3           11.1            0.7            0.2            0.1            0.0            0.0            0.0
     31/10/2001           2001            304        104.000        150.000        150.000        300.000        300.000        300.000        300.000        213.503          0.113          218.2            1.1            0.0            0.3           52.4           38.2           54.9           39.1           22.4           11.2            0.7            0.2            0.1            0.0            0.0            0.0
     01/11/2001           2001            305          2.000        150.000        150.000        300.000        300.000        300.000        300.000        211.923          0.130          218.5            1.2            0.0            0.2           52.0           38.4           55.2           39.3           22.4           11.2            0.7            0.2            0.1            0.0            0.0            0.0
     02/11/2001           2001            306          0.000        150.000        150.000        300.000        300.000        300.000        300.000        209.872          0.158          218.9            1.2            0.0            0.2           52.5           38.0           55.4           39.4           22.5           11.2            0.7            0.2            0.1            0.0            0.0            0.0
     03/11/2001           2001            307          0.000        150.000        150.000        300.000        300.000        300.000        300.000        208.525          0.193          219.4            1.2            0.0            0.1           52.9           37.8           55.4           39.5           22.6           11.2            0.7            0.2            0.1            0.0            0.0            0.0
     04/11/2001           2001            308          0.000        150.000        150.000        300.000        300.000        300.000        300.000        207.384          0.228          219.9            1.2            0.0            0.1           53.4           37.6           55.4           39.6           22.6           11.3            0.7            0.2            0.1            0.0            0.0            0.0
     05/11/2001           2001            309          0.000        150.000        150.000        300.000        300.000        300.000        300.000        206.346          0.259          220.5            1.1            0.0            0.1           53.9           37.6           55.4           39.6           22.7           11.3            0.7            0.2            0.1            0.0            0.0            0.0
     06/11/2001           2001            310          0.000        150.000        150.000        300.000        300.000        300.000        300.000        205.374          0.281          221.1            1.1            0.0            0.1           54.4           37.7           55.4           39.6           22.7           11.3            0.7            0.2            0.1            0.0            0.0            0.0
     07/11/2001           2001            311          0.000        150.000        150.000        300.000        300.000        300.000        300.000        204.453          0.294          221.7            1.1            0.0            0.0           54.8           37.7           55.4           39.6           22.7           11.4            0.7            0.2            0.1            0.0            0.0            0.0
     08/11/2001           2001            312          0.000        150.000        150.000        300.000        300.000        300.000        300.000        203.579          0.295          222.3            1.2            0.0            0.0           55.3           37.8           55.4           39.6           22.8           11.4            0.7            0.2            0.1            0.0            0.0            0.0
     09/11/2001           2001            313          0.000        150.000        150.000        300.000        300.000        300.000        300.000        202.753          0.287          222.8            1.2            0.0            0.0           55.7           37.9           55.4           39.6           22.8           11.4            0.7            0.2            0.1            0.0            0.0            0.0
     10/11/2001           2001            314          0.000        150.000        150.000        300.000        300.000        300.000        300.000        201.974          0.271          223.3            1.2            0.0            0.0           56.1           38.0           55.5           39.6           22.8           11.4            0.7            0.3            0.1            0.0            0.0            0.0
     11/11/2001           2001            315         14.000        150.000        150.000        300.000        300.000        300.000        300.000        208.083          0.249          223.8            1.2            0.0            0.0           56.1           38.3           55.5           39.6           22.8           11.4            0.8            0.3            0.2            0.0            0.0            0.0
     12/11/2001           2001            316         42.000        150.000        150.000        300.000        300.000        300.000        300.000        213.684          0.229          223.9            1.2            0.0            0.3           54.5           39.6           55.9           39.6           22.8           11.4            0.8            0.3            0.2            0.0            0.0            0.0
     13/11/2001           2001            317          2.000        150.000        150.000        300.000        300.000        300.000        300.000        212.421          0.218          224.1            1.2            0.0            0.2           53.8           40.1           56.3           39.7           22.8           11.5            0.8            0.3            0.2            0.0            0.0            0.0
     14/11/2001           2001            318          0.000        150.000        150.000        300.000        300.000        300.000        300.000        209.637          0.218          224.5            1.2            0.0            0.2           54.2           39.7           56.5           39.8           22.8           11.5            0.8            0.3            0.2            0.0            0.0            0.0
     15/11/2001           2001            319          0.000        150.000        150.000        300.000        300.000        300.000        300.000        207.991          0.226          224.9            1.2            0.0            0.1           54.6           39.5           56.5           39.9           22.9           11.5            0.8            0.3            0.2            0.0            0.0            0.0
     16/11/2001           2001            320          0.000        150.000        150.000        300.000        300.000        300.000        300.000        206.726          0.239          225.4            1.2            0.0            0.1           55.0           39.3           56.6           40.0           22.9           11.5            0.8            0.3            0.2            0.0            0.0            0.0
     17/11/2001           2001            321          0.000        150.000        150.000        300.000        300.000        300.000        300.000        205.630          0.252          225.9            1.2            0.0            0.1           55.4           39.3           56.6           40.0           23.0           11.6            0.8            0.2            0.1            0.0            0.0            0.0
     18/11/2001           2001            322          0.000        150.000        150.000        300.000        300.000        300.000        300.000        204.633          0.261          226.4            1.2            0.0            0.1           55.9           39.3           56.6           40.0           23.0           11.6            0.7            0.2            0.1            0.0            0.0            0.0
     19/11/2001           2001            323          0.000        150.000        150.000        300.000        300.000        300.000        300.000        203.708          0.264          227.0            1.2            0.0            0.0           56.3           39.4           56.6           40.0           23.0           11.6            0.7            0.3            0.1            0.0            0.0            0.0
     20/11/2001           2001            324          0.000        150.000        150.000        300.000        300.000        300.000        300.000        202.843          0.260          227.5            1.2            0.0            0.0           56.8           39.5           56.6           40.0           23.1           11.6            0.7            0.3            0.1            0.0            0.0            0.0
     21/11/2001           2001            325          0.000        150.000        150.000        300.000        300.000        300.000        300.000        202.033          0.250          228.1            1.2            0.0            0.0           57.2           39.6           56.6           40.0           23.1           11.6            0.7            0.3            0.1            0.0            0.0            0.0
     22/11/2001           2001            326          0.000        150.000        150.000        300.000        300.000        300.000        300.000        201.275          0.234          228.6            1.2            0.0            0.0           57.6           39.6           56.7           40.0           23.1           11.7            0.7            0.3            0.1            0.0            0.0            0.0
     23/11/2001           2001            327          0.000        150.000        150.000        300.000        300.000        300.000        300.000        200.566          0.213          229.2            1.2            0.0            0.0           58.0           39.7           56.7           40.0           23.1           11.7            0.7            0.3            0.1            0.0            0.0            0.0
     24/11/2001           2001            328          0.000        150.000        150.000        300.000        300.000        300.000        300.000        199.906          0.190          229.7            1.2            0.0            0.0           58.4           39.8           56.8           40.0           23.0           11.7            0.7            0.3            0.1            0.0            0.0            0.0
     25/11/2001           2001            329          0.000        150.000        150.000        300.000        300.000        300.000        300.000        199.292          0.165          230.3            1.2            0.0            0.0           58.9           39.8           56.8           40.0           23.0           11.7            0.7            0.3            0.1            0.0            0.0            0.0
     26/11/2001           2001            330          0.000        150.000        150.000        300.000        300.000        300.000        300.000        198.720          0.141          230.8            1.2            0.0            0.0           59.3           39.9           56.9           40.0           23.0           11.7            0.7            0.3            0.1            0.0            0.0            0.0
     27/11/2001           2001            331          0.000        150.000        150.000        300.000        300.000        300.000        300.000        198.188          0.119          231.4            1.2            0.0            0.0           59.7           40.0           57.0           40.0           23.0           11.7            0.7            0.3            0.1            0.0            0.0            0.0
     28/11/2001           2001            332          0.000        150.000        150.000        300.000        300.000        300.000        300.000        197.692          0.098          232.0            1.2            0.0            0.0           60.2           40.1           57.0           40.0           23.0           11.7            0.7            0.3            0.1            0.0            0.0            0.0
     29/11/2001           2001            333          0.000        150.000        150.000        300.000        300.000        300.000        300.000        197.228          0.079          232.6            1.2            0.0            0.0           60.6           40.1           57.1           40.1           23.0           11.7            0.7            0.3            0.1            0.0            0.0            0.0
     30/11/2001           2001            334          0.000        150.000        150.000        300.000        300.000        300.000        300.000        196.791          0.063          233.1            1.2            0.0            0.0           61.0           40.2           57.1           40.1           23.0           11.7            0.7            0.3            0.1            0.0            0.0            0.0
     01/12/2001           2001            335          0.000        150.000        150.000        300.000        300.000        300.000        300.000        196.742          0.050          233.6            1.2            0.0            0.0           61.4           40.3           57.2           40.1           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     02/12/2001           2001            336          0.000        150.000        150.000        300.000        300.000        300.000        300.000        196.410          0.038          234.1            1.2            0.0            0.0           61.8           40.3           57.2           40.1           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     03/12/2001           2001            337          0.000        150.000        150.000        300.000        300.000        300.000        300.000        196.095          0.030          234.6            1.2            0.0            0.0           62.2           40.4           57.3           40.1           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     04/12/2001           2001            338          0.000        150.000        150.000        300.000        300.000        300.000        300.000        195.794          0.023          235.1            1.2            0.0            0.0           62.5           40.4           57.4           40.1           23.0           11.7            0.8            0.3            0.2            0.0            0.0            0.0
     05/12/2001           2001            339          0.000        150.000        150.000        300.000        300.000        300.000        300.000        195.505          0.017          235.6            1.2            0.0            0.0           62.9           40.5           57.4           40.2           23.0           11.7            0.8            0.3            0.2            0.0            0.0            0.0
     06/12/2001           2001            340          0.000        150.000        150.000        300.000        300.000        300.000        300.000        195.227          0.013          236.0            1.2            0.0            0.0           63.2           40.5           57.4           40.2           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     07/12/2001           2001            341          0.000        150.000        150.000        300.000        300.000        300.000        300.000        194.958          0.010          236.5            1.2            0.0            0.0           63.6           40.6           57.5           40.2           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     08/12/2001           2001            342          0.000        150.000        150.000        300.000        300.000        300.000        300.000        194.696          0.007          237.0            1.2            0.0            0.0           63.9           40.6           57.5           40.2           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     09/12/2001           2001            343          0.000        150.000        150.000        300.000        300.000        300.000        300.000        194.442          0.005          237.5            1.2            0.0            0.0           64.3           40.7           57.6           40.2           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     10/12/2001           2001            344          0.000        150.000        150.000        300.000        300.000        300.000        300.000        194.193          0.004          237.9            1.2            0.0            0.0           64.6           40.7           57.7           40.2           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     11/12/2001           2001            345          0.000        150.000        150.000        300.000        300.000        300.000        300.000        193.951          0.003          238.4            1.2            0.0            0.0           65.0           40.8           57.7           40.3           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     12/12/2001           2001            346          0.000        150.000        150.000        300.000        300.000        300.000        300.000        193.713          0.002          238.9            1.2            0.0            0.0           65.3           40.9           57.8           40.3           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     13/12/2001           2001            347          0.000        150.000        150.000        300.000        300.000        300.000        300.000        193.480          0.002          239.4            1.1            0.0            0.0           65.7           40.9           57.8           40.3           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     14/12/2001           2001            348          0.000        150.000        150.000        300.000        300.000        300.000        300.000        193.251          0.001          239.8            1.1            0.0            0.0           66.0           41.0           57.9           40.3           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     15/12/2001           2001            349          0.000        150.000        150.000        300.000        300.000        300.000        300.000        193.027          0.001          240.2            1.1            0.0            0.0           66.3           41.0           57.9           40.3           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     16/12/2001           2001            350          0.000        150.000        150.000        300.000        300.000        300.000        300.000        192.806          0.001          240.6            1.1            0.0            0.0           66.6           41.1           57.9           40.3           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     17/12/2001           2001            351          0.000        150.000        150.000        300.000        300.000        300.000        300.000        192.588          0.000          241.0            1.1            0.0            0.0           66.9           41.1           58.0           40.3           23.0           11.7            0.7            0.3            0.2            0.0            0.0            0.0
     18/12/2001           2001            352          0.000        150.000        150.000        300.000        300.000        300.000        300.000        192.374          0.000          241.4            1.1            0.0            0.0           67.2           41.1           58.0           40.3           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     19/12/2001           2001            353          0.000        150.000        150.000        300.000        300.000        300.000        300.000        192.163          0.000          241.8            1.1            0.0            0.0           67.4           41.2           58.1           40.4           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     20/12/2001           2001            354          0.000        150.000        150.000        300.000        300.000        300.000        300.000        191.955          0.000          242.1            1.1            0.0            0.0           67.7           41.2           58.1           40.4           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     21/12/2001           2001            355          0.000        150.000        150.000        300.000        300.000        300.000        300.000        191.750          0.000          242.5            1.1            0.0            0.0           68.0           41.3           58.1           40.4           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     22/12/2001           2001            356          0.000        150.000        150.000        300.000        300.000        300.000        300.000        191.547          0.000          242.8            1.1            0.0            0.0           68.3           41.3           58.2           40.4           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     23/12/2001           2001            357          0.000        150.000        150.000        300.000        300.000        300.000        300.000        191.347          0.000          243.2            1.1            0.0            0.0           68.5           41.3           58.2           40.4           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     24/12/2001           2001            358          0.000        150.000        150.000        300.000        300.000        300.000        300.000        191.150          0.000          243.5            1.1            0.0            0.0           68.8           41.4           58.3           40.4           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     25/12/2001           2001            359          0.000        150.000        150.000        300.000        300.000        300.000        300.000        190.955          0.000          243.9            1.1            0.0            0.0           69.0           41.4           58.3           40.4           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     26/12/2001           2001            360          0.000        150.000        150.000        300.000        300.000        300.000        300.000        190.763          0.000          244.3            1.1            0.0            0.0           69.3           41.5           58.3           40.4           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     27/12/2001           2001            361          0.000        150.000        150.000        300.000        300.000        300.000        300.000        190.573          0.000          244.6            1.1            0.0            0.0           69.6           41.5           58.4           40.5           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
     28/12/2001           2001            362          0.000        150.000        150.000        300.000        300.000        300.000        300.000        190.384          0.000          245.0            1.1            0.0            0.0           69.8           41.6           58.4           40.5           23.0           11.7            0.6            0.3            0.2            0.0            0.0            0.0
