ApsimVersion = 7.9
Title = Transplanted_paddy_rice_single
           Date           year            day            esw        no3_Tot     crop_stage            dae  total_biomass storage_organs     rice_yield        N_avail           rain         dul(1)          sw(1)          no3()         NH4(1)         NH4(2)         NH4(3)         NH4(4)         NH4(5)         NH4(6)          drain     irrigation         sat(1)         sat(2)         dul(2)
   (dd/mm/yyyy)         (year)          (day)           (mm)        (kg/ha)             ()            (d)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)        (mm/mm)        (mm/mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)           (mm)        (mm/mm)        (mm/mm)        (mm/mm)
     22/12/2001           2001            356        193.072           26.0              0              0            0.0            0.0            0.0            7.6          0.000          0.386          0.299           26.0            0.6            0.3            0.2            0.0            0.0            0.0          0.002          0.000          0.436          0.437          0.387
     23/12/2001           2001            357        192.867           26.3              0              0            0.0            0.0            0.0            7.8          0.000          0.386          0.298           26.3            0.6            0.3            0.2            0.0            0.0            0.0          0.001          0.000          0.436          0.437          0.387
     24/12/2001           2001            358        192.664           26.7              0              0            0.0            0.0            0.0            8.0          0.000          0.386          0.298           26.7            0.6            0.3            0.2            0.0            0.0            0.0          0.001          0.000          0.436          0.437          0.387
     25/12/2001           2001            359        192.465           27.1              0              0            0.0            0.0            0.0            8.2          0.000          0.386          0.297           27.1            0.6            0.3            0.2            0.0            0.0            0.0          0.001          0.000          0.436          0.437          0.387
     26/12/2001           2001            360        192.268           27.4              0              0            0.0            0.0            0.0            8.4          0.000          0.386          0.296           27.4            0.6            0.3            0.2            0.0            0.0            0.0          0.001          0.000          0.436          0.437          0.387
     27/12/2001           2001            361        192.073           27.8              0              0            0.0            0.0            0.0            8.6          0.000          0.386          0.296           27.8            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     28/12/2001           2001            362        191.881           28.2              0              0            0.0            0.0            0.0            8.8          0.000          0.386          0.295           28.2            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     29/12/2001           2001            363        191.691           28.6              0              0            0.0            0.0            0.0            9.0          0.000          0.386          0.294           28.6            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     30/12/2001           2001            364        191.504           29.0              0              0            0.0            0.0            0.0            9.2          0.000          0.386          0.294           29.0            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
     31/12/2001           2001            365        191.319           29.4              0              0            0.0            0.0            0.0            9.5          0.000          0.386          0.293           29.4            0.6            0.3            0.2            0.0            0.0            0.0          0.000          0.000          0.436          0.437          0.387
