ApsimVersion = 7.9
Title = Silt Fallow Residue field
           Date           year            day           rain            esw             es         runoff          drain          no3()   dlt_n_min(1)   dlt_n_min(2)   dlt_n_min(3)   dlt_n_min(4)   dlt_n_min(5)   dlt_n_min(6)   surfaceom_wt surfaceom_cover
   (dd/mm/yyyy)         (year)          (day)           (mm)           (mm)           (mm)           (mm)           (mm)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)       (m^2/m^2)
     01/01/2001           2001              1          0.000        104.120          0.280          0.000          0.000            9.8            0.1           -0.0           -0.0           -0.0           -0.0           -0.0            0.0           0.000
     02/01/2001           2001              2          0.000        103.847          0.273          0.000          0.000           10.7            0.2           -0.0           -0.0           -0.0           -0.0           -0.0            0.0           0.000
     03/01/2001           2001              3          0.000        103.580          0.267          0.000          0.000           11.4            0.2           -0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     04/01/2001           2001              4          0.000        103.319          0.261          0.000          0.000           12.1            0.2           -0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     05/01/2001           2001              5          0.000        103.063          0.256          0.000          0.000           12.6            0.2            0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     06/01/2001           2001              6          0.000        102.813          0.250          0.000          0.000           13.0            0.2            0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     07/01/2001           2001              7          0.000        102.567          0.245          0.000          0.000           13.3            0.2            0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     08/01/2001           2001              8          0.000        102.326          0.241          0.000          0.000           13.6            0.2            0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     09/01/2001           2001              9          0.000        102.090          0.237          0.000          0.000           13.8            0.2            0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     10/01/2001           2001             10          0.000        101.857          0.232          0.000          0.000           14.1            0.2            0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     11/01/2001           2001             11          0.000        101.629          0.229          0.000          0.000           14.3            0.2            0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     12/01/2001           2001             12          0.000        101.404          0.225          0.000          0.000           14.6            0.2            0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     13/01/2001           2001             13          0.000        101.183          0.221          0.000          0.000           14.9            0.2            0.0            0.0           -0.0           -0.0           -0.0            0.0           0.000
     14/01/2001           2001             14          0.000        100.965          0.218          0.000          0.000           15.1            0.2            0.1            0.0           -0.0           -0.0           -0.0            0.0           0.000
     15/01/2001           2001             15          0.000        100.750          0.215          0.000          0.000           15.4            0.2            0.1            0.0           -0.0           -0.0           -0.0            0.0           0.000
     16/01/2001           2001             16          0.000        100.539          0.212          0.000          0.000           15.7            0.2            0.1            0.0            0.0           -0.0           -0.0            0.0           0.000
