ApsimVersion = 7.3
Title = Millet
           Date   millet.stage  millet1.stage  millet2.stage  millet3.stage  millet4.stage  millet5.stage millet.plant_status millet1.plant_status millet2.plant_status millet3.plant_status millet4.plant_status millet5.plant_status millet_biomass   millet_yield     millet_lai millet.biomass millet1.biomass millet2.biomass millet3.biomass millet4.biomass millet5.biomass   millet.yield  millet1.yield  millet2.yield  millet3.yield  millet4.yield  millet5.yield     millet.lai    millet1.lai    millet2.lai    millet3.lai    millet4.lai    millet5.lai
   (dd/mm/yyyy)             ()             ()             ()             ()             ()             ()                  ()                   ()                   ()                   ()                   ()                   ()             ()             ()             ()        (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)
     27/09/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     28/09/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     29/09/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     30/09/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     01/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     02/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     03/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     04/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     05/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     06/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     07/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     08/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     09/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     10/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     11/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     12/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     13/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     14/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     15/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     16/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     17/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     18/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     19/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     20/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     21/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     22/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     23/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     24/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     25/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     26/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     27/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     28/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     29/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     30/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     31/10/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     01/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     02/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     03/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     04/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     05/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     06/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     07/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     08/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     09/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     10/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     11/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     12/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     13/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     14/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     15/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     16/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     17/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     18/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     19/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     20/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     21/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     22/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     23/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     24/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     25/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     26/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     27/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     28/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     29/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     30/11/1941         12.000         12.000         12.000         12.000         12.000         12.000                 out                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     01/12/1941          1.999         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     02/12/1941          2.000         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     03/12/1941          2.601         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     04/12/1941          2.861         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.0             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.000          0.000          0.000          0.000          0.000          0.000
     05/12/1941          3.000         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          0.000          0.000          0.000            0.3             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.002          0.000          0.000          0.000          0.000          0.000
     06/12/1941          3.050         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          0.300          0.000          0.002            0.6             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.002          0.000          0.000          0.000          0.000          0.000
     07/12/1941          3.102         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          0.610          0.000          0.002            1.2             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.003          0.000          0.000          0.000          0.000          0.000
     08/12/1941          3.163         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          1.193          0.000          0.003            1.8             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.003          0.000          0.000          0.000          0.000          0.000
     09/12/1941          3.222         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          1.803          0.000          0.003            2.8             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.004          0.000          0.000          0.000          0.000          0.000
     10/12/1941          3.287         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          2.770          0.000          0.004            3.9             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.005          0.000          0.000          0.000          0.000          0.000
     11/12/1941          3.351         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          3.882          0.000          0.005            5.4             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.007          0.000          0.000          0.000          0.000          0.000
     12/12/1941          3.415         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          5.390          0.000          0.007            7.3             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.008          0.000          0.000          0.000          0.000          0.000
     13/12/1941          3.482         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          7.274          0.000          0.008            9.5             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.010          0.000          0.000          0.000          0.000          0.000
     14/12/1941          3.548         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out          9.518          0.000          0.010           12.5             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.013          0.000          0.000          0.000          0.000          0.000
     15/12/1941          3.615         12.000         12.000         12.000         12.000         12.000               alive                  out                  out                  out                  out                  out         12.480          0.000          0.013           16.4             0.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.017          0.000          0.000          0.000          0.000          0.000
     16/12/1941          3.683          3.000         12.000         12.000         12.000         12.000               alive                alive                  out                  out                  out                  out         16.355          0.000          0.017           21.3            25.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.021          0.002          0.000          0.000          0.000          0.000
     17/12/1941          3.757          3.040         12.000         12.000         12.000         12.000               alive                alive                  out                  out                  out                  out         46.269          0.000          0.023           26.7            25.0             0.0             0.0             0.0             0.0            0.0            0.0            0.0            0.0            0.0            0.0          0.027          0.002          0.000          0.000          0.000          0.000
