ApsimVersion = 7.4
Title = Wether Lucerne Supplement
          Date2           year dm_feed_on_offer() dm_feed_removed()            age      wt_change         weight            sex    past_intake         number cond_score_all past_intake_all supp_intake_all  fleece_wt_all fibre_diam_all        biomass          stage            lai
  (dd/mmm/yyyy)         (year)                 ()                ()            (d)         (kg/d)           (kg)             ()             ()             ()            (-)              ()              ()           (kg)           (um)        (kg/ha)             ()      (m^2/m^2)
    12/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/Sep/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    31/Oct/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/Nov/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    31/Dec/1941           1941              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    20/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    21/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    22/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    23/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    24/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    25/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    26/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    27/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    28/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    29/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    30/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    31/Jan/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    01/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    02/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    03/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    04/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    05/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    06/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    07/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    08/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    09/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    10/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    11/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    12/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    13/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    14/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    15/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    16/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    17/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    18/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
    19/Feb/1942           1942              0.036             0.000              ?              ?              ?              ?              ?              ?          0.000           0.000           0.000          0.000          0.000            0.0          7.225          0.000
