ApsimVersion = 7.4
Title = Effluent-irrigated Eucalypt Forest Block
           Date            esw            lai   adm_green(1)   adm_green(2)   adm_green(3)             fw             fn         plants          no3()          nh4()           cl()          drain    no3_leached     irrigation irrigation_no3
   (dd/mm/yyyy)           (mm)        (m2/m2)        (kg/ha)        (kg/ha)        (kg/ha)          (0-1)          (0-1)          (/ha)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)           (mm)        (kg/ha)
     26/02/1982         96.042          5.679        21700.8         6626.8         3292.7          1.000          0.998       1109.451           76.3            1.0         3196.1          0.000            0.0          0.000            0.0
     27/02/1982         94.308          5.676        21749.4         6638.6         3300.0          1.000          0.997       1109.444           75.2            0.7         3196.1          0.000            0.0          0.000            0.0
     28/02/1982         88.913          5.695        21850.8         6668.3         3315.3          1.000          0.999       1109.430           74.8            0.5         3196.1          0.000            0.0          0.000            0.0
     01/03/1982         88.276          5.682        21876.4         6672.2         3319.1          1.000          0.997       1109.426           73.6            0.4         3196.1          0.000            0.0          0.000            0.0
     02/03/1982         97.121          5.679        21923.2         6683.4         3326.1          1.000          1.000       1109.419           73.4            0.3         3196.1          0.000            0.0          0.000            0.0
     03/03/1982        110.598          5.676        21972.4         6695.3         3333.5          1.000          1.000       1109.412           72.8            0.2         3196.1          0.000            0.0          0.000            0.0
     04/03/1982        129.114          5.673        22020.2         6706.8         3340.7          1.000          0.999       1109.405           72.1            0.2         3196.1          0.000            0.0          0.000            0.0
     05/03/1982        152.009          5.679        22089.5         6725.5         3351.1          1.000          0.999       1109.395           71.2            0.2         3196.1          0.000            0.0          0.000            0.0
     06/03/1982        147.371          5.693        22171.9         6749.5         3363.6          1.000          0.998       1109.383           70.0            0.2         3196.1          0.000            0.0          0.000            0.0
     07/03/1982        142.714          5.707        22253.4         6773.3         3375.9          1.000          0.998       1109.371           68.6            0.2         3196.1          0.000            0.0          0.000            0.0
     08/03/1982        137.650          5.722        22333.8         6796.8         3388.1          1.000          0.998       1109.359           67.3            0.2         3196.1          0.000            0.0          0.000            0.0
     09/03/1982        133.831          5.735        22412.9         6819.6         3400.1          1.000          0.998       1109.347           66.1            0.2         3196.1          0.000            0.0          0.000            0.0
     10/03/1982        152.973          5.722        22439.0         6823.6         3403.9          1.000          0.998       1109.344           64.7            0.2         3196.1          0.000            0.0          0.000            0.0
     11/03/1982        156.233          5.720        22490.3         6836.2         3411.7          1.000          1.000       1109.336           64.3            0.2         3196.1          0.000            0.0          0.000            0.0
     12/03/1982        168.112          5.733        22576.2         6860.5         3424.6          1.000          1.000       1109.323           63.6            0.2         3196.1          0.000            0.0          0.000            0.0
     13/03/1982        163.242          5.749        22671.9         6888.1         3439.1          1.000          0.998       1109.309           62.2            0.2         3196.1          0.000            0.0          0.000            0.0
     14/03/1982        158.111          5.764        22756.5         6912.7         3451.9          1.000          0.997       1109.296           60.7            0.2         3196.1          0.000            0.0          0.000            0.0
     15/03/1982        153.975          5.778        22839.3         6936.5         3464.4          1.000          0.998       1109.284           59.3            0.2         3196.1          0.000            0.0          0.000            0.0
     16/03/1982        148.827          5.799        22944.1         6967.2         3480.3          1.000          0.998       1109.268           58.1            0.2         3196.1          0.000            0.0          0.000            0.0
     17/03/1982        143.901          5.818        23043.5         6996.0         3495.3          1.000          0.997       1109.253           56.5            0.2         3196.1          0.000            0.0          0.000            0.0
     18/03/1982        139.149          5.834        23138.0         7023.1         3509.6          1.000          0.997       1109.239           55.1            0.2         3196.1          0.000            0.0          0.000            0.0
     19/03/1982        135.856          5.841        23207.7         7041.7         3520.1          1.000          0.998       1109.228           53.8            0.2         3196.1          0.000            0.0          0.000            0.0
     20/03/1982        130.788          5.859        23306.7         7070.3         3535.1          1.000          0.999       1109.213           52.9            0.2         3196.1          0.000            0.0          0.000            0.0
     21/03/1982        126.502          5.875        23399.9         7096.9         3549.2          1.000          0.997       1109.198           51.5            0.2         3196.1          0.000            0.0          0.000            0.0
     22/03/1982        121.282          5.894        23500.6         7126.1         3564.5          1.000          0.998       1109.183           50.3            0.2         3196.1          0.000            0.0          0.000            0.0
     23/03/1982        116.035          5.913        23601.6         7155.3         3579.7          1.000          0.997       1109.167           48.9            0.2         3196.1          0.000            0.0          0.000            0.0
     24/03/1982        111.233          5.930        23697.1         7182.6         3594.2          1.000          0.997       1109.152           47.5            0.2         3196.1          0.000            0.0          0.000            0.0
     25/03/1982        106.210          5.947        23792.9         7210.0         3608.7          1.000          0.998       1109.137           46.3            0.2         3196.1          0.000            0.0          0.000            0.0
     26/03/1982        100.890          5.964        23890.6         7238.0         3623.4          1.000          0.998       1109.122           45.0            0.2         3196.1          0.000            0.0          0.000            0.0
     27/03/1982         95.545          5.981        23986.3         7265.3         3637.9          1.000          0.997       1109.106           43.6            0.2         3196.1          0.000            0.0          0.000            0.0
     28/03/1982         90.152          5.997        24081.0         7292.5         3652.2          1.000          0.998       1109.091           42.3            0.1         3196.1          0.000            0.0          0.000            0.0
     29/03/1982        117.087          6.013        24174.3         7319.0         3666.3          1.000          0.998       1109.077           44.5            2.6         3289.2          0.000            0.0         31.039            3.1
     30/03/1982        112.526          6.027        24266.2         7344.9         3680.2          1.000          0.998       1109.062           43.9            1.8         3289.2          0.000            0.0          0.000            0.0
     31/03/1982        111.593          6.017        24295.7         7349.7         3684.6          1.000          0.998       1109.057           43.2            1.2         3289.2          0.000            0.0          0.000            0.0
     01/04/1982        129.792          6.023        24367.9         7369.0         3695.5          1.000          1.000       1109.046           43.0            0.9         3289.2          0.000            0.0          0.000            0.0
     02/04/1982        125.652          6.035        24453.7         7392.9         3708.4          1.000          0.999       1109.032           42.4            0.5         3289.2          0.000            0.0          0.000            0.0
     03/04/1982        121.031          6.048        24541.1         7417.3         3721.6          1.000          0.998       1109.018           41.4            0.3         3289.2          0.000            0.0          0.000            0.0
     04/04/1982        117.070          6.059        24622.5         7439.6         3733.9          1.000          0.998       1109.004           40.2            0.3         3289.2          0.000            0.0          0.000            0.0
     05/04/1982        113.826          6.064        24691.9         7457.9         3744.4          1.000          0.998       1108.993           39.1            0.3         3289.2          0.000            0.0          0.000            0.0
     06/04/1982        114.969          6.073        24771.3         7479.5         3756.3          1.000          0.999       1108.980           38.2            0.2         3289.2          0.000            0.0          0.000            0.0
     07/04/1982        110.400          6.089        24865.5         7506.1         3770.6          1.000          0.998       1108.965           37.1            0.3         3289.2          0.000            0.0          0.000            0.0
     08/04/1982        105.813          6.103        24957.6         7532.0         3784.5          1.000          0.998       1108.949           35.8            0.3         3289.2          0.000            0.0          0.000            0.0
     09/04/1982        101.787          6.116        25047.1         7557.0         3798.0          1.000          0.998       1108.935           34.6            0.3         3289.2          0.000            0.0          0.000            0.0
     10/04/1982         97.180          6.132        25143.1         7584.2         3812.5          1.000          0.998       1108.919           33.4            0.3         3289.2          0.000            0.0          0.000            0.0
     11/04/1982         92.814          6.147        25235.8         7610.3         3826.5          1.000          0.998       1108.903           32.1            0.3         3289.2          0.000            0.0          0.000            0.0
     12/04/1982         88.430          6.159        25325.2         7635.1         3840.0          1.000          0.998       1108.888           30.8            0.3         3289.2          0.000            0.0          0.000            0.0
     13/04/1982         84.164          6.172        25414.4         7660.0         3853.5          1.000          0.998       1108.873           29.7            0.3         3289.2          0.000            0.0          0.000            0.0
     14/04/1982         79.409          6.186        25507.0         7685.9         3867.5          1.000          0.998       1108.858           28.5            0.3         3289.2          0.000            0.0          0.000            0.0
     15/04/1982         74.602          6.200        25598.5         7711.5         3881.3          1.000          0.998       1108.842           27.3            0.2         3289.2          0.000            0.0          0.000            0.0
     16/04/1982         70.104          6.213        25689.4         7736.8         3895.0          1.000          0.998       1108.827           26.1            0.2         3289.2          0.000            0.0          0.000            0.0
     17/04/1982         65.605          6.223        25771.0         7758.9         3907.3          0.922          0.998       1108.813           25.0            0.2         3289.2          0.000            0.0          0.000            0.0
     18/04/1982         95.435          6.230        25847.3         7779.2         3918.8          1.000          0.998       1108.800           27.7            2.8         3386.9          0.000            0.0         32.574            3.3
     19/04/1982         90.833          6.242        25936.4         7803.9         3932.3          1.000          0.999       1108.785           27.5            1.9         3386.9          0.000            0.0          0.000            0.0
     20/04/1982         86.272          6.254        26024.3         7828.1         3945.6          1.000          0.998       1108.770           26.8            1.3         3386.9          0.000            0.0          0.000            0.0
     21/04/1982         81.776          6.266        26111.7         7852.1         3958.8          1.000          0.998       1108.755           26.1            0.9         3386.9          0.000            0.0          0.000            0.0
     22/04/1982         77.384          6.278        26200.9         7876.8         3972.2          1.000          0.998       1108.739           25.2            0.6         3386.9          0.000            0.0          0.000            0.0
     23/04/1982         72.998          6.290        26290.0         7901.4         3985.7          1.000          0.998       1108.724           24.3            0.5         3386.9          0.000            0.0          0.000            0.0
     24/04/1982         68.630          6.302        26376.4         7925.3         3998.7          1.000          0.998       1108.709           23.3            0.3         3386.9          0.000            0.0          0.000            0.0
     25/04/1982         64.051          6.309        26453.0         7945.5         4010.3          0.915          0.998       1108.695           22.2            0.3         3386.9          0.000            0.0          0.000            0.0
     26/04/1982         59.758          6.313        26523.1         7963.6         4020.8          0.869          0.999       1108.683           21.3            0.3         3386.9          0.000            0.0          0.000            0.0
     27/04/1982         58.551          6.312        26579.0         7977.0         4029.2          1.000          0.999       1108.673           20.5            0.3         3386.9          0.000            0.0          0.000            0.0
     28/04/1982         56.768          6.315        26624.6         7988.9         4036.1          1.000          0.999       1108.665           20.1            0.3         3386.9          0.000            0.0          0.000            0.0
     29/04/1982         85.456          6.320        26670.9         8001.4         4043.0          1.000          0.999       1108.657           23.1            2.9         3479.5          0.000            0.0         30.878            3.1
     30/04/1982         83.712          6.323        26711.8         8012.2         4049.2          1.000          0.999       1108.650           23.1            2.3         3479.5          0.000            0.0          0.000            0.0
     01/05/1982         80.796          6.329        26765.9         8027.0         4057.4          1.000          0.999       1108.640           23.0            1.9         3479.5          0.000            0.0          0.000            0.0
     02/05/1982         77.500          6.336        26829.0         8044.1         4066.9          1.000          0.999       1108.629           22.6            1.5         3479.5          0.000            0.0          0.000            0.0
     03/05/1982         73.960          6.343        26898.0         8062.5         4077.3          1.000          0.999       1108.617           22.1            1.2         3479.5          0.000            0.0          0.000            0.0
     04/05/1982         69.994          6.351        26978.5         8084.0         4089.4          1.000          0.999       1108.602           21.5            0.9         3479.5          0.000            0.0          0.000            0.0
     05/05/1982         65.970          6.360        27061.8         8106.5         4102.0          1.000          0.998       1108.588           20.7            0.6         3479.5          0.000            0.0          0.000            0.0
     06/05/1982         70.174          6.364        27123.3         8122.4         4111.2          1.000          0.998       1108.577           19.8            0.4         3479.5          0.000            0.0          0.000            0.0
     07/05/1982         66.420          6.372        27192.9         8141.2         4121.7          1.000          0.999       1108.564           19.2            0.3         3479.5          0.000            0.0          0.000            0.0
     08/05/1982         62.855          6.380        27259.9         8159.3         4131.8          1.000          0.999       1108.552           18.4            0.3         3479.5          0.000            0.0          0.000            0.0
     09/05/1982         59.995          6.385        27317.5         8174.7         4140.5          1.000          0.999       1108.542           17.6            0.3         3479.5          0.000            0.0          0.000            0.0
     10/05/1982         57.249          6.390        27369.7         8188.7         4148.4          1.000          0.999       1108.532           17.0            0.3         3479.5          0.000            0.0          0.000            0.0
     11/05/1982         54.260          6.396        27424.3         8203.4         4156.6          1.000          0.999       1108.522           16.4            0.3         3479.5          0.000            0.0          0.000            0.0
     12/05/1982         51.977          6.400        27470.6         8215.7         4163.6          1.000          0.999       1108.514           15.8            0.3         3479.5          0.000            0.0          0.000            0.0
     13/05/1982         49.529          6.403        27516.5         8227.9         4170.5          1.000          0.999       1108.505           15.3            0.3         3479.5          0.000            0.0          0.000            0.0
     14/05/1982         76.228          6.409        27578.2         8244.3         4179.8          1.000          0.999       1108.494           18.3            2.7         3570.5          0.000            0.0         30.321            3.0
     15/05/1982         72.711          6.415        27650.1         8263.2         4190.6          1.000          0.999       1108.481           18.0            2.1         3570.5          0.000            0.0          0.000            0.0
     16/05/1982         69.247          6.421        27712.3         8279.7         4200.0          1.000          0.999       1108.470           17.6            1.6         3570.5          0.000            0.0          0.000            0.0
     17/05/1982         65.645          6.426        27777.5         8296.7         4209.8          1.000          0.999       1108.458           17.2            1.2         3570.5          0.000            0.0          0.000            0.0
     18/05/1982         62.143          6.431        27847.8         8315.0         4220.4          1.000          0.999       1108.445           16.8            0.9         3570.5          0.000            0.0          0.000            0.0
     19/05/1982         58.157          6.437        27920.0         8334.0         4231.3          1.000          0.999       1108.431           16.2            0.7         3570.5          0.000            0.0          0.000            0.0
     20/05/1982         54.191          6.444        27993.5         8353.4         4242.4          1.000          0.999       1108.418           15.5            0.5         3570.5          0.000            0.0          0.000            0.0
     21/05/1982         52.543          6.445        28031.6         8362.9         4248.1          1.000          0.999       1108.411           14.8            0.5         3570.5          0.000            0.0          0.000            0.0
     22/05/1982         51.400          6.444        28058.8         8369.6         4252.2          1.000          0.999       1108.406           14.5            0.5         3570.5          0.000            0.0          0.000            0.0
     23/05/1982         50.212          6.444        28080.0         8375.0         4255.3          1.000          1.000       1108.402           14.3            0.5         3570.5          0.000            0.0          0.000            0.0
     24/05/1982         47.955          6.446        28117.2         8384.6         4261.0          1.000          1.000       1108.395           14.2            0.5         3570.5          0.000            0.0          0.000            0.0
     25/05/1982         45.015          6.449        28173.6         8398.9         4269.4          1.000          0.999       1108.384           13.8            0.4         3570.5          0.000            0.0          0.000            0.0
     26/05/1982         72.229          6.451        28235.3         8414.5         4278.7          1.000          0.999       1108.373           16.7            2.7         3661.4          0.000            0.0         30.312            3.0
     27/05/1982         68.991          6.454        28299.0         8430.5         4288.3          1.000          0.999       1108.361           16.5            2.1         3661.4          0.000            0.0          0.000            0.0
     28/05/1982         67.271          6.447        28335.2         8437.5         4293.7          1.000          0.999       1108.354           16.2            1.6         3661.4          0.000            0.0          0.000            0.0
     29/05/1982         65.415          6.440        28379.4         8446.5         4300.3          1.000          1.000       1108.346           16.3            1.1         3661.4          0.000            0.0          0.000            0.0
     30/05/1982         80.999          6.428        28400.2         8448.7         4303.3          1.000          1.000       1108.342           16.1            0.9         3661.4          0.000            0.0          0.000            0.0
     31/05/1982         79.464          6.428        28442.4         8458.7         4309.6          1.000          1.000       1108.334           16.1            0.6         3661.4          0.000            0.0          0.000            0.0
     01/06/1982         78.598          6.426        28462.3         8463.4         4312.6          1.000          1.000       1108.330           15.9            0.6         3661.4          0.000            0.0          0.000            0.0
     02/06/1982         77.830          6.424        28476.8         8466.8         4314.8          1.000          1.000       1108.327           15.8            0.5         3661.4          0.000            0.0          0.000            0.0
     03/06/1982         76.406          6.425        28503.9         8473.6         4318.9          1.000          1.000       1108.322           15.7            0.5         3661.4          0.000            0.0          0.000            0.0
     04/06/1982         74.682          6.425        28535.8         8481.6         4323.7          1.000          1.000       1108.316           15.5            0.4         3661.4          0.000            0.0          0.000            0.0
     05/06/1982         72.740          6.426        28572.3         8490.7         4329.1          1.000          0.999       1108.309           15.2            0.3         3661.4          0.000            0.0          0.000            0.0
     06/06/1982         70.888          6.426        28609.3         8499.8         4334.7          1.000          0.999       1108.302           14.8            0.3         3661.4          0.000            0.0          0.000            0.0
     07/06/1982         68.641          6.428        28655.1         8511.3         4341.6          1.000          0.999       1108.294           14.4            0.2         3661.4          0.000            0.0          0.000            0.0
     08/06/1982         66.434          6.429        28697.8         8522.1         4348.0          1.000          0.999       1108.286           14.0            0.2         3661.4          0.000            0.0          0.000            0.0
     09/06/1982         64.372          6.430        28735.7         8531.6         4353.7          1.000          0.999       1108.278           13.5            0.2         3661.4          0.000            0.0          0.000            0.0
     10/06/1982         62.228          6.431        28777.2         8541.8         4359.9          1.000          0.999       1108.270           13.1            0.2         3661.4          0.000            0.0          0.000            0.0
     11/06/1982         59.939          6.431        28822.9         8553.1         4366.8          1.000          0.999       1108.262           12.7            0.2         3661.4          0.000            0.0          0.000            0.0
     12/06/1982         59.964          6.428        28852.9         8559.5         4371.3          1.000          0.999       1108.256           12.2            0.2         3661.4          0.000            0.0          0.000            0.0
     13/06/1982         59.294          6.424        28870.3         8562.9         4373.9          1.000          1.000       1108.253           12.0            0.2         3661.4          0.000            0.0          0.000            0.0
     14/06/1982         61.212          6.418        28877.4         8563.5         4374.9          1.000          1.000       1108.251           11.9            0.3         3661.4          0.000            0.0          0.000            0.0
     15/06/1982         59.837          6.417        28904.1         8569.9         4378.9          1.000          1.000       1108.246           11.9            0.2         3661.4          0.000            0.0          0.000            0.0
     16/06/1982         58.142          6.418        28940.2         8578.9         4384.3          1.000          1.000       1108.239           11.7            0.2         3661.4          0.000            0.0          0.000            0.0
     17/06/1982         56.661          6.418        28967.7         8585.7         4388.5          1.000          0.999       1108.234           11.3            0.2         3661.4          0.000            0.0          0.000            0.0
     18/06/1982         55.562          6.417        28988.0         8590.6         4391.5          1.000          1.000       1108.230           11.1            0.2         3661.4          0.000            0.0          0.000            0.0
     19/06/1982         54.305          6.417        29010.4         8596.2         4394.9          1.000          1.000       1108.226           10.9            0.2         3661.4          0.000            0.0          0.000            0.0
     20/06/1982         52.957          6.417        29032.7         8601.7         4398.2          1.000          1.000       1108.221           10.7            0.2         3661.4          0.000            0.0          0.000            0.0
     21/06/1982         52.194          6.414        29048.8         8605.3         4400.6          1.000          1.000       1108.218           10.5            0.3         3661.4          0.000            0.0          0.000            0.0
     22/06/1982         51.508          6.412        29064.0         8608.7         4402.9          1.000          1.000       1108.215           10.4            0.3         3661.4          0.000            0.0          0.000            0.0
     23/06/1982         50.844          6.411        29072.8         8610.8         4404.2          1.000          1.000       1108.214           10.3            0.3         3661.4          0.000            0.0          0.000            0.0
     24/06/1982         50.035          6.410        29086.8         8614.1         4406.3          1.000          1.000       1108.211           10.3            0.3         3661.4          0.000            0.0          0.000            0.0
     25/06/1982         49.089          6.409        29102.8         8618.0         4408.7          1.000          1.000       1108.208           10.1            0.3         3661.4          0.000            0.0          0.000            0.0
     26/06/1982         47.631          6.409        29126.6         8624.0         4412.3          1.000          1.000       1108.203           10.0            0.3         3661.4          0.000            0.0          0.000            0.0
     27/06/1982         46.264          6.409        29149.6         8629.7         4415.8          1.000          1.000       1108.199            9.8            0.3         3661.4          0.000            0.0          0.000            0.0
     28/06/1982         45.312          6.408        29163.8         8633.2         4417.9          1.000          1.000       1108.196            9.6            0.3         3661.4          0.000            0.0          0.000            0.0
     29/06/1982         43.784          6.408        29189.0         8639.6         4421.7          1.000          1.000       1108.191            9.5            0.2         3661.4          0.000            0.0          0.000            0.0
     30/06/1982         42.421          6.408        29209.3         8644.7         4424.7          1.000          1.000       1108.187            9.2            0.2         3661.4          0.000            0.0          0.000            0.0
     01/07/1982         72.093          6.408        29233.9         8650.9         4428.4          1.000          1.000       1108.183           12.5            2.9         3754.9          0.000            0.0         31.148            3.1
     02/07/1982         71.036          6.407        29251.2         8655.1         4431.0          1.000          1.000       1108.179           12.5            2.6         3754.9          0.000            0.0          0.000            0.0
     03/07/1982         69.938          6.406        29273.3         8660.4         4434.3          1.000          1.000       1108.175           12.7            2.3         3754.9          0.000            0.0          0.000            0.0
     04/07/1982         68.645          6.406        29297.1         8666.3         4437.9          1.000          1.000       1108.170           12.7            2.1         3754.9          0.000            0.0          0.000            0.0
     05/07/1982         67.584          6.406        29315.2         8670.8         4440.6          1.000          1.000       1108.167           12.6            1.9         3754.9          0.000            0.0          0.000            0.0
     06/07/1982         66.486          6.405        29332.0         8674.9         4443.2          1.000          1.000       1108.164           12.7            1.7         3754.9          0.000            0.0          0.000            0.0
     07/07/1982         65.101          6.405        29353.2         8680.3         4446.3          1.000          1.000       1108.159           12.7            1.5         3754.9          0.000            0.0          0.000            0.0
     08/07/1982         63.798          6.405        29375.0         8685.7         4449.6          1.000          1.000       1108.155           12.6            1.4         3754.9          0.000            0.0          0.000            0.0
     09/07/1982         62.438          6.405        29399.4         8691.8         4453.3          1.000          1.000       1108.151           12.5            1.3         3754.9          0.000            0.0          0.000            0.0
     10/07/1982         61.125          6.405        29421.3         8697.3         4456.6          1.000          1.000       1108.146           12.4            1.1         3754.9          0.000            0.0          0.000            0.0
     11/07/1982         59.424          6.406        29448.8         8704.3         4460.7          1.000          1.000       1108.141           12.3            1.0         3754.9          0.000            0.0          0.000            0.0
     12/07/1982         57.617          6.406        29478.9         8711.8         4465.2          1.000          1.000       1108.135           12.1            0.9         3754.9          0.000            0.0          0.000            0.0
     13/07/1982         57.251          6.400        29488.6         8712.7         4466.7          1.000          1.000       1108.133           11.9            0.8         3754.9          0.000            0.0          0.000            0.0
     14/07/1982         59.859          6.392        29499.8         8713.8         4468.3          1.000          1.000       1108.131           11.9            0.7         3754.9          0.000            0.0          0.000            0.0
     15/07/1982         65.107          6.387        29519.4         8717.2         4471.2          1.000          1.000       1108.127           11.9            0.6         3754.9          0.000            0.0          0.000            0.0
     16/07/1982         63.671          6.386        29551.7         8725.0         4476.0          1.000          1.000       1108.121           11.9            0.4         3754.9          0.000            0.0          0.000            0.0
     17/07/1982         62.042          6.387        29584.4         8733.1         4481.0          1.000          1.000       1108.114           11.7            0.4         3754.9          0.000            0.0          0.000            0.0
     18/07/1982         60.693          6.386        29611.4         8739.6         4485.0          1.000          1.000       1108.109           11.4            0.3         3754.9          0.000            0.0          0.000            0.0
     19/07/1982         63.580          6.384        29633.7         8744.5         4488.3          1.000          1.000       1108.105           11.2            0.2         3754.9          0.000            0.0          0.000            0.0
     20/07/1982         62.846          6.382        29644.8         8747.1         4490.0          1.000          1.000       1108.102           11.0            0.2         3754.9          0.000            0.0          0.000            0.0
     21/07/1982         61.445          6.382        29669.5         8753.3         4493.7          1.000          1.000       1108.098           10.9            0.2         3754.9          0.000            0.0          0.000            0.0
     22/07/1982         60.288          6.380        29696.6         8759.3         4497.8          1.000          1.000       1108.092           10.6            0.2         3754.9          0.000            0.0          0.000            0.0
     23/07/1982         58.178          6.380        29740.8         8770.0         4504.4          1.000          1.000       1108.084           10.2            0.2         3754.9          0.000            0.0          0.000            0.0
     24/07/1982         57.493          6.375        29764.7         8774.4         4508.0          1.000          0.999       1108.079            9.7            0.2         3754.9          0.000            0.0          0.000            0.0
     25/07/1982         55.968          6.375        29792.7         8781.3         4512.2          1.000          1.000       1108.073            9.5            0.2         3754.9          0.000            0.0          0.000            0.0
     26/07/1982         54.307          6.376        29823.0         8789.1         4516.7          1.000          1.000       1108.067            9.3            0.2         3754.9          0.000            0.0          0.000            0.0
     27/07/1982         52.579          6.377        29852.2         8796.6         4521.1          1.000          0.999       1108.062            8.9            0.2         3754.9          0.000            0.0          0.000            0.0
     28/07/1982         50.667          6.380        29888.1         8805.9         4526.5          1.000          0.999       1108.054            8.6            0.2         3754.9          0.000            0.0          0.000            0.0
     29/07/1982         49.071          6.381        29916.6         8813.3         4530.8          1.000          0.999       1108.049            8.2            0.2         3754.9          0.000            0.0          0.000            0.0
     30/07/1982         48.322          6.380        29927.3         8815.9         4532.4          1.000          0.999       1108.047            7.9            0.3         3754.9          0.000            0.0          0.000            0.0
     31/07/1982         47.343          6.380        29945.6         8820.5         4535.1          1.000          1.000       1108.043            7.9            0.3         3754.9          0.000            0.0          0.000            0.0
     01/08/1982         45.962          6.380        29969.9         8826.7         4538.8          1.000          1.000       1108.038            7.7            0.3         3754.9          0.000            0.0          0.000            0.0
     02/08/1982         43.855          6.383        30004.2         8835.7         4544.0          1.000          1.000       1108.031            7.4            0.3         3754.9          0.000            0.0          0.000            0.0
     03/08/1982         41.024          6.387        30052.5         8848.3         4551.2          1.000          0.999       1108.022            7.0            0.2         3754.9          0.000            0.0          0.000            0.0
     04/08/1982         68.684          6.391        30110.2         8863.3         4559.9          1.000          0.999       1108.010            9.9            2.7         3846.8          0.000            0.0         30.630            3.1
     05/08/1982         66.021          6.394        30162.9         8876.6         4567.8          1.000          0.999       1108.000            9.6            2.2         3846.8          0.000            0.0          0.000            0.0
     06/08/1982         63.537          6.397        30221.3         8891.4         4576.6          1.000          0.999       1107.988            9.4            1.7         3846.8          0.000            0.0          0.000            0.0
     07/08/1982         60.970          6.402        30274.5         8905.3         4584.6          1.000          0.999       1107.977            9.0            1.4         3846.8          0.000            0.0          0.000            0.0
     08/08/1982         58.262          6.406        30322.7         8917.9         4591.9          1.000          0.999       1107.968            8.6            1.2         3846.8          0.000            0.0          0.000            0.0
     09/08/1982         55.189          6.411        30381.6         8933.3         4600.8          1.000          0.999       1107.956            8.2            0.9         3846.8          0.000            0.0          0.000            0.0
     10/08/1982         52.256          6.416        30439.3         8948.4         4609.5          1.000          0.999       1107.944            7.7            0.8         3846.8          0.000            0.0          0.000            0.0
     11/08/1982         49.654          6.420        30491.8         8961.9         4617.3          1.000          0.999       1107.934            7.1            0.6         3846.8          0.000            0.0          0.000            0.0
     12/08/1982         46.017          6.428        30564.5         8981.1         4628.3          1.000          0.999       1107.919            6.6            0.5         3846.8          0.000            0.0          0.000            0.0
     13/08/1982         42.767          6.434        30624.3         8997.1         4637.3          1.000          0.999       1107.907            5.9            0.4         3846.8          0.000            0.0          0.000            0.0
     14/08/1982         39.792          6.440        30678.9         9011.6         4645.5          1.000          0.999       1107.896            5.2            0.4         3846.8          0.000            0.0          0.000            0.0
     15/08/1982         36.722          6.442        30728.4         9024.2         4653.0          0.902          0.999       1107.885            4.6            0.4         3846.8          0.000            0.0          0.000            0.0
     16/08/1982         67.266          6.440        30771.7         9033.9         4659.4          1.000          0.999       1107.877            7.8            2.9         3943.4          0.000            0.0         32.209            3.2
     17/08/1982         72.125          6.442        30818.4         9045.5         4666.5          1.000          1.000       1107.867            7.8            2.4         3943.4          0.000            0.0          0.000            0.0
     18/08/1982         69.597          6.446        30871.9         9059.3         4674.5          1.000          0.999       1107.856            7.6            2.0         3943.4          0.000            0.0          0.000            0.0
     19/08/1982         66.729          6.452        30932.6         9075.3         4683.7          1.000          0.999       1107.844            7.3            1.6         3943.4          0.000            0.0          0.000            0.0
     20/08/1982         63.949          6.457        30990.6         9090.6         4692.4          1.000          0.999       1107.832            6.8            1.3         3943.4          0.000            0.0          0.000            0.0
     21/08/1982         60.900          6.464        31051.4         9106.7         4701.6          1.000          0.999       1107.819            6.3            1.1         3943.4          0.000            0.0          0.000            0.0
     22/08/1982         57.977          6.470        31110.8         9122.6         4710.5          1.000          0.999       1107.807            5.8            0.9         3943.4          0.000            0.0          0.000            0.0
     23/08/1982         54.802          6.477        31171.8         9138.9         4719.7          1.000          0.999       1107.795            5.2            0.7         3943.4          0.000            0.0          0.000            0.0
     24/08/1982         51.519          6.485        31239.3         9157.0         4729.9          1.000          0.999       1107.781            4.6            0.6         3943.4          0.000            0.0          0.000            0.0
     25/08/1982         47.836          6.494        31308.0         9175.5         4740.2          1.000          0.999       1107.766            4.0            0.5         3943.4          0.000            0.0          0.000            0.0
     26/08/1982         44.087          6.499        31371.0         9192.0         4749.7          0.897          0.998       1107.753            4.0            0.5         3943.4          0.000            0.0          0.000            0.0
     27/08/1982         40.587          6.502        31432.6         9207.2         4759.0          0.799          0.997       1107.740            4.0            0.5         3943.4          0.000            0.0          0.000            0.0
     28/08/1982         37.328          6.502        31488.6         9220.6         4767.4          0.743          0.996       1107.729            4.0            0.4         3943.4          0.000            0.0          0.000            0.0
     29/08/1982         34.306          6.502        31541.8         9233.2         4775.3          0.737          0.996       1107.718            4.0            0.4         3943.4          0.000            0.0          0.000            0.0
     30/08/1982         62.731          6.513        31625.3         9255.7         4787.9          1.000          0.995       1107.700            4.6            3.0         4041.6          0.000            0.0         32.751            3.3
