ApsimVersion = 7.7
Title = Paddy Transplated Rotation Output
           Date           year      crop_type DaysAfterSowing Rice.DaysAfterSowing        cropsta           wagt            wso           rlai            zrt         ldstrs         lestrs         lrstrs           ancr          irrig    evap_amount        biomass          yield     TopsTotalN            esw N_avail_4_rice          NO3()   surfaceom_wt    water_table
   (dd/mm/yyyy)         (year)             ()              ()                  (d)             ()        (kg/ha)        (kg/ha)             ()            (m)             ()             ()             ()        (kg/ha)             ()             ()             ()             ()             ()           (mm)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)
     01/10/1988           1988           rice               ?                   63              4         3051.4          145.4          2.708          0.400          1.000          0.649          1.000           28.0         35.364        305.244              ?              ?              ?        340.669            0.7            5.7            0.0        863.095
     02/10/1988           1988           rice               ?                   64              4         3210.2          193.6          2.717          0.400          1.000          0.662          1.000           28.7         35.364        306.790              ?              ?              ?        340.609            0.7            5.7            0.0        888.835
     03/10/1988           1988           rice               ?                   65              4         3368.9          248.5          2.715          0.400          1.000          0.752          1.000           29.3         35.364        308.283              ?              ?              ?        344.491            0.6            5.7            0.0        900.000
     04/10/1988           1988           rice               ?                   66              4         3524.0          308.5          2.702          0.400          1.000          0.688          1.000           29.9         35.364        309.785              ?              ?              ?        339.748            0.6            5.8            0.0        933.044
     05/10/1988           1988           rice               ?                   67              4         3684.6          377.3          2.681          0.400          1.000          0.623          1.000           30.5         35.364        311.419              ?              ?              ?        332.637            0.6            5.8            0.0        933.044
     06/10/1988           1988           rice               ?                   68              4         3847.8          453.7          2.650          0.400          1.000          0.578          1.000           31.3         35.364        312.922              ?              ?              ?        325.919            0.6            5.8            0.0        974.473
     07/10/1988           1988           rice               ?                   69              4         4010.0          536.7          2.609          0.400          1.000          0.550          1.000           32.1         35.364        314.151              ?              ?              ?        319.742            0.6            5.8            0.0       1010.435
     08/10/1988           1988           rice               ?                   70              4         4181.2          631.2          2.558          0.400          1.000          0.487          0.939           33.0         35.364        315.885              ?              ?              ?        310.413            0.6            5.8            0.0       1042.771
     09/10/1988           1988           rice               ?                   71              4         4357.6          735.5          2.499          0.400          1.000          0.643          1.000           33.9         35.364        317.870              ?              ?              ?        321.518            0.6            5.8            0.0       1072.169
     10/10/1988           1988           rice               ?                   72              4         4515.8          863.4          2.439          0.400          1.000          0.566          1.000           34.8         55.696        319.840              ?              ?              ?        312.353            0.6            5.8            0.0       1099.416
     11/10/1988           1988           rice               ?                   73              4         4650.8          982.7          2.378          0.400          1.000          0.500          0.984           35.7         55.696        321.807              ?              ?              ?        304.832            0.7            5.8            0.0       1125.214
     12/10/1988           1988           rice               ?                   74              4         4778.7         1102.5          2.317          0.400          1.000          0.637          1.000           36.6         55.696        322.894              ?              ?              ?        313.925            0.7            5.8            0.0       1149.576
     13/10/1988           1988           rice               ?                   75              4         4900.1         1222.3          2.257          0.400          1.000          0.566          1.000           37.5         73.618        324.808              ?              ?              ?        307.304            0.7            5.8            0.0       1172.763
     14/10/1988           1988           rice               ?                   76              4         5021.4         1347.0          2.197          0.400          1.000          0.713          1.000           38.4         73.618        326.251              ?              ?              ?        314.956            0.6            5.7            0.0       1194.700
     15/10/1988           1988           rice               ?                   77              4         5131.9         1467.0          2.138          0.400          1.000          0.613          1.000           39.2         73.618        328.081              ?              ?              ?        307.331            0.7            5.7            0.0       1200.000
     16/10/1988           1988           rice               ?                   78              4         5238.3         1587.5          2.080          0.400          1.000          0.552          1.000           40.1         73.618        329.762              ?              ?              ?        300.588            0.7            5.7            0.0       1233.261
     17/10/1988           1988           rice               ?                   79              4         5337.1         1704.3          2.022          0.400          1.000          0.494          0.986           40.9         73.618        330.914              ?              ?              ?        293.673            0.6            5.7            0.0       1258.345
     18/10/1988           1988           rice               ?                   80              4         5428.6         1817.1          1.965          0.400          1.000          0.638          1.000           41.7         73.618        332.456              ?              ?              ?        304.401            0.7            5.7            0.0       1258.345
     19/10/1988           1988           rice               ?                   81              4         5529.7         1939.6          1.909          0.400          1.000          0.582          1.000           42.5         90.818        333.909              ?              ?              ?        298.557            0.6            5.7            0.0       1286.377
     20/10/1988           1988           rice               ?                   82              4         5624.5         2053.6          1.854          0.400          1.000          0.896          1.000           43.1         90.818        335.238              ?              ?              ?        337.556            0.4            5.8            0.0       1310.540
     21/10/1988           1988           rice               ?                   83              4         5714.4         2160.7          1.799          0.400          1.000          0.901          1.000           43.7         90.818        336.648              ?              ?              ?        330.517            0.5            5.8            0.0       1331.496
     22/10/1988           1988           rice               ?                   84              4         5805.1         2267.0          1.745          0.400          1.000          0.795          1.000           44.3         90.818        338.308              ?              ?              ?        323.020            0.5            5.8            0.0       1349.789
     23/10/1988           1988           rice               ?                   85              4         5888.0         2363.9          1.692          0.400          1.000          0.709          1.000           45.0         90.818        339.816              ?              ?              ?        315.891            0.5            5.9            0.0       1365.883
     24/10/1988           1988           rice               ?                   86              4         5968.6         2457.1          1.639          0.400          1.000          0.646          1.000           45.7         90.818        341.561              ?              ?              ?        309.104            0.6            5.9            0.0       1380.178
     25/10/1988           1988           rice               ?                   87              4         6046.7         2546.5          1.588          0.400          1.000          0.601          1.000           46.4         90.818        342.820              ?              ?              ?        302.951            0.6            5.9            0.0       1393.057
     26/10/1988           1988           rice               ?                   88              4         6120.9         2630.9          1.537          0.400          1.000          0.562          1.000           47.1         90.818        343.606              ?              ?              ?        297.156            0.6            5.9            0.0       1404.879
     27/10/1988           1988           rice               ?                   89              4         6191.9         2711.2          1.488          0.400          1.000          0.526          0.992           47.8         90.818        344.271              ?              ?              ?        291.414            0.6            5.9            0.0       1415.955
     28/10/1988           1988           rice               ?                   90              4         6260.2         2787.7          1.439          0.400          1.000          0.490          0.957           48.6         90.818        344.858              ?              ?              ?        285.886            0.6            5.9            0.0       1426.549
     29/10/1988           1988           rice               ?                   91              4         6327.9         2862.8          1.392          0.400          1.000          0.641          1.000           49.3         90.818        345.389              ?              ?              ?        297.199            0.6            5.9            0.0       1436.809
     30/10/1988           1988           rice               ?                   92              4         6391.4         2933.0          1.345          0.400          1.000          0.586          1.000           50.0        108.743        347.209              ?              ?              ?        290.745            0.6            5.9            0.0       1446.838
     31/10/1988           1988           rice               ?                   93              4         6452.5         3000.1          1.300          0.400          1.000          0.538          1.000           50.8        108.743        349.022              ?              ?              ?        285.023            0.6            5.9            0.0       1456.717
     01/11/1988           1988           rice               ?                   94              4         6512.6         3065.6          1.255          0.400          1.000          0.489          0.975           51.5        108.743        350.252              ?              ?              ?        279.104            0.6            5.9            0.0       1466.521
     02/11/1988           1988           rice               ?                   95              4         6569.3         3127.2          1.212          0.400          1.000          0.454          0.934           52.2        108.743        351.984              ?              ?              ?        274.232            0.6            5.9            0.0       1476.316
     03/11/1988           1988           rice               ?                   96              4         6624.2         3186.5          1.169          0.400          1.000          0.635          1.000           52.9        108.743        353.028              ?              ?              ?        288.945            0.6            5.8            0.0       1486.105
     04/11/1988           1988           rice               ?                   97              4         6678.5         3244.8          1.128          0.400          1.000          0.595          1.000           53.6        127.605        354.294              ?              ?              ?        283.577            0.6            5.8            0.0       1495.857
     05/11/1988           1988           rice               ?                   98              4         6730.0         3299.8          1.087          0.400          1.000          0.550          1.000           54.3        127.605        355.968              ?              ?              ?        278.864            0.6            5.8            0.0       1500.000
     06/11/1988           1988           rice               ?                   99              4         6778.8         3351.8          1.048          0.400          1.000          0.510          1.000           54.9        127.605        357.331              ?              ?              ?        274.246            0.6            5.8            0.0       1515.172
     07/11/1988           1988           rice               ?                  100              4         6827.3         3403.2          1.009          0.400          1.000          0.475          0.968           55.6        127.605        358.834              ?              ?              ?        269.329            0.6            5.8            0.0       1515.172
     08/11/1988           1988           rice               ?                  101              4         6872.4         3450.9          0.969          0.400          1.000          0.449          0.933           56.2        127.605        360.468              ?              ?              ?        265.205            0.6            5.8            0.0       1537.303
     09/11/1988           1988           rice               ?                  102              4         6917.1         3497.9          0.930          0.400          1.000          0.624          1.000           56.9        127.605        361.369              ?              ?              ?        278.799            0.6            5.8            0.0       1537.303
     10/11/1988           1988           rice               ?                  103              4         6961.4         3544.4          0.891          0.400          1.000          0.579          1.000           57.6        146.047        363.055              ?              ?              ?        273.994            0.6            5.8            0.0       1562.537
     11/11/1988           1988           rice               ?                  104              4         7003.4         3588.2          0.853          0.400          1.000          0.540          1.000           58.2        146.047        364.765              ?              ?              ?        270.073            0.6            5.8            0.0       1562.537
     12/11/1988           1988           rice               ?                  105              4         7042.1         3628.6          0.815          0.400          1.000          0.507          1.000           58.9        146.047        365.950              ?              ?              ?        266.414            0.6            5.8            0.0       1587.991
     13/11/1988           1988           rice               ?                  106              4         7080.2         3668.3          0.778          0.400          1.000          0.478          0.977           59.5        146.047        367.317              ?              ?              ?        262.207            0.6            5.9            0.0       1605.374
     14/11/1988           1988           rice               ?                  107              4         7118.4         3707.8          0.741          0.400          1.000          0.457          0.946           60.2        146.047        368.930              ?              ?              ?        258.854            0.6            5.9            0.0       1605.374
     15/11/1988           1988           rice               ?                  108              4         7157.1         3747.7          0.705          0.400          1.000          0.440          0.919           60.9        146.047        369.738              ?              ?              ?        255.098            0.6            5.9            0.0       1626.380
     16/11/1988           1988           rice               ?                  109              4         7196.1         3787.9          0.670          0.400          1.000          0.613          0.993           61.5        146.047        370.403              ?              ?              ?        268.796            0.6            5.9            0.0       1644.472
     17/11/1988           1988           rice               ?                  110              4         7233.5         3826.3          0.636          0.400          1.000          0.567          0.997           62.2        164.757        372.481              ?              ?              ?        264.407            0.6            5.9            0.0       1660.371
     18/11/1988           1988           rice               ?                  111              4         7270.0         3863.7          0.602          0.400          1.000          0.533          0.998           62.8        164.757        374.351              ?              ?              ?        260.761            0.5            5.9            0.0       1674.592
     19/11/1988           1988           rice               ?                  112              4         7305.7         3900.2          0.570          0.400          1.000          0.498          0.995           63.4        164.757        375.526              ?              ?              ?        256.714            0.5            5.9            0.0       1687.507
     20/11/1988           1988           rice               ?                  113              4         7339.4         3934.6          0.539          0.400          1.000          0.474          0.972           64.0        164.757        377.143              ?              ?              ?        253.360            0.5            5.9            0.0       1699.392
     21/11/1988           1988           rice               ?                  114              4         7370.9         3966.8          0.508          0.400          1.000          0.455          0.942           64.6        164.757        378.112              ?              ?              ?        250.438            0.5            5.9            0.0       1710.457
     22/11/1988           1988           rice               ?                  115              4         7401.1         3997.6          0.479          0.400          1.000          0.440          0.919           65.2        164.757        378.876              ?              ?              ?        247.704            0.5            5.9            0.0       1720.858
     23/11/1988           1988           rice               ?                  116              4         7431.9         4028.9          0.451          0.400          1.000          0.612          0.989           65.8        164.757        379.527              ?              ?              ?        261.480            0.5            5.9            0.0       1730.715
     24/11/1988           1988           rice               ?                  117              4         7462.2         4059.7          0.424          0.400          1.000          0.572          0.996           66.4        182.539        381.542              ?              ?              ?        257.615            0.5            5.9            0.0       1740.113
     25/11/1988           1988           rice               ?                  118              4         7492.2         4090.1          0.398          0.400          1.000          0.535          0.997           67.0        182.539        383.537              ?              ?              ?        253.880            0.5            5.9            0.0       1749.116
     26/11/1988           1988           rice               ?                  119              4         7521.1         4119.4          0.373          0.400          1.000          0.507          0.995           67.6        182.539        385.523              ?              ?              ?        250.903            0.5            5.9            0.0       1757.775
     27/11/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000          1.540              ?              ?              ?        250.109            0.3            6.1            0.0       1766.129
     28/11/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000          2.334              ?              ?              ?        249.439            0.3            6.3            0.0       1774.210
     29/11/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000          3.004              ?              ?              ?        256.370            0.4            6.5            0.0       1782.042
     30/11/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000          7.896              ?              ?              ?        279.245            0.4            6.6            0.0       1789.626
     01/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         12.754              ?              ?              ?        277.461            0.4            6.8            0.0       1796.950
     02/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         14.539              ?              ?              ?        276.466            0.4            7.0            0.0       1800.000
     03/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         15.534              ?              ?              ?        275.689            0.5            7.1            0.0       1811.423
     04/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         16.310              ?              ?              ?        275.031            0.5            7.3            0.0       1811.423
     05/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         16.969              ?              ?              ?        274.448            0.6            7.6            0.0       1827.036
     06/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         17.551              ?              ?              ?        273.920            0.6            7.8            0.0       1827.036
     07/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         18.079              ?              ?              ?        273.434            0.7            8.0            0.0       1843.564
     08/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         18.565              ?              ?              ?        272.981            0.7            8.3            0.0       1852.513
     09/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         19.019              ?              ?              ?        272.555            0.8            8.5            0.0       1852.513
     10/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         19.445              ?              ?              ?        272.152            0.8            8.7            0.0       1869.351
     11/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         19.848              ?              ?              ?        271.768            0.9            8.9            0.0       1869.351
     12/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         20.231              ?              ?              ?        271.401            0.9            9.2            0.0       1886.095
     13/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         20.598              ?              ?              ?        271.049            1.0            9.4            0.0       1886.095
     14/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         20.950              ?              ?              ?        270.710            1.0            9.6            0.0       1902.550
     15/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         21.289              ?              ?              ?        270.383            1.1            9.8            0.0       1902.550
     16/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         21.616              ?              ?              ?        270.067            1.1           10.1            0.0       1918.597
     17/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         21.932              ?              ?              ?        269.760            1.2           10.3            0.0       1918.597
     18/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         22.239              ?              ?              ?        269.462            1.3           10.5            0.0       1934.169
     19/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         22.537              ?              ?              ?        269.173            1.3           10.7            0.0       1934.169
     20/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         22.827              ?              ?              ?        268.891            1.4           10.9            0.0       1949.235
     21/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         23.109              ?              ?              ?        268.615            1.4           11.1            0.0       1949.235
     22/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         23.384              ?              ?              ?        268.346            1.5           11.3            0.0       1963.789
     23/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         23.653              ?              ?              ?        268.083            1.5           11.6            0.0       1963.789
     24/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         23.916              ?              ?              ?        267.826            1.6           11.8            0.0       1977.846
     25/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         24.173              ?              ?              ?        267.574            1.7           12.0            0.0       1977.846
     26/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         24.425              ?              ?              ?        267.327            1.7           12.2            0.0       1991.440
     27/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         24.672              ?              ?              ?        267.085            1.8           12.4            0.0       1991.440
     28/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         24.914              ?              ?              ?        266.847            1.9           12.7            0.0       2004.620
     29/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         25.152              ?              ?              ?        266.613            1.9           12.9            0.0       2004.620
     30/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         25.386              ?              ?              ?        266.384            2.0           13.1            0.0       2017.442
     31/12/1988           1988           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         25.615              ?              ?              ?        266.158            2.0           13.3            0.0       2017.442
     01/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         25.841              ?              ?              ?        265.936            2.1           13.5            0.0       2029.953
     02/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         26.064              ?              ?              ?        265.717            2.2           13.6            0.0       2036.500
     03/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         26.283              ?              ?              ?        265.501            2.2           13.8            0.0       2036.500
     04/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         26.498              ?              ?              ?        265.289            2.3           14.0            0.0       2048.021
     05/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         26.711              ?              ?              ?        265.079            2.4           14.2            0.0       2054.857
     06/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         26.920              ?              ?              ?        264.873            2.4           14.4            0.0       2054.857
     07/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         27.127              ?              ?              ?        264.669            2.5           14.6            0.0       2065.435
     08/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         27.330              ?              ?              ?        264.468            2.6           14.8            0.0       2072.685
     09/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         27.532              ?              ?              ?        264.269            2.6           15.0            0.0       2072.685
     10/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         27.730              ?              ?              ?        264.073            2.7           15.2            0.0       2082.352
     11/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         27.926              ?              ?              ?        263.879            2.7           15.4            0.0       2090.095
     12/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         28.120              ?              ?              ?        263.688            2.8           15.6            0.0       2090.095
     13/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         28.312              ?              ?              ?        263.498            2.9           15.7            0.0       2098.877
     14/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         28.501              ?              ?              ?        263.311            2.9           15.9            0.0       2106.964
     15/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         28.688              ?              ?              ?        263.126            3.0           16.0            0.0       2113.104
     16/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         28.873              ?              ?              ?        262.943            3.0           16.2            0.0       2113.104
     17/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         29.056              ?              ?              ?        262.762            3.1           16.3            0.0       2120.715
     18/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         29.237              ?              ?              ?        262.583            3.1           16.5            0.0       2127.769
     19/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         29.417              ?              ?              ?        262.405            3.2           16.7            0.0       2134.353
     20/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         29.594              ?              ?              ?        262.230            3.2           16.8            0.0       2140.535
     21/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         29.770              ?              ?              ?        262.056            3.3           17.0            0.0       2146.371
     22/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         29.944              ?              ?              ?        261.883            3.4           17.2            0.0       2151.903
     23/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         30.116              ?              ?              ?        261.713            3.4           17.3            0.0       2157.168
     24/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         30.287              ?              ?              ?        261.543            3.5           17.5            0.0       2162.194
     25/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         30.456              ?              ?              ?        261.376            3.6           17.7            0.0       2167.006
     26/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         30.624              ?              ?              ?        261.210            3.6           17.9            0.0       2171.625
     27/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         30.790              ?              ?              ?        261.045            3.7           18.1            0.0       2176.067
     28/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         30.954              ?              ?              ?        260.882            3.8           18.3            0.0       2180.349
     29/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         31.118              ?              ?              ?        260.720            3.8           18.5            0.0       2184.483
     30/01/1989           1989           rice               ?                    0              0            0.0            0.0          0.000          0.000          1.000          1.000          1.000            0.0          0.000         31.279              ?              ?              ?        260.559            3.9           18.7            0.0       2188.480
