ApsimVersion = 7.9
Title = Continuous Sorghum
           Date        biomass          yield            esw      biomass_n
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)           (mm)        (g/m^2)
     09/06/1942            0.0            0.0        532.914           0.00
     10/06/1942            0.0            0.0        532.255           0.00
     11/06/1942            0.0            0.0        531.638           0.00
     12/06/1942            0.0            0.0        531.056           0.00
     13/06/1942            0.0            0.0        530.504           0.00
     14/06/1942            0.0            0.0        529.978           0.00
     15/06/1942            0.0            0.0        529.474           0.00
     16/06/1942            0.0            0.0        528.989           0.00
     17/06/1942            0.0            0.0        528.523           0.00
     18/06/1942            0.0            0.0        528.071           0.00
     19/06/1942            0.0            0.0        527.635           0.00
     20/06/1942            0.0            0.0        535.828           0.00
     21/06/1942            0.0            0.0        537.515           0.00
     22/06/1942            0.0            0.0        535.694           0.00
     23/06/1942            0.0            0.0        533.776           0.00
     24/06/1942            0.0            0.0        531.839           0.00
     25/06/1942            0.0            0.0        531.246           0.00
     26/06/1942            0.0            0.0        530.685           0.00
     27/06/1942            0.0            0.0        530.150           0.00
     28/06/1942            0.0            0.0        530.255           0.00
     29/06/1942            0.0            0.0        529.639           0.00
     30/06/1942            0.0            0.0        529.148           0.00
     01/07/1942            0.0            0.0        528.676           0.00
     02/07/1942            0.0            0.0        528.220           0.00
     03/07/1942            0.0            0.0        527.779           0.00
     04/07/1942            0.0            0.0        534.818           0.00
     05/07/1942            0.0            0.0        533.299           0.00
     06/07/1942            0.0            0.0        532.260           0.00
     07/07/1942            0.0            0.0        530.476           0.00
     08/07/1942            0.0            0.0        529.666           0.00
     09/07/1942            0.0            0.0        531.452           0.00
     10/07/1942            0.0            0.0        531.809           0.00
     11/07/1942            0.0            0.0        567.145           0.00
     12/07/1942            0.0            0.0        567.426           0.00
     13/07/1942            0.0            0.0        565.473           0.00
     14/07/1942            0.0            0.0        564.266           0.00
     15/07/1942            0.0            0.0        564.121           0.00
     16/07/1942            0.0            0.0        563.438           0.00
     17/07/1942            0.0            0.0        561.981           0.00
     18/07/1942            0.0            0.0        559.550           0.00
     19/07/1942            0.0            0.0        557.320           0.00
     20/07/1942            0.0            0.0        555.828           0.00
     21/07/1942            0.0            0.0        554.398           0.00
     22/07/1942            0.0            0.0        552.965           0.00
     23/07/1942            0.0            0.0        551.499           0.00
     24/07/1942            0.0            0.0        549.988           0.00
     25/07/1942            0.0            0.0        552.328           0.00
     26/07/1942            0.0            0.0        549.630           0.00
     27/07/1942            0.0            0.0        546.740           0.00
     28/07/1942            0.0            0.0        545.016           0.00
     29/07/1942            0.0            0.0        543.304           0.00
     30/07/1942            0.0            0.0        541.617           0.00
     31/07/1942            0.0            0.0        539.970           0.00
     01/08/1942            0.0            0.0        538.374           0.00
     02/08/1942            0.0            0.0        536.839           0.00
     03/08/1942            0.0            0.0        539.884           0.00
     04/08/1942            0.0            0.0        536.852           0.00
     05/08/1942            0.0            0.0        533.728           0.00
     06/08/1942            0.0            0.0        532.472           0.00
     07/08/1942            0.0            0.0        531.301           0.00
     08/08/1942            0.0            0.0        530.215           0.00
     09/08/1942            0.0            0.0        529.210           0.00
     10/08/1942            0.0            0.0        528.281           0.00
     11/08/1942            0.0            0.0        527.425           0.00
     12/08/1942            0.0            0.0        526.635           0.00
     13/08/1942            0.0            0.0        525.907           0.00
     14/08/1942            0.0            0.0        525.235           0.00
     15/08/1942            0.0            0.0        524.614           0.00
     16/08/1942            0.0            0.0        524.037           0.00
     17/08/1942            0.0            0.0        523.501           0.00
     18/08/1942            0.0            0.0        523.001           0.00
     19/08/1942            0.0            0.0        522.532           0.00
     20/08/1942            0.0            0.0        522.092           0.00
     21/08/1942            0.0            0.0        521.675           0.00
     22/08/1942            0.0            0.0        521.281           0.00
     23/08/1942            0.0            0.0        520.904           0.00
     24/08/1942            0.0            0.0        520.544           0.00
     25/08/1942            0.0            0.0        520.198           0.00
     26/08/1942            0.0            0.0        519.865           0.00
     27/08/1942            0.0            0.0        519.542           0.00
     28/08/1942            0.0            0.0        519.229           0.00
     29/08/1942            0.0            0.0        518.924           0.00
     30/08/1942            0.0            0.0        518.627           0.00
     31/08/1942            0.0            0.0        518.336           0.00
     01/09/1942            0.0            0.0        518.052           0.00
     02/09/1942            0.0            0.0        517.773           0.00
     03/09/1942            0.0            0.0        517.498           0.00
     04/09/1942            0.0            0.0        517.228           0.00
     05/09/1942            0.0            0.0        516.962           0.00
     06/09/1942            0.0            0.0        517.353           0.00
     07/09/1942            0.0            0.0        517.245           0.00
     08/09/1942            0.0            0.0        516.695           0.00
     09/09/1942            0.0            0.0        516.437           0.00
     10/09/1942            0.0            0.0        516.182           0.00
     11/09/1942            0.0            0.0        515.930           0.00
     12/09/1942            0.0            0.0        515.681           0.00
     13/09/1942            0.0            0.0        515.435           0.00
     14/09/1942            0.0            0.0        515.191           0.00
     15/09/1942            0.0            0.0        514.949           0.00
     16/09/1942            0.0            0.0        514.710           0.00
     17/09/1942            0.0            0.0        514.672           0.00
     18/09/1942            0.0            0.0        514.436           0.00
     19/09/1942            0.0            0.0        514.201           0.00
     20/09/1942            0.0            0.0        513.969           0.00
     21/09/1942            0.0            0.0        513.739           0.00
     22/09/1942            0.0            0.0        513.511           0.00
     23/09/1942            0.0            0.0        516.783           0.00
     24/09/1942            0.0            0.0        513.492           0.00
     25/09/1942            0.0            0.0        513.266           0.00
     26/09/1942            0.0            0.0        513.041           0.00
     27/09/1942            0.0            0.0        512.819           0.00
     28/09/1942            0.0            0.0        512.598           0.00
     29/09/1942            0.0            0.0        512.379           0.00
     30/09/1942            0.0            0.0        512.162           0.00
     01/10/1942            0.0            0.0        511.946           0.00
     02/10/1942            0.0            0.0        511.732           0.00
     03/10/1942            0.0            0.0        511.520           0.00
     04/10/1942            0.0            0.0        511.309           0.00
     05/10/1942            0.0            0.0        511.100           0.00
     06/10/1942            0.0            0.0        510.892           0.00
     07/10/1942            0.0            0.0        510.685           0.00
     08/10/1942            0.0            0.0        510.480           0.00
     09/10/1942            0.0            0.0        510.277           0.00
     10/10/1942            0.0            0.0        510.074           0.00
     11/10/1942            0.0            0.0        532.720           0.00
     12/10/1942            0.0            0.0        541.497           0.00
     13/10/1942            0.0            0.0        538.921           0.00
     14/10/1942            0.0            0.0        538.104           0.00
     15/10/1942            0.0            0.0        535.953           0.00
     16/10/1942            0.0            0.0        534.754           0.00
     17/10/1942            0.0            0.0        533.766           0.00
     18/10/1942            0.0            0.0        532.906           0.00
     19/10/1942            0.0            0.0        532.135           0.00
     20/10/1942            0.0            0.0        531.429           0.00
     21/10/1942            0.0            0.0        530.775           0.00
     22/10/1942            0.0            0.0        537.123           0.00
     23/10/1942            0.0            0.0        533.038           0.00
     24/10/1942            0.0            0.0        532.255           0.00
     25/10/1942            0.0            0.0        531.539           0.00
     26/10/1942            0.0            0.0        534.691           0.00
     27/10/1942            0.0            0.0        544.496           0.00
     28/10/1942            0.0            0.0        540.905           0.00
     29/10/1942            0.0            0.0        538.104           0.00
     30/10/1942            0.0            0.0        536.679           0.00
     31/10/1942            0.0            0.0        535.578           0.00
     01/11/1942            0.0            0.0        534.647           0.00
     02/11/1942            0.0            0.0        548.313           0.00
     03/11/1942            0.0            0.0        545.329           0.00
     04/11/1942            0.0            0.0        542.167           0.00
     05/11/1942            0.0            0.0        540.475           0.00
     06/11/1942            0.0            0.0        539.262           0.00
     07/11/1942            0.0            0.0        569.957           0.00
     08/11/1942            0.0            0.0        565.919           0.00
     09/11/1942            0.0            0.0        562.977           0.00
     10/11/1942            0.0            0.0        561.481           0.00
     11/11/1942           14.0            0.0        560.270           0.01
     12/11/1942           14.2            0.0        559.173           0.01
     13/11/1942           14.9            0.0        558.111           0.02
     14/11/1942           15.6            0.0        557.036           0.02
     15/11/1942           16.7            0.0        555.916           0.02
     16/11/1942           17.7            0.0        554.730           0.02
     17/11/1942           19.2            0.0        553.464           0.03
     18/11/1942           21.0            0.0        552.111           0.03
     19/11/1942           23.3            0.0        550.672           0.03
     20/11/1942           26.2            0.0        549.145           0.04
     21/11/1942           29.5            0.0        547.556           0.05
     22/11/1942           32.4            0.0        546.631           0.05
     23/11/1942           36.2            0.0        545.728           0.06
     24/11/1942           41.6            0.0        543.499           0.07
     25/11/1942           47.8            0.0        541.797           0.08
     26/11/1942           55.9            0.0        540.074           0.10
     27/11/1942           64.6            0.0        538.430           0.11
     28/11/1942           75.4            0.0        536.796           0.13
     29/11/1942           88.1            0.0        535.177           0.16
     30/11/1942          102.7            0.0        533.572           0.18
     01/12/1942          118.9            0.0        532.004           0.21
     02/12/1942          137.4            0.0        530.516           0.24
     03/12/1942          159.1            0.0        529.067           0.28
     04/12/1942          181.0            0.0        527.740           0.32
     05/12/1942          196.6            0.0        526.606           0.34
     06/12/1942          207.7            0.0        525.663           0.35
     07/12/1942          236.0            0.0        524.437           0.40
     08/12/1942          257.3            0.0        523.435           0.43
     09/12/1942          271.9            0.0        522.650           0.45
     10/12/1942          286.0            0.0        521.934           0.47
     11/12/1942          292.5            0.0        524.048           0.48
     12/12/1942          308.9            0.0        529.547           0.50
     13/12/1942          334.3            0.0        549.826           0.53
     14/12/1942          370.4            0.0        582.451           0.58
     15/12/1942          407.4            0.0        585.001           0.63
     16/12/1942          449.2            0.0        580.954           0.68
     17/12/1942          492.8            0.0        576.793           0.72
     18/12/1942          539.7            0.0        574.004           0.76
     19/12/1942          585.9            0.0        571.542           0.79
     20/12/1942          630.7            0.0        569.184           0.81
     21/12/1942          673.2            0.0        566.794           0.83
     22/12/1942          709.4            0.0        564.529           0.85
     23/12/1942          747.4            0.0        561.883           0.86
     24/12/1942          782.8            0.0        559.105           0.86
     25/12/1942          811.9            0.0        556.354           0.86
     26/12/1942          837.9            0.0        553.609           0.86
     27/12/1942          855.4            0.0        559.459           0.86
     28/12/1942          872.8            0.0        561.435           0.86
     29/12/1942          887.4            0.0        556.964           0.86
     30/12/1942          891.9            0.0        564.723           0.86
     31/12/1942          898.4            0.0        579.315           0.86
