ApsimVersion = 7.0
Title = Potato
           Date        biomass            lai    LeafGreenWt    StemGreenWt   TuberGreenWt          st(1)         plants        node_no     node_no_fx     LeafGreenN
             ()        (kg/ha)      (m^2/m^2)        (g/m^2)        (g/m^2)        (g/m^2)           (oC)   (plants/m^2)       (/plant)       (/plant)        (g/m^2)
     26/09/1988         3995.8          0.898          43.71         197.62         436.19         24.485          5.000         24.000         15.000           1.50
     27/09/1988         4008.4          0.872          42.49         198.73         442.30         25.360          5.000         24.000         15.000           1.45
     28/09/1988         4021.1          0.845          41.23         199.87         448.73         25.408          5.000         24.000         15.000           1.41
     29/09/1988         4036.5          0.804          39.31         201.30         457.00         25.779          5.000         24.000         16.000           1.34
     30/09/1988         4051.0          0.767          37.55         202.67         465.11         26.895          5.000         25.000         16.000           1.27
     01/10/1988         4060.8          0.715          35.03         203.51         470.26         26.618          5.000         25.000         16.000           1.18
     02/10/1988         4073.7          0.667          32.76         204.68         477.63         26.218          5.000         25.000         16.000           1.10
     03/10/1988         4086.4          0.627          30.81         205.86         485.23         26.722          5.000         25.000         16.000           1.04
     04/10/1988         4097.8          0.576          28.37         206.93         492.25         27.230          5.000         25.000         16.000           0.95
     05/10/1988         4104.1          0.545          26.87         207.51         496.17         27.782          5.000         26.000         17.000           0.90
     06/10/1988         4111.9          0.483          23.86         208.21         500.94         27.916          5.000         26.000         17.000           0.80
     07/10/1988         4121.8          0.442          21.84         209.12         507.44         28.389          5.000         26.000         17.000           0.73
     08/10/1988         4130.5          0.407          20.17         209.93         513.34         28.433          5.000         26.000         17.000           0.67
     09/10/1988         4136.9          0.359          17.81         210.49         517.64         27.172          5.000         27.000         17.000           0.59
     10/10/1988         4144.7          0.316          15.71         211.22         523.31         25.354          5.000         27.000         18.000           0.52
     11/10/1988         4151.3          0.283          14.07         211.83         528.29         24.989          5.000         27.000         18.000           0.46
     12/10/1988         4157.8          0.263          13.11         212.44         533.44         25.278          5.000         27.000         18.000           0.43
     13/10/1988         4163.7          0.239          11.94         213.00         538.28         25.688          5.000         27.000         19.000           0.39
     14/10/1988         4168.5          0.217          10.85         213.46         542.32         27.140          5.000         28.000         19.000           0.35
     15/10/1988         4172.2          0.194           9.72         213.79         545.38         28.089          5.000         28.000         19.000           0.32
     16/10/1988         4176.4          0.177           8.85         214.19         549.18         29.341          5.000         28.000         19.000           0.29
     17/10/1988         4180.1          0.164           8.23         214.53         552.52         29.214          5.000         28.000         19.000           0.27
     18/10/1988         4183.4          0.149           7.46         214.84         555.66         28.407          5.000         28.000         20.000           0.24
     19/10/1988         4186.3          0.135           6.76         215.12         558.62         27.835          5.000         29.000         20.000           0.22
     20/10/1988         4188.6          0.123           6.20         215.32         560.89         28.672          5.000         29.000         20.000           0.20
     21/10/1988         4189.8          0.115           5.81         215.44         562.19         29.875          5.000         29.000         20.000           0.19
     22/10/1988         4190.6          0.112           5.64         215.51         563.02         31.356          5.000         29.000         20.000           0.18
     23/10/1988         4192.4          0.103           5.18         215.67         564.97         31.271          5.000         29.000         20.000           0.17
     24/10/1988         4194.2          0.092           4.64         215.84         567.03         30.990          5.000         30.000         21.000           0.15
     25/10/1988         4195.8          0.082           4.15         215.98         568.93         30.015          5.000         30.000         21.000           0.13
     26/10/1988         4197.0          0.076           3.84         216.10         570.57         28.458          5.000         30.000         21.000           0.12
     27/10/1988         4198.3          0.071           3.61         216.20         572.09         27.518          5.000         30.000         21.000           0.11
     28/10/1988         4199.0          0.067           3.40         216.28         573.26         29.039          5.000         30.000         21.000           0.11
     29/10/1988         4199.6          0.063           3.18         216.33         574.06         30.493          5.000         31.000         21.000           0.10
     30/10/1988         4199.9          0.060           3.05         216.36         574.45         31.806          5.000         31.000         22.000           0.10
     31/10/1988         4200.2          0.057           2.92         216.38         574.88         33.117          5.000         31.000         22.000           0.09
     01/11/1988         4200.6          0.054           2.74         216.42         575.53         33.731          5.000         31.000         22.000           0.09
     02/11/1988         4201.1          0.051           2.62         216.46         576.27         33.569          5.000         31.000         22.000           0.08
     03/11/1988         4201.6          0.049           2.51         216.50         577.00         33.170          5.000         31.000         22.000           0.08
     04/11/1988         4201.9          0.046           2.36         216.53         577.63         32.647          5.000         31.000         22.000           0.07
     05/11/1988         4202.3          0.044           2.25         216.56         578.17         32.139          5.000         31.000         23.000           0.07
     06/11/1988         4202.6          0.039           1.98         216.59         578.86         30.369          5.000         32.000         23.000           0.06
     07/11/1988         4203.1          0.035           1.82         216.62         579.70         29.306          5.000         32.000         23.000           0.06
     08/11/1988         4203.4          0.033           1.72         216.65         580.50         28.307          5.000         32.000         23.000           0.05
     09/11/1988         4203.7          0.031           1.59         216.68         581.25         27.669          5.000         32.000         23.000           0.05
     10/11/1988         4203.8          0.029           1.49         216.69         581.79         27.777          5.000         33.000         23.000           0.05
     11/11/1988         4204.1          0.027           1.38         216.71         582.34         29.409          5.000         33.000         24.000           0.04
     12/11/1988         4204.2          0.024           1.25         216.72         582.94         29.781          5.000         33.000         24.000           0.04
     13/11/1988         4204.4          0.023           1.18         216.73         583.48         29.943          5.000         33.000         24.000           0.04
     14/11/1988         4204.6          0.021           1.10         216.74         583.94         29.970          5.000         33.000         24.000           0.03
     15/11/1988         4204.7          0.019           1.00         216.75         584.38         28.808          5.000         34.000         25.000           0.03
     16/11/1988         4204.7          0.018           0.92         216.75         584.59         26.394          5.000         34.000         25.000           0.03
     17/11/1988         4204.7          0.017           0.87         216.75         584.91         24.958          5.000         34.000         25.000           0.03
     18/11/1988         4204.7          0.016           0.81         216.76         585.29         24.520          5.000         34.000         25.000           0.02
     19/11/1988         4205.0          0.015           0.77         216.76         585.64         24.686          5.000         35.000         25.000           0.02
     20/11/1988         4205.0          0.014           0.71         216.76         585.89         25.334          5.000         35.000         26.000           0.02
     21/11/1988         4205.1          0.013           0.68         216.77         586.16         27.423          5.000         35.000         26.000           0.02
     22/11/1988         4205.5          0.013           0.67         216.78         586.41         28.763          5.000         35.000         26.000           0.02
     23/11/1988         4205.8          0.012           0.62         216.81         586.70         29.413          5.000         35.000         27.000           0.02
     24/11/1988         4206.4          0.012           0.61         216.84         586.93         29.439          5.000         36.000         27.000           0.02
     25/11/1988         4206.8          0.011           0.57         216.88         587.17         29.072          5.000         36.000         27.000           0.02
     26/11/1988         4207.4          0.012           0.56         216.92         587.38         28.881          5.000         36.000         27.000           0.01
     27/11/1988         4207.9          0.012           0.55         216.96         587.53         28.321          5.000         36.000         27.000           0.01
     28/11/1988         4208.6          0.012           0.53         217.01         587.69         27.614          5.000         37.000         28.000           0.01
     29/11/1988         4209.5          0.011           0.53         217.08         587.89         27.336          5.000         37.000         28.000           0.01
     30/11/1988         4210.3          0.011           0.50         217.16         588.10         27.688          5.000         37.000         28.000           0.01
     01/12/1988         4211.2          0.011           0.50         217.23         588.27         27.973          5.000         37.000         28.000           0.01
     02/12/1988         4212.0          0.011           0.50         217.30         588.41         29.433          5.000         37.000         28.000           0.01
     03/12/1988         4212.7          0.011           0.49         217.36         588.51         30.486          5.000         38.000         28.000           0.01
     04/12/1988         4213.5          0.011           0.48         217.42         588.62         31.144          5.000         38.000         29.000           0.01
     05/12/1988         4214.4          0.011           0.48         217.50         588.74         31.505          5.000         38.000         29.000           0.01
     06/12/1988         4215.2          0.011           0.48         217.57         588.84         32.017          5.000         38.000         29.000           0.01
     07/12/1988         4215.9          0.011           0.48         217.63         588.93         32.112          5.000         38.000         29.000           0.01
     08/12/1988         4216.8          0.011           0.48         217.71         589.02         32.211          5.000         38.000         29.000           0.01
     09/12/1988         4217.5          0.012           0.48         217.77         589.09         31.931          5.000         38.000         30.000           0.01
     10/12/1988         4218.1          0.012           0.48         217.82         589.15         32.009          5.000         39.000         30.000           0.01
     11/12/1988         4218.9          0.012           0.48         217.90         589.22         31.654          5.000         39.000         30.000           0.01
     12/12/1988         4220.2          0.012           0.47         218.02         589.33         30.905          5.000         39.000         30.000           0.01
     13/12/1988         4221.8          0.012           0.48         218.17         589.45         30.401          5.000         39.000         30.000           0.01
     14/12/1988         4223.5          0.012           0.48         218.32         589.56         29.967          5.000         39.000         30.000           0.01
     15/12/1988         4225.0          0.012           0.48         218.47         589.65         29.390          5.000         40.000         31.000           0.01
     16/12/1988         4226.5          0.012           0.48         218.60         589.73         29.266          5.000         40.000         31.000           0.01
     17/12/1988         4227.7          0.012           0.48         218.72         589.80         29.305          5.000         40.000         31.000           0.01
     18/12/1988         4228.7          0.012           0.48         218.82         589.84         28.922          5.000         40.000         31.000           0.01
     19/12/1988         4230.0          0.012           0.48         218.94         589.89         29.775          5.000         40.000         31.000           0.01
     20/12/1988         4230.9          0.012           0.48         219.02         589.93         30.416          5.000         41.000         31.000           0.01
     21/12/1988         4231.5          0.012           0.48         219.09         589.95         31.194          5.000         41.000         32.000           0.01
     22/12/1988         4232.3          0.012           0.48         219.16         589.98         32.082          5.000         41.000         32.000           0.01
     23/12/1988         4233.2          0.012           0.47         219.25         590.00         33.627          5.000         41.000         32.000           0.01
     24/12/1988         4234.1          0.012           0.47         219.34         590.03         33.790          5.000         41.000         32.000           0.01
     25/12/1988         4235.1          0.012           0.47         219.44         590.06         33.896          5.000         41.000         32.000           0.01
     26/12/1988         4236.3          0.012           0.47         219.55         590.09         33.274          5.000         41.000         32.000           0.01
     27/12/1988         4237.6          0.012           0.47         219.68         590.12         32.918          5.000         41.000         32.000           0.01
     28/12/1988         4240.0          0.012           0.47         219.91         590.16         32.168          5.000         42.000         33.000           0.01
     29/12/1988         4242.2          0.012           0.46         220.13         590.19         31.786          5.000         42.000         33.000           0.01
     30/12/1988         4243.9          0.012           0.46         220.30         590.21         31.504          5.000         42.000         33.000           0.01
     31/12/1988         4245.7          0.012           0.46         220.47         590.23         31.316          5.000         42.000         33.000           0.01
