ApsimVersion = 7.5
Title = TemperateGrass daily
           Date           year            day      phenology         growth        leaf_dm        stem_dm      litter_dm          rtdep         urea()     CoverTotal   uptake_nh4()          nh4()   uptake_no3()          no3()      nit_tot()       glf_nitr         glf_sm        glf_tmp        glf_vpd     removed_dm       avail_dm
   (dd/mm/yyyy)         (year)          (day)            (-)      (kg/ha/d)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)             ()      (kg/ha/d)        (kg/ha)      (kg/ha/d)        (kg/ha)        (kg/ha)            (-)            (-)            (-)            (-)             ()        (kg/ha)
     26/05/1954           1954            146          0.215          6.800           85.7           30.5            0.0        176.707            0.0              ?          0.000           36.1          0.000           92.3         7952.6          1.000          1.000          1.000          0.849              ?            0.1
     27/05/1954           1954            147          0.222          7.693           90.6           32.3            0.0        190.959            0.0              ?          0.000           36.2          0.000           92.4         7952.6          1.000          1.000          1.000          0.917              ?            0.1
     28/05/1954           1954            148          0.229          8.746           96.3           34.4            0.0        205.966            0.0              ?          0.000           36.4          0.000           92.5         7952.6          1.000          1.000          1.000          1.000              ?            0.1
     29/05/1954           1954            149          0.233          9.416          102.7           36.7            0.0        220.974            0.0              ?          0.000           36.6          0.000           92.6         7952.6          1.000          1.000          1.000          1.000              ?            0.1
     30/05/1954           1954            150          0.240          9.574          109.5           39.3            0.0        236.958            0.0              ?          0.000           36.8          0.000           92.7         7952.6          1.000          1.000          1.000          0.947              ?            0.1
     31/05/1954           1954            151          0.248          9.849          116.5           41.9            0.0        252.231            0.0              ?          0.000           36.9          0.000           92.8         7952.6          1.000          1.000          1.000          0.921              ?            0.1
     01/06/1954           1954            152          0.256         10.405          123.6           44.6            0.0        267.238            0.0              ?          0.000           37.1          0.000           92.9         7952.6          1.000          1.000          1.000          0.922              ?            0.1
     02/06/1954           1954            153          0.263         10.696          131.2           47.4            0.0        282.246            0.0              ?          0.000           37.3          0.000           93.0         7952.6          1.000          1.000          1.000          0.928              ?            0.1
     03/06/1954           1954            154          0.266         11.653          139.0           50.3            0.0        297.253            0.0              ?          0.000           37.4          0.000           93.1         7952.6          1.000          1.000          1.000          1.000              ?            0.1
     04/06/1954           1954            155          0.272          8.554          147.4           53.5            0.0        313.992            0.0              ?          0.000           37.5          0.000           93.2         7952.6          1.000          1.000          1.000          1.000              ?            0.1
     05/06/1954           1954            156          0.281         10.656          153.6           55.9            0.0        325.802            0.0              ?          0.000           37.6          0.000           93.2         7952.6          1.000          1.000          1.000          1.000              ?            0.1
     06/06/1954           1954            157          0.295         14.755          161.4           58.8            0.0        336.591            0.0              ?          0.000           37.8          0.000           93.2         7952.7          1.000          1.000          1.000          1.000              ?            0.1
     07/06/1954           1954            158          0.316         16.052          172.0           62.9            0.0        346.670            0.0              ?          0.000           37.9          0.000           93.2         7952.7          1.000          1.000          1.000          1.000              ?            0.1
     08/06/1954           1954            159          0.348         17.318          183.6           67.4            0.0        355.772            0.0              ?          0.000           38.0          0.000           93.3         7952.7          1.000          1.000          1.000          1.000              ?            0.1
     09/06/1954           1954            160          0.385         18.258          196.1           72.2            0.0        364.119            0.0              ?          0.000           38.1          0.000           93.3         7952.7          1.000          1.000          1.000          1.000              ?            0.1
     10/06/1954           1954            161          0.421         18.717          209.2           77.4            0.0        372.466            0.0              ?          0.000           38.2          0.000           93.3         7952.7          1.000          1.000          1.000          1.000              ?            0.2
     11/06/1954           1954            162          0.450         19.348          222.7           82.6            0.0        380.059            0.0              ?          0.000           38.3          0.000           93.3         7952.7          1.000          1.000          0.999          1.000              ?            0.2
     12/06/1954           1954            163          0.495         20.532          236.6           88.1            0.0        387.651            0.0              ?          0.000           38.4          0.000           93.3         7952.7          1.000          1.000          0.999          1.000              ?            0.2
     13/06/1954           1954            164          0.545         21.576          251.3           93.9            0.0        394.000            0.0              ?          0.000           38.5          0.000           93.4         7952.7          1.000          1.000          0.999          1.000              ?            0.3
     14/06/1954           1954            165          0.575         19.778          266.7          100.0            0.0        401.371            0.0              ?          0.000           38.6          0.000           93.4         7952.7          1.000          1.000          0.999          0.912              ?            0.3
     15/06/1954           1954            166          0.588         18.725          280.9          105.7            0.0        406.568            0.0              ?          0.000           38.7          0.000           93.4         7952.7          1.000          1.000          0.999          1.000              ?            0.3
     16/06/1954           1954            167          0.596         19.737          294.2          111.0            0.0        412.145            0.0              ?          0.000           38.8          0.000           93.4         7952.7          1.000          1.000          0.999          1.000              ?            5.2
     17/06/1954           1954            168          0.633         24.491          308.3          116.7            0.0        417.723            0.0              ?          0.000           38.9          0.000           93.5         7952.7          1.000          1.000          0.998          1.000              ?           25.0
     18/06/1954           1954            169          0.683         26.129          325.7          123.8            0.0        421.060            0.0              ?          0.000           39.0          0.000           93.5         7952.7          1.000          1.000          0.998          1.000              ?           49.5
     19/06/1954           1954            170          0.728         22.958          344.2          131.4            0.0        424.532            0.0              ?          0.000           39.1          0.000           93.5         7952.7          1.000          1.000          0.998          0.875              ?           75.6
     20/06/1954           1954            171          0.743         26.349          360.5          138.1            0.0        429.124            0.0              ?          0.000           39.1          0.000           93.5         7952.7          1.000          1.000          0.998          0.998              ?           98.6
     21/06/1954           1954            172          0.756         27.367          379.1          145.8            0.0        430.000            0.0              ?          0.000           39.2          0.000           93.6         7952.7          1.000          1.000          0.999          1.000              ?          124.9
     22/06/1954           1954            173          0.773         25.416          398.4          153.9            0.0        430.000            0.0              ?          0.000           39.3          0.000           93.6         7952.7          1.000          1.000          0.999          0.915              ?          152.3
     23/06/1954           1954            174          0.781         28.278          416.3          161.4            0.0        430.000            0.0              ?          0.000           39.5          0.000           93.6         7952.7          1.000          1.000          0.999          1.000              ?          177.7
     24/06/1954           1954            175          0.792         29.328          436.1          169.8            0.0        430.000            0.0              ?          0.000           39.6          0.000           93.6         7952.7          1.000          1.000          1.000          1.000              ?          206.0
     25/06/1954           1954            176          0.804         30.918          456.7          178.6            0.0        430.000            0.0              ?          0.000           39.8          0.000           93.6         7952.7          1.000          1.000          1.000          1.000              ?          235.3
     26/06/1954           1954            177          0.825         27.865          478.3          187.9            0.0        430.000            0.0              ?          0.000           39.9          0.000           93.6         7952.7          1.000          1.000          1.000          0.886              ?          266.2
     27/06/1954           1954            178          0.835         31.861          497.7          196.4            0.0        430.000            0.0              ?          0.000           40.1          0.000           93.6         7952.7          1.000          1.000          1.000          1.000              ?          294.1
     28/06/1954           1954            179          0.845         31.578          519.9          206.0            0.0        430.000            0.0              ?          0.000           40.2          0.000           93.6         7952.7          1.000          1.000          1.000          1.000              ?          325.9
     29/06/1954           1954            180          0.849         26.757          541.8          215.7            0.0        430.000            0.0              ?          0.000           40.4          0.000           93.6         7952.7          1.000          1.000          1.000          1.000              ?          357.5
     30/06/1954           1954            181          0.852         28.840          560.4          223.9            0.0        430.000            0.0              ?          0.000           40.5          0.000           93.6         7952.7          1.000          1.000          1.000          1.000              ?          384.3
     01/07/1954           1954            182          0.857         34.248          580.3          232.8            0.0        430.000            0.0              ?          0.000           40.7          0.000           93.6         7952.7          1.000          1.000          1.000          1.000              ?          413.1
     02/07/1954           1954            183          0.878         33.309          603.9          243.4            0.0        430.000            0.0              ?          0.000           40.8          0.000           93.6         7952.7          1.000          1.000          1.000          0.929              ?          447.3
     03/07/1954           1954            184          0.883         20.991          626.8          253.8            0.0        430.000            0.0              ?          0.000           40.9          0.000           93.6         7952.7          1.000          1.000          1.000          1.000              ?          480.7
     04/07/1954           1954            185          0.890         25.706          641.2          260.4            0.0        430.000            0.0              ?          0.000           41.0          0.000           93.6         7952.7          1.000          1.000          1.000          1.000              ?          501.6
     05/07/1954           1954            186          0.901         36.397          658.9          268.5            0.1        430.000            0.0              ?          0.000           41.1          0.000           93.6         7952.8          1.000          1.000          1.000          1.000              ?          527.3
     06/07/1954           1954            187          0.924         39.806          683.8          280.0            0.1        430.000            0.0              ?          0.000           41.2          0.000           93.6         7952.8          1.000          1.000          1.000          1.000              ?          563.7
     07/07/1954           1954            188          0.953         40.540          710.9          292.6            0.1        430.000            0.0              ?          0.000           41.3          0.000           93.7         7952.8          1.000          1.000          1.000          1.000              ?          603.5
     08/07/1954           1954            189          1.000         41.426          738.5          305.6            0.1        430.000            0.0              ?          0.000           41.4          0.000           93.7         7952.8          1.000          1.000          0.999          1.000              ?          644.1
     09/07/1954           1954            190          1.001         32.676          766.7          318.8            0.1        430.000            0.0              ?          0.000           41.4          0.000           93.7         7952.8          1.000          1.000          0.999          1.000              ?          685.5
     10/07/1954           1954            191          1.002         22.784          788.9          329.3            0.1        430.000            0.0              ?          0.000           41.5          0.000           93.7         7952.8          1.000          1.000          0.999          1.000              ?          718.2
     11/07/1954           1954            192          1.002         22.320          804.3          336.7            0.1        430.000            0.0              ?          0.000           41.5          0.000           93.7         7952.9          1.000          1.000          0.999          1.000              ?          741.0
     12/07/1954           1954            193          1.003         22.503          819.4          343.9            0.1        430.000            0.0              ?          0.000           41.6          0.000           93.7         7952.9          1.000          1.000          0.999          1.000              ?          763.3
     13/07/1954           1954            194          1.005         29.197          834.6          351.2            0.1        430.000            0.0              ?          0.000           41.7          0.000           93.5         7952.9          1.000          1.000          0.999          1.000              ?          785.8
     14/07/1954           1954            195          1.006         38.791          854.2          360.8            0.1        430.000            0.0              ?          0.000           41.8          0.000           93.5         7953.0          1.000          1.000          1.000          1.000              ?          815.0
     15/07/1954           1954            196          1.007         41.658          880.3          373.5            0.1        430.000            0.0              ?          0.000           42.0          0.000           93.5         7953.0          1.000          1.000          1.000          1.000              ?          853.7
     16/07/1954           1954            197          1.008         42.995          908.2          387.2            0.1        430.000            0.0              ?          0.000           42.1          0.000           93.5         7953.0          1.000          1.000          1.000          1.000              ?          895.4
     17/07/1954           1954            198          1.009         43.096          937.0          401.4            0.1        430.000            0.0              ?          0.000           42.3          0.000           93.5         7953.1          1.000          1.000          1.000          1.000              ?          938.4
     18/07/1954           1954            199          1.009         45.550          965.8          415.7            0.1        430.000            0.0              ?          0.000           42.5          0.000           93.5         7953.1          1.000          1.000          1.000          0.999              ?          981.5
     19/07/1954           1954            200          1.010         42.951          996.2          430.9            0.1        430.000            0.0              ?          0.000           42.6          0.000           93.5         7953.1          1.000          1.000          1.000          1.000              ?         1027.0
     20/07/1954           1954            201          1.011         47.196         1024.8          445.2            0.1        430.000            0.0              ?          0.000           42.7          0.000           93.6         7953.1          1.000          1.000          1.000          1.000              ?         1070.0
     21/07/1954           1954            202          1.011         47.725         1056.2          461.0            0.1        430.000            0.0              ?          0.000           42.8          0.000           93.6         7953.1          1.000          1.000          1.000          1.000              ?         1117.1
     22/07/1954           1954            203          1.012         39.421         1087.8          477.1            0.1        430.000            0.0              ?          0.000           42.9          0.000           93.6         7953.1          1.000          1.000          1.000          0.903              ?         1164.9
     23/07/1954           1954            204          1.013         37.474         1113.9          490.4            0.1        430.000            0.0              ?          0.000           43.1          0.000           93.6         7953.1          1.000          1.000          1.000          1.000              ?         1204.3
     24/07/1954           1954            205          1.015         40.744         1138.7          503.1            0.1        430.000            0.0              ?          0.000           43.2          0.000           93.6         7953.1          1.000          1.000          1.000          1.000              ?         1241.8
     25/07/1954           1954            206          1.016         36.361         1165.6          516.9            0.1        430.000            0.0              ?          0.000           43.3          0.000           93.6         7953.1          1.000          1.000          1.000          1.000              ?         1282.5
     26/07/1954           1954            207          1.016         48.292         1189.6          529.3            0.1        430.000            0.0              ?          0.000           43.5          0.000           93.6         7953.1          1.000          1.000          1.000          1.000              ?         1318.9
     27/07/1954           1954            208          1.017         48.876         1221.4          545.8            0.1        430.000            0.0              ?          0.000           43.6          0.000           93.6         7953.1          1.000          1.000          1.000          1.000              ?         1367.1
     28/07/1954           1954            209          1.018         48.453         1253.6          562.5            0.1        430.000            0.0              ?          0.000           43.7          0.000           93.6         7953.1          1.000          1.000          1.000          1.000              ?         1416.0
     29/07/1954           1954            210          1.018         49.446         1285.4          579.2            0.1        430.000            0.0              ?          0.000           43.8          0.000           93.6         7953.1          1.000          1.000          1.000          1.000              ?         1464.5
     30/07/1954           1954            211          1.019         42.582         1317.8          596.2            0.1        430.000            0.0              ?          0.000           43.8          0.000           93.6         7953.1          1.000          1.000          1.000          0.919          0.000         1513.9
     31/07/1954           1954            212          1.020         47.644         1345.7          610.9            0.1        430.000            0.0              ?          0.000           43.9          0.000           93.6         7953.1          1.000          1.000          1.000          1.000          0.000         1556.5
     01/08/1954           1954            213          1.020         48.289         1376.8          627.4            0.1        430.000            0.0              ?          0.000           44.0          0.000           93.6         7953.1          1.000          1.000          1.000          1.000          0.000         1604.1
     02/08/1954           1954            214          1.021         47.677         1408.4          644.1            0.1        430.000            0.0              ?          0.000           44.0          0.000           93.6         7953.1          1.000          1.000          1.000          0.998          0.000         1652.4
     03/08/1954           1954            215          1.022          2.163         1439.5          660.7            0.1        430.000            0.0              ?          0.000           44.0          0.000           93.6         7953.1          1.000          0.337          1.000          1.000          0.000         1700.1
     04/08/1954           1954            216          1.023          6.003         1440.9          661.4            0.1        430.000            0.0              ?          0.000           44.0          0.000           93.6         7953.1          1.000          0.383          1.000          1.000          0.000         1702.2
     05/08/1954           1954            217          1.024          0.000         1444.8          663.5            0.1        430.000            0.0              ?          0.000           44.0          0.000           93.6         7953.1          1.000          0.274          1.000          1.000          0.000         1708.2
     06/08/1954           1954            218          1.025          0.000         1442.5          662.6            0.1        430.000            0.0              ?          0.000           44.1          0.000           93.5         7953.2          1.000          0.227          1.000          1.000          0.000         1705.0
     07/08/1954           1954            219          1.026          0.000         1431.5          658.2            0.1        430.000            0.0              ?          0.000           44.1          0.000           93.5         7953.2          1.000          0.196          1.000          1.000          0.000         1689.6
     08/08/1954           1954            220          1.026          0.000         1418.9          653.1            0.1        430.000            0.0              ?          0.000           44.2          0.000           93.5         7953.2          1.000          0.170          1.000          1.000          0.000         1671.9
     09/08/1954           1954            221          1.027          0.000         1404.8          647.5            0.1        430.000            0.0              ?          0.000           44.2          0.000           93.4         7953.2          1.000          0.158          1.000          1.000          0.000         1652.2
     10/08/1954           1954            222          2.000          0.000         1396.0          644.0            0.1        430.000            0.0              ?          0.000           44.2          0.000           93.4         7953.2          1.000          0.140          1.000          1.000          0.000         1640.0
     11/08/1954           1954            223          2.001          0.000         1385.5          639.9            0.1        430.000            0.0              ?          0.000           44.3          0.000           93.4         7953.2          1.000          0.127          1.000          1.000          0.000         1625.2
     12/08/1954           1954            224          2.001          0.000         1370.3          633.8            0.1        430.000            0.0              ?          0.000           44.3          0.000           93.4         7953.2          1.000          0.124          0.999          1.000          0.000         1604.0
     13/08/1954           1954            225          2.002         52.497         1356.8          628.6            0.1        430.000            0.0              ?          0.000           44.3          0.000           93.4         7953.2          1.000          1.000          0.999          1.000          0.000         1585.4
     14/08/1954           1954            226          2.002          0.000         1390.0          648.0            0.1        430.000            0.0              ?          0.000           44.3          0.000           93.4         7953.2          1.000          0.112          0.999          1.000          0.000         1637.9
     15/08/1954           1954            227          2.003          0.000         1377.9          643.4            0.1        430.000            0.0              ?          0.000           44.4          0.000           93.4         7953.2          1.000          0.099          0.999          1.000          0.000         1621.2
     16/08/1954           1954            228          2.004          0.000         1361.6          637.5            0.1        430.000            0.0              ?          0.000           44.4          0.000           93.4         7953.2          1.000          0.088          0.999          1.000          0.000         1599.0
     17/08/1954           1954            229          2.005          0.000         1343.8          631.2            0.1        430.000            0.0              ?          0.000           44.4          0.000           93.4         7953.2          1.000          0.078          1.000          1.000          0.000         1574.9
     18/08/1954           1954            230          2.006          0.000         1325.1          624.9            0.1        430.000            0.0              ?          0.000           44.4          0.000           93.4         7953.2          1.000          0.070          1.000          1.000          0.000         1549.9
     19/08/1954           1954            231          2.008          0.000         1305.4          618.5            0.2        430.000            0.0              ?          0.000           44.5          0.000           93.4         7953.2          1.000          0.064          1.000          1.000          0.000         1523.8
     20/08/1954           1954            232          2.009          0.000         1284.9          612.2            0.2        430.000            0.0              ?          0.000           44.5          0.000           93.4         7953.2          1.000          0.058          1.000          1.000          0.000         1497.0
     21/08/1954           1954            233          2.010          0.000         1266.8          606.9            0.3        430.000            0.0              ?          0.000           44.5          0.000           93.4         7953.2          1.000          0.052          1.000          1.000          0.000         1473.6
     22/08/1954           1954            234          2.011          0.000         1247.6          601.5            0.3        430.000            0.0              ?          0.000           44.6          0.000           93.4         7953.2          1.000          0.048          1.000          1.000          0.000         1448.9
     23/08/1954           1954            235          2.013          0.000         1227.0          595.9            0.4        430.000            0.0              ?          0.000           44.6          0.000           93.4         7953.2          1.000          0.044          1.000          1.000          0.000         1422.8
     24/08/1954           1954            236          2.014          0.000         1207.1          590.9            0.4        430.000            0.0              ?          0.000           44.6          0.000           93.3         7953.2          1.000          0.040          1.000          1.000          0.000         1397.8
     25/08/1954           1954            237          2.016          0.000         1185.5          585.6            2.3        430.000            0.0              ?          0.000           44.7          0.000           93.1         7953.3          1.000          0.038          1.000          1.000          0.000         1371.0
     26/08/1954           1954            238          2.017          0.000         1163.3          580.6            2.4        430.000            0.0              ?          0.000           44.8          0.000           93.1         7953.3          1.000          0.036          1.000          1.000          0.000         1343.5
     27/08/1954           1954            239          2.017         94.039         1148.3          577.3            6.1        430.000            0.0              ?          0.000           44.9          0.000           93.1         7953.3          1.000          1.000          1.000          0.939          0.000         1325.0
     28/08/1954           1954            240          2.019          0.000         1191.6          627.9            6.2        430.000            0.0              ?          0.000           44.9          0.000           93.1         7953.4          1.000          0.183          1.000          1.000          0.000         1418.4
     29/08/1954           1954            241          2.020          0.000         1190.0          627.5            6.3        430.000            0.0              ?          0.000           44.8          0.000           93.1         7953.4          1.000          0.041          1.000          1.000          0.000         1415.9
     30/08/1954           1954            242          2.021          0.000         1174.2          623.6            6.5        430.000            0.0              ?          0.000           44.9          0.000           93.1         7953.4          1.000          0.039          1.000          1.000          0.000         1395.8
     31/08/1954           1954            243          2.022          0.000         1160.0          620.3            6.7        430.000            0.0              ?          0.000           44.9          0.000           93.1         7953.4          1.000          0.038          1.000          1.000          0.000         1377.9
     01/09/1954           1954            244          2.023          0.000         1145.5          617.0            6.9        430.000            0.0              ?          0.000           44.9          0.000           93.1         7953.4          1.000          0.036          1.000          1.000          0.000         1359.8
     02/09/1954           1954            245          2.024          0.000         1131.2          613.9            7.1        430.000            0.0              ?          0.000           45.0          0.000           93.1         7953.4          1.000          0.035          1.000          1.000          0.000         1342.0
     03/09/1954           1954            246          2.025          0.000         1116.1          610.8            7.3        430.000            0.0              ?          0.000           45.0          0.000           93.1         7953.4          1.000          0.035          1.000          1.000          0.000         1323.5
     04/09/1954           1954            247          2.026          0.000         1104.8          608.5            7.6        430.000            0.0              ?          0.000           45.0          0.000           93.1         7953.4          1.000          0.034          1.000          1.000          0.000         1309.6
     05/09/1954           1954            248          2.027          0.000         1092.7          606.2            7.8        430.000            0.0              ?          0.000           45.0          0.000           93.1         7953.4          1.000          0.033          1.000          1.000          0.000         1294.9
     06/09/1954           1954            249          2.028          0.000         1080.2          603.8            8.1        430.000            0.0              ?          0.000           45.1          0.000           93.1         7953.4          1.000          0.032          1.000          1.000          0.000         1279.8
     07/09/1954           1954            250          2.029          0.000         1071.1          602.2            8.5        430.000            0.0              ?          0.000           45.1          0.000           93.1         7953.4          1.000          0.032          1.000          1.000          0.000         1268.7
     08/09/1954           1954            251          2.030          0.000         1061.7          600.5            8.8        430.000            0.0              ?          0.000           45.1          0.000           93.1         7953.4          1.000          0.031          1.000          1.000          0.000         1257.4
     09/09/1954           1954            252          2.031          0.000         1051.4          598.8            9.2        430.000            0.0              ?          0.000           45.2          0.000           93.1         7953.4          1.000          0.030          1.000          1.000          0.000         1245.1
     10/09/1954           1954            253          2.032          0.000         1040.2          596.9            9.5        430.000            0.0              ?          0.000           45.2          0.000           93.1         7953.4          1.000          0.029          1.000          1.000          0.000         1231.7
     11/09/1954           1954            254          3.000          0.000         1029.9          595.2           10.0        430.000            0.0              ?          0.000           45.2          0.000           93.1         7953.4          1.000          0.029          1.000          1.000          0.000         1219.5
     12/09/1954           1954            255          3.001          1.624         1019.9          593.6           12.5        430.000            0.0              ?          0.000           45.2          0.000           93.1         7953.4          1.000          0.028          1.000          0.656          0.000         1207.7
     13/09/1954           1954            256          3.002          1.386         1020.8          594.1           13.0        430.000            0.0              ?          0.000           45.3          0.000           93.1         7953.4          1.000          0.028          1.000          0.592          0.000         1208.6
     14/09/1954           1954            257          3.003          1.552         1021.4          594.5           13.7        430.000            0.0              ?          0.000           45.3          0.000           93.1         7953.4          1.000          0.027          1.000          0.654          0.000         1209.1
     15/09/1954           1954            258          3.004          1.738         1022.0          594.8           14.8        430.000            0.0              ?          0.000           45.4          0.000           93.0         7953.4          1.000          0.027          1.000          0.726          0.000         1209.7
     16/09/1954           1954            259          3.005          3.687         1022.7          595.2           52.8        430.000            0.0              ?          0.000           45.6          0.000           93.0         7953.4          1.000          0.159          1.000          0.541          0.000         1210.3
     17/09/1954           1954            260          3.006          3.209         1024.7          596.1          114.2        430.000            0.0              ?          0.000           45.8          0.000           93.0         7953.5          1.000          1.000          1.000          0.644          0.000         1209.7
     18/09/1954           1954            261          3.007          2.731         1025.1          596.7          177.0        430.000            0.0              ?          0.000           45.9          0.000           93.0         7953.5          1.000          1.000          1.000          0.611          0.000         1203.0
     19/09/1954           1954            262          3.008          2.308         1023.9          596.9          240.9        430.000            0.0              ?          0.000           46.1          0.000           93.0         7953.5          1.000          1.000          1.000          0.909          0.000         1190.5
     20/09/1954           1954            263          3.009          2.042         1021.8          596.9          275.0        430.000            0.0              ?          0.000           46.4          0.000           93.0         7953.5          1.000          1.000          1.000          0.821          0.000         1173.5
     21/09/1954           1954            264          3.010          1.813         1019.4          596.9          272.8        430.000            0.0              ?          0.000           46.6          0.000           93.1         7953.5          1.000          1.000          1.000          0.746          0.000         1155.5
     22/09/1954           1954            265          3.011          1.549         1015.8          596.6          269.5        430.000            0.0              ?          0.000           46.8          0.000           93.2         7953.5          1.000          1.000          1.000          0.670          0.000         1166.7
     23/09/1954           1954            266          3.012          1.280         1011.2          596.2          265.5        430.000            0.0              ?          0.000           47.0          0.000           93.2         7953.5          1.000          1.000          1.000          0.714          0.000         1197.1
     24/09/1954           1954            267          3.013          1.051         1006.1          595.6          261.1        430.000            0.0              ?          0.000           47.2          0.000           93.3         7953.5          1.000          1.000          1.000          1.000          0.000         1226.8
     25/09/1954           1954            268          3.014          0.818         1001.0          594.9          257.0        430.000            0.0              ?          0.000           47.5          0.000           93.5         7953.5          1.000          1.000          1.000          0.612          0.000         1250.6
     26/09/1954           1954            269          3.015          0.659          995.7          594.2          253.0        430.000            0.0              ?          0.000           47.7          0.000           93.6         7953.5          1.000          1.000          1.000          1.000          0.000         1274.2
     27/09/1954           1954            270          3.016          0.552          990.4          593.4          249.2        430.000            0.0              ?          0.000           47.9          0.000           93.7         7953.5          1.000          1.000          1.000          0.729          0.000         1290.7
     28/09/1954           1954            271          3.017          0.433          985.1          592.7          245.6        430.000            0.0              ?          0.000           48.0          0.000           93.8         7953.5          1.000          1.000          1.000          0.718          0.000         1301.0
     29/09/1954           1954            272          3.018          0.334          980.0          591.9          334.2        430.000            0.0              ?          0.000           48.1          0.000           93.8         7953.4          1.000          1.000          1.000          0.914          0.000         1310.4
     30/09/1954           1954            273          3.019          0.241          971.5          590.6          352.8        430.000            0.0              ?          0.000           48.3          0.000           93.9         7953.4          1.000          1.000          1.000          0.735          0.000         1309.3
     01/10/1954           1954            274          3.020          0.126          962.6          589.2          345.0        430.000            0.0              ?          0.000           48.5          0.000           94.0         7953.4          1.000          1.000          1.000          0.604          0.000         1305.7
     02/10/1954           1954            275          3.021          0.030          953.2          587.7          336.8        430.000            0.0              ?          0.000           48.7          0.000           94.1         7953.4          1.000          1.000          1.000          0.611          0.000         1303.1
     03/10/1954           1954            276          3.022          0.000          943.9          586.1          328.8        430.000            0.0              ?          0.000           49.0          0.000           94.2         7953.4          1.000          1.000          1.000          0.614          0.000         1300.5
     04/10/1954           1954            277          3.023          0.000          934.7          584.6          347.4        430.000            0.0              ?          0.000           49.1          0.000           94.3         7953.4          1.000          1.000          1.000          0.841          0.000         1297.9
     05/10/1954           1954            278          3.024          0.000          925.0          582.9          413.3        430.000            0.0              ?          0.000           49.3          0.000           94.4         7953.4          1.000          1.000          1.000          1.000          0.000         1291.3
     06/10/1954           1954            279          3.025          0.000          913.5          580.9          422.0        430.000            0.0              ?          0.000           49.5          0.000           94.5         7953.4          1.000          1.000          1.000          0.713          0.000         1278.2
     07/10/1954           1954            280          3.026          0.000          901.9          578.8          469.5        430.000            0.0              ?          0.000           49.7          0.000           94.5         7953.3          1.000          1.000          1.000          0.693          0.000         1264.9
     08/10/1954           1954            281          3.027          0.000          889.3          576.6          457.0        430.000            0.0              ?          0.000           50.0          0.000           94.6         7953.3          1.000          1.000          1.000          0.637          0.000         1247.4
     09/10/1954           1954            282          3.028          0.000          876.6          574.3          444.6        430.000            0.0              ?          0.000           50.2          0.000           94.7         7953.3          1.000          1.000          1.000          0.572          0.000         1231.1
     10/10/1954           1954            283          3.029          0.000          864.2          572.0          460.9        430.000            0.0              ?          0.000           50.5          0.000           94.8         7953.2          1.000          1.000          1.000          0.611          0.000         1215.4
     11/10/1954           1954            284          3.030          0.000          851.8          569.7          514.7        430.000            0.0              ?          0.000           50.8          0.000           94.4         7952.7          1.000          1.000          1.000          0.603          0.000         1198.0
     12/10/1954           1954            285          3.031          0.000          837.7          567.0          500.1        430.000            0.0              ?          0.000           51.1          0.000           93.8         7952.0          1.000          1.000          1.000          0.650          0.000         1176.0
     13/10/1954           1954            286          3.032          0.000          823.7          564.4          485.7        430.000            0.0              ?          0.000           51.3          0.000           93.3         7951.3          1.000          1.000          1.000          0.660          0.000         1155.7
     14/10/1954           1954            287          3.033          0.000          809.7          561.7          471.2        430.000            0.0              ?          0.000           51.6          0.000           92.9         7950.7          1.000          1.000          1.000          0.841          0.000         1137.2
     15/10/1954           1954            288          3.034          0.000          795.9          559.0          457.0        430.000            0.0              ?          0.000           51.8          0.000           92.6         7950.3          1.000          1.000          1.000          1.000          0.000         1120.3
     16/10/1954           1954            289          3.035          0.000          783.5          556.6          444.4        430.000            0.0              ?          0.000           52.0          0.000           92.5         7949.9          1.000          1.000          1.000          1.000          0.000         1105.0
     17/10/1954           1954            290          3.036          0.000          771.4          554.3          432.3        430.000            0.0              ?          0.000           52.2          0.000           92.4         7949.7          1.000          1.000          1.000          1.000          0.000         1091.0
     18/10/1954           1954            291          3.037          0.000          758.8          551.7          419.2        430.000            0.0              ?          0.000           52.3          0.000           92.3         7949.6          1.000          1.000          1.000          1.000          0.000         1077.8
     19/10/1954           1954            292          3.038          0.000          746.4          549.0          406.4        430.000            0.0              ?          0.000           52.5          0.000           92.4         7949.6          1.000          1.000          1.000          1.000          0.000         1065.7
     20/10/1954           1954            293          3.039          0.000          734.9          546.6          394.7        430.000            0.0              ?          0.000           52.6          0.000           92.3         7949.4          1.000          1.000          1.000          1.000          0.000         1054.6
     21/10/1954           1954            294          3.040          0.000          724.4          544.4          440.6        430.000            0.0              ?          0.000           52.7          0.000           91.9         7948.9          1.000          1.000          1.000          0.914          0.000         1044.5
     22/10/1954           1954            295          3.041          0.000          711.8          541.6          454.5        430.000            0.0              ?          0.000           52.8          0.000           91.4         7948.3          1.000          1.000          1.000          1.000          0.000         1030.0
     23/10/1954           1954            296          3.042          0.000          698.6          538.5          440.2        430.000            0.0              ?          0.000           53.0          0.000           90.9         7947.7          1.000          1.000          1.000          0.817          0.000         1014.0
     24/10/1954           1954            297          3.043          0.000          686.0          535.5          426.5        430.000            0.0              ?          0.000           53.2          0.000           90.5         7947.2          1.000          1.000          1.000          1.000          0.000          999.4
