ApsimVersion = 7.10
Title = Maize P
           Date            esw            day           year          yield         stover        biomass            lai    pfact_photo    nfact_photo    swdef_photo
   (dd/mm/yyyy)           (mm)          (day)         (year)        (kg/ha)        (kg/ha)        (kg/ha)        (m2/m2)             ()             ()             ()
     23/06/1989        148.822            174           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     24/06/1989        148.131            175           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     25/06/1989        147.371            176           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     26/06/1989        146.510            177           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     27/06/1989        145.623            178           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     28/06/1989        145.005            179           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     29/06/1989        149.802            180           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     30/06/1989        149.925            181           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     01/07/1989        149.436            182           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     02/07/1989        149.245            183           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     03/07/1989        148.409            184           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     04/07/1989        148.774            185           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     05/07/1989        147.898            186           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     06/07/1989        147.093            187           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     07/07/1989        146.255            188           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     08/07/1989        145.349            189           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     09/07/1989        144.423            190           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     10/07/1989        149.112            191           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     11/07/1989        148.361            192           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     12/07/1989        147.536            193           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     13/07/1989        146.766            194           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     14/07/1989        145.984            195           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     15/07/1989        145.247            196           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     16/07/1989        144.485            197           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     17/07/1989        143.893            198           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     18/07/1989        143.406            199           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     19/07/1989        142.951            200           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     20/07/1989        142.525            201           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     21/07/1989        142.121            202           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     22/07/1989        141.736            203           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     23/07/1989        141.369            204           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     24/07/1989        154.185            205           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     25/07/1989        153.352            206           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     26/07/1989        152.374            207           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     27/07/1989        151.363            208           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     28/07/1989        150.358            209           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     29/07/1989        149.390            210           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     30/07/1989        148.405            211           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     31/07/1989        147.689            212           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     01/08/1989        151.991            213           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     02/08/1989        150.966            214           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     03/08/1989        149.905            215           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     04/08/1989        148.845            216           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     05/08/1989        149.070            217           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     06/08/1989        149.224            218           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     07/08/1989        148.297            219           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     08/08/1989        147.473            220           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     09/08/1989        146.444            221           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     10/08/1989        145.346            222           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     11/08/1989        144.724            223           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     12/08/1989        144.168            224           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     13/08/1989        143.659            225           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     14/08/1989        143.188            226           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     15/08/1989        142.747            227           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     16/08/1989        142.332            228           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     17/08/1989        141.938            229           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     18/08/1989        158.936            230           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     19/08/1989        159.197            231           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     20/08/1989        158.023            232           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     21/08/1989        156.761            233           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     22/08/1989        155.506            234           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     23/08/1989        159.538            235           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     24/08/1989        159.602            236           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     25/08/1989        158.381            237           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     26/08/1989        157.039            238           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     27/08/1989        155.766            239           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     28/08/1989        154.459            240           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     29/08/1989        152.941            241           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     30/08/1989        151.558            242           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     31/08/1989        150.708            243           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     01/09/1989        149.669            244           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     02/09/1989        148.702            245           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     03/09/1989        147.757            246           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     04/09/1989        147.006            247           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     05/09/1989        146.362            248           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     06/09/1989        145.790            249           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     07/09/1989        145.270            250           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     08/09/1989        144.790            251           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     09/09/1989        144.341            252           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     10/09/1989        143.919            253           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     11/09/1989        143.520            254           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     12/09/1989        151.006            255           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     13/09/1989        149.561            256           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     14/09/1989        148.090            257           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     15/09/1989        146.585            258           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     16/09/1989        144.997            259           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     17/09/1989        143.356            260           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     18/09/1989        142.983            261           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     19/09/1989        142.625            262           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     20/09/1989        142.281            263           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     21/09/1989        141.949            264           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     22/09/1989        141.629            265           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     23/09/1989        141.318            266           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     24/09/1989        141.017            267           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     25/09/1989        140.724            268           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     26/09/1989        140.439            269           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     27/09/1989        140.161            270           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     28/09/1989        139.889            271           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     29/09/1989        139.624            272           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     30/09/1989        139.365            273           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     01/10/1989        139.111            274           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     02/10/1989        138.862            275           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     03/10/1989        138.617            276           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     04/10/1989        138.378            277           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     05/10/1989        138.142            278           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     06/10/1989        137.911            279           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     07/10/1989        137.684            280           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     08/10/1989        137.460            281           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     09/10/1989        137.240            282           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     10/10/1989        137.023            283           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     11/10/1989        136.809            284           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     12/10/1989        136.598            285           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     13/10/1989        136.391            286           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     14/10/1989        136.186            287           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     15/10/1989        135.984            288           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     16/10/1989        135.784            289           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     17/10/1989        135.587            290           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     18/10/1989        144.857            291           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     19/10/1989        142.469            292           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     20/10/1989        145.431            293           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     21/10/1989        147.048            294           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     22/10/1989        145.087            295           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     23/10/1989        143.693            296           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     24/10/1989        162.289            297           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     25/10/1989        171.404            298           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     26/10/1989        171.799            299           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     27/10/1989        171.665            300           1989            0.0            0.0            0.0          0.000          1.000          1.000          1.000
     28/10/1989        173.757            301           1989            0.0            1.2            1.2          0.002          1.000          0.977          1.000
     29/10/1989        171.653            302           1989            0.0            1.6            1.6          0.004          1.000          0.941          1.000
     30/10/1989        169.525            303           1989            0.0            2.4            2.4          0.006          0.495          0.937          1.000
     31/10/1989        167.232            304           1989            0.0            3.5            3.5          0.009          1.000          0.936          1.000
     01/11/1989        165.693            305           1989            0.0            4.9            4.9          0.012          1.000          0.933          1.000
     02/11/1989        179.158            306           1989            0.0            6.0            6.0          0.017          1.000          0.933          1.000
     03/11/1989        205.154            307           1989            0.0            8.0            8.0          0.020          1.000          0.942          1.000
     04/11/1989        202.775            308           1989            0.0           11.5           11.5          0.025          1.000          0.947          1.000
     05/11/1989        200.560            309           1989            0.0           15.4           15.4          0.030          1.000          0.949          1.000
     06/11/1989        227.996            310           1989            0.0           19.5           19.5          0.036          1.000          0.950          1.000
     07/11/1989        230.147            311           1989            0.0           24.5           24.5          0.044          1.000          0.953          1.000
     08/11/1989        221.753            312           1989            0.0           32.7           32.7          0.050          1.000          0.958          1.000
     09/11/1989        213.394            313           1989            0.0           42.6           42.6          0.058          1.000          0.961          1.000
     10/11/1989        210.133            314           1989            0.0           51.6           51.6          0.068          1.000          0.961          1.000
     11/11/1989        216.559            315           1989            0.0           61.0           61.0          0.078          1.000          0.962          1.000
     12/11/1989        209.709            316           1989            0.0           74.9           74.9          0.091          1.000          0.963          1.000
     13/11/1989        209.773            317           1989            0.0           87.8           87.8          0.105          1.000          0.963          1.000
     14/11/1989        203.720            318           1989            0.0          105.7          105.7          0.122          1.000          0.964          1.000
     15/11/1989        197.880            319           1989            0.0          126.9          126.9          0.142          1.000          0.964          1.000
     16/11/1989        192.615            320           1989            0.0          150.3          150.3          0.164          1.000          0.964          1.000
     17/11/1989        187.505            321           1989            0.0          178.0          178.0          0.189          1.000          0.965          1.000
     18/11/1989        205.693            322           1989            0.0          202.1          202.1          0.221          1.000          0.965          1.000
     19/11/1989        205.672            323           1989            0.0          227.2          227.2          0.254          1.000          0.965          1.000
     20/11/1989        204.882            324           1989            0.0          262.7          262.7          0.289          1.000          0.966          1.000
     21/11/1989        200.507            325           1989            0.0          310.1          310.1          0.320          1.000          0.968          1.000
     22/11/1989        196.123            326           1989            0.0          362.5          362.5          0.353          1.000          0.969          1.000
     23/11/1989        192.000            327           1989            0.0          414.7          414.7          0.387          1.000          0.970          1.000
     24/11/1989        187.777            328           1989            0.0          474.6          474.6          0.421          1.000          0.971          1.000
     25/11/1989        183.314            329           1989            0.0          542.8          542.8          0.464          1.000          0.970          1.000
     26/11/1989        179.624            330           1989            0.0          614.4          614.4          0.511          1.000          0.968          1.000
     27/11/1989        176.676            331           1989            0.0          694.5          694.5          0.556          1.000          0.967          1.000
     28/11/1989        173.999            332           1989            0.0          780.8          780.8          0.609          1.000          0.964          1.000
     29/11/1989        171.315            333           1989            0.0          879.4          879.4          0.659          1.000          0.961          1.000
     30/11/1989        168.474            334           1989            0.0          989.2          989.2          0.713          1.000          0.958          1.000
     01/12/1989        165.564            335           1989            0.0         1105.6         1105.6          0.771          1.000          0.955          1.000
     02/12/1989        162.266            336           1989            0.0         1227.2         1227.2          0.833          1.000          0.951          1.000
     03/12/1989        159.335            337           1989            0.0         1347.8         1347.8          0.905          1.000          0.947          1.000
     04/12/1989        157.829            338           1989            0.0         1459.2         1459.2          0.993          1.000          0.942          1.000
     05/12/1989        164.193            339           1989            0.0         1534.9         1534.9          1.091          1.000          0.937          1.000
     06/12/1989        169.601            340           1989            0.0         1680.1         1680.1          1.173          1.000          0.933          1.000
     07/12/1989        165.110            341           1989            0.0         1841.3         1841.3          1.267          1.000          0.928          1.000
     08/12/1989        160.980            342           1989            0.0         2011.5         2011.5          1.368          1.000          0.924          1.000
     09/12/1989        157.416            343           1989            0.0         2175.2         2175.2          1.463          1.000          0.920          1.000
     10/12/1989        152.009            344           1989            0.0         2369.3         2369.3          1.555          1.000          0.916          1.000
     11/12/1989        145.013            345           1989            0.0         2578.9         2578.9          1.637          1.000          0.914          0.995
     12/12/1989        138.488            346           1989            0.0         2778.4         2778.4          1.721          1.000          0.911          0.948
     13/12/1989        132.593            347           1989            0.0         2987.1         2987.1          1.825          1.000          0.907          1.000
     14/12/1989        135.223            348           1989            0.0         3131.2         3131.2          1.917          1.000          0.892          1.000
     15/12/1989        164.063            349           1989            0.0         3285.5         3285.5          1.984          1.000          0.877          1.000
     16/12/1989        161.343            350           1989            0.0         3466.3         3466.3          2.037          1.000          0.862          1.000
     17/12/1989        157.777            351           1989            0.0         3667.0         3667.0          2.081          1.000          0.846          1.000
     18/12/1989        152.921            352           1989            0.0         3890.1         3890.1          2.119          1.000          0.829          1.000
     19/12/1989        147.057            353           1989            0.0         4120.2         4120.2          2.154          1.000          0.809          1.000
     20/12/1989        139.875            354           1989            0.0         4342.8         4342.8          2.185          1.000          0.793          0.955
     21/12/1989        133.051            355           1989            0.0         4521.9         4521.9          2.214          1.000          0.787          0.760
     22/12/1989        139.820            356           1989            0.0         4728.7         4728.7          2.257          1.000          0.748          1.000
     23/12/1989        170.711            357           1989            0.0         4903.9         4903.9          2.300          1.000          0.716          1.000
     24/12/1989        166.941            358           1989            0.0         5088.5         5088.5          2.346          1.000          0.685          1.000
     25/12/1989        169.080            359           1989            0.0         5243.4         5243.4          2.382          1.000          0.659          1.000
     26/12/1989        163.931            360           1989            0.0         5423.6         5423.6          2.421          1.000          0.631          1.000
     27/12/1989        158.466            361           1989            0.0         5612.4         5612.4          2.452          1.000          0.602          1.000
     28/12/1989        153.462            362           1989            0.0         5793.3         5793.3          2.443          1.000          0.574          1.000
     29/12/1989        148.421            363           1989            0.0         5967.8         5967.8          2.423          1.000          0.546          1.000
     30/12/1989        143.755            364           1989            0.0         6132.0         6132.0          2.396          1.000          0.519          1.000
     31/12/1989        138.827            365           1989            0.0         6289.6         6289.6          2.364          1.000          0.494          1.000
