ApsimVersion = 7.4
Title = TemperateGrassEstablished daily
           Date           year            day      phenology         growth        leaf_dm        stem_dm      litter_dm          rtdep         urea()      cover_tot   uptake_nh4()          nh4()   uptake_no3()          no3()      nit_tot()       glf_nitr         glf_sm        glf_tmp        glf_vpd     removed_dm       avail_dm
   (dd/mm/yyyy)         (year)          (day)            (-)      (kg/ha/d)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)      (m^2/m^2)      (kg/ha/d)        (kg/ha)      (kg/ha/d)        (kg/ha)        (kg/ha)            (-)            (-)            (-)            (-)             ()        (kg/ha)
     13/10/1954           1954            286          3.032          0.000         1144.2          831.9          686.1       1249.791            0.0          0.967          0.017            4.7          0.002           23.9         7856.9          1.000          1.000          1.000          0.625          0.000         1631.1
     14/10/1954           1954            287          3.033          0.000         1124.4          827.9          665.4       1249.791            0.0          0.966          0.015            4.9          0.002           23.4         7856.4          1.000          1.000          1.000          0.794          0.000         1606.7
     15/10/1954           1954            288          3.034          0.000         1105.5          823.9          645.7       1249.791            0.0          0.964          0.013            5.1          0.002           22.9         7856.0          1.000          1.000          1.000          1.000          0.000         1584.6
     16/10/1954           1954            289          3.035          0.000         1088.5          820.4          628.4       1249.791            0.0          0.962          0.012            5.3          0.002           22.6         7855.7          1.000          1.000          1.000          1.000          0.000         1564.4
     17/10/1954           1954            290          3.036          0.000         1072.0          816.9          611.4       1249.791            0.0          0.961          0.011            5.4          0.001           22.4         7855.6          1.000          1.000          1.000          1.000          0.000         1545.8
     18/10/1954           1954            291          3.037          0.000         1054.3          813.0          593.1       1249.791            0.0          0.959          0.010            5.6          0.001           22.2         7855.5          1.000          1.000          1.000          1.000          0.000         1528.4
     19/10/1954           1954            292          3.038          0.000         1037.2          809.1          575.2       1249.791            0.0          0.957          0.009            5.7          0.001           22.2         7855.4          1.000          1.000          1.000          1.000          0.000         1512.4
     20/10/1954           1954            293          3.039          0.000         1021.4          805.5          558.9       1249.791            0.0          0.955          0.008            5.8          0.001           22.1         7855.4          1.000          1.000          1.000          0.976          0.000         1497.7
     21/10/1954           1954            294          3.040          0.000         1007.4          802.3          624.1       1249.791            0.0          0.956          0.007            6.0          0.001           21.8         7855.1          1.000          1.000          1.000          0.833          0.000         1484.1
     22/10/1954           1954            295          3.041          0.000          989.6          798.1          643.3       1249.791            0.0          0.955          0.006            6.2          0.000           21.5         7854.8          1.000          1.000          1.000          0.925          0.000         1464.6
     23/10/1954           1954            296          3.042          0.000          970.9          793.4          622.7       1249.791            0.0          0.952          0.005            6.3          0.000           21.1         7854.4          1.000          1.000          1.000          0.700          0.000         1442.9
     24/10/1954           1954            297          3.043          0.000          952.3          788.7          602.2       1249.791            0.0          0.950          0.005            6.5          0.000           20.7         7854.1          1.000          1.000          1.000          0.893          0.000         1423.0
     25/10/1954           1954            298          3.044          0.000          934.6          784.1          582.7       1249.791            0.0          0.948          0.004            6.7          0.000           20.4         7853.8          1.000          1.000          1.000          0.872          0.000         1404.8
     26/10/1954           1954            299          3.045          0.000          918.0          779.7          564.5       1249.791            0.0          0.945          0.003            6.9          0.000           20.2         7853.6          1.000          1.000          1.000          0.990          0.000         1388.1
     27/10/1954           1954            300          3.046          0.000          902.4          775.4          547.4       1249.791            0.0          0.943          0.003            7.2          0.000           20.1         7853.5          1.000          1.000          1.000          0.890          0.000         1372.7
     28/10/1954           1954            301          3.047          0.000          887.7          771.3          531.2       1249.791            0.0          0.940          0.002            7.4          0.000           20.0         7853.4          1.000          1.000          1.000          1.000          0.000         1358.5
     29/10/1954           1954            302          3.048          0.000          873.4          767.2          515.7       1249.791            0.0          0.938          0.002            7.6          0.000           20.0         7853.4          1.000          1.000          1.000          0.983          0.000         1345.1
     30/10/1954           1954            303          3.049          0.000          859.7          763.2          500.7       1249.791            0.0          0.935          0.002            7.8          0.000           20.0         7853.4          1.000          1.000          1.000          0.805          0.000         1332.7
     31/10/1954           1954            304          3.050          0.000          846.5          759.2          486.2       1249.791            0.0          0.933          0.002            8.1          0.000           20.0         7853.4          1.000          1.000          1.000          0.840          0.000         1321.1
     01/11/1954           1954            305          3.051          0.000          833.7          755.2          472.2       1249.791            0.0          0.930          0.001            8.3          0.000           20.0         7853.5          1.000          1.000          1.000          1.000          0.000         1310.3
     02/11/1954           1954            306          3.052          0.000          821.3          751.2          458.6       1249.791            0.0          0.928          0.001            8.6          0.000           20.1         7853.5          1.000          1.000          1.000          0.898          0.000         1300.1
     03/11/1954           1954            307          3.053          0.000          809.3          747.3          445.4       1249.791            0.0          0.925          0.001            8.8          0.000           20.1         7853.5          1.000          1.000          1.000          1.000          0.000         1290.5
     04/11/1954           1954            308          3.054          0.000          798.3          743.6          433.5       1249.791            0.0          0.922          0.001            9.1          0.000           20.2         7853.5          1.000          1.000          1.000          1.000          0.000         1281.4
     05/11/1954           1954            309          3.055          0.000          787.5          739.9          421.7       1249.791            0.0          0.920          0.001            9.2          0.000           20.2         7853.5          1.000          1.000          1.000          1.000          0.000         1272.8
     06/11/1954           1954            310          3.056          0.000          777.1          736.2          473.7       1249.791            0.0          0.920          0.001            9.4          0.000           20.2         7853.6          1.000          1.000          1.000          1.000          0.000         1264.6
     07/11/1954           1954            311          3.057          0.000          763.8          731.5          458.2       1249.791            0.0          0.917          0.000            9.7          0.000           20.1         7853.5          1.000          1.000          1.000          1.000          0.000         1251.1
     08/11/1954           1954            312          3.058          0.000          750.9          726.9          443.1       1249.791            0.0          0.914          0.000            9.9          0.000           20.0         7853.4          1.000          1.000          1.000          1.000          0.000         1238.6
     09/11/1954           1954            313          3.059          0.000          739.0          722.5          429.4       1249.791            0.0          0.910          0.000           10.2          0.000           19.9         7853.3          1.000          1.000          1.000          1.000          0.000         1227.0
     10/11/1954           1954            314          3.060          0.000          728.1          718.3          416.8       1249.791            0.0          0.907          0.000           10.5          0.000           19.9         7853.2          1.000          1.000          1.000          1.000          0.000         1216.2
     11/11/1954           1954            315          3.061          0.000          717.8          714.3          405.0       1249.791            0.0          0.904          0.000           10.8          0.000           19.9         7853.1          1.000          1.000          1.000          1.000          0.000         1206.0
     12/11/1954           1954            316          3.062          0.000          708.1          710.5          394.0       1249.791            0.0          0.901          0.000           11.1          0.000           19.9         7853.1          1.000          1.000          1.000          1.000          0.000         1196.6
     13/11/1954           1954            317          3.063          0.000          699.1          706.8          383.8       1249.791            0.0          0.898          0.000           11.3          0.000           20.0         7853.1          1.000          1.000          1.000          1.000          0.000         1187.7
     14/11/1954           1954            318          3.064          0.000          690.9          703.4          412.0       1249.791            0.0          0.898          0.000           11.6          0.000           20.0         7853.2          1.000          1.000          1.000          1.000          0.000         1179.5
     15/11/1954           1954            319          3.065          0.000          680.2          699.0          404.8       1249.791            0.0          0.895          0.000           11.9          0.000           20.1         7853.2          1.000          1.000          1.000          1.000          0.000         1168.2
     16/11/1954           1954            320          3.066          0.000          670.1          694.7          392.8       1249.791            0.0          0.891          0.000           12.2          0.000           20.2         7853.2          1.000          1.000          1.000          1.000          0.000         1157.1
     17/11/1954           1954            321          3.067          0.000          660.7          690.7          381.7       1249.791            0.0          0.888          0.000           12.6          0.000           20.3         7853.2          1.000          1.000          1.000          1.000          0.000         1146.9
     18/11/1954           1954            322          3.068          0.000          652.1          686.9          371.6       1249.791            0.0          0.884          0.000           12.9          0.000           20.4         7853.2          1.000          1.000          1.000          1.000          0.000         1137.4
     19/11/1954           1954            323          3.069          0.000          644.2          683.4          362.6       1249.791            0.0          0.881          0.000           13.2          0.000           20.6         7853.2          1.000          1.000          1.000          1.000          0.000         1128.5
     20/11/1954           1954            324          3.070          0.000          637.2          680.2          402.4       1249.791            0.0          0.882          0.000           13.5          0.000           20.7         7853.3          1.000          1.000          1.000          1.000          0.000         1120.3
     21/11/1954           1954            325          3.071          0.000          627.1          675.7          390.0       1249.791            0.0          0.878          0.000           13.8          0.000           20.7         7853.2          1.000          1.000          1.000          1.000          0.000         1108.1
     22/11/1954           1954            326          3.072          0.000          617.8          671.5          378.8       1249.791            0.0          0.874          0.000           14.0          0.000           20.8         7853.2          1.000          1.000          1.000          1.000          0.000         1097.1
     23/11/1954           1954            327          3.073          0.000          609.2          667.6          368.4       1249.791            0.0          0.870          0.000           14.2          0.000           20.8         7853.1          1.000          1.000          1.000          1.000          0.000         1086.9
     24/11/1954           1954            328          3.074          0.000          600.9          663.7          358.3       1249.791            0.0          0.867          0.000           14.4          0.000           20.9         7853.1          1.000          1.000          1.000          1.000          0.000         1077.2
     25/11/1954           1954            329          3.075          0.000          593.0          659.9          349.0       1249.791            0.0          0.863          0.000           14.6          0.000           20.9         7853.0          1.000          1.000          1.000          1.000          0.000         1068.0
     26/11/1954           1954            330          3.076          0.000          585.7          656.3          396.8       1249.791            0.0          0.865          0.000           14.8          0.000           20.8         7852.8          1.000          1.000          1.000          1.000          0.000         1059.5
     27/11/1954           1954            331          3.077          0.000          576.4          651.9          385.1       1249.791            0.0          0.861          0.000           15.1          0.000           20.6         7852.5          1.000          1.000          1.000          1.000          0.000         1046.5
     28/11/1954           1954            332          3.078          0.000          567.2          647.4          373.5       1249.791            0.0          0.856          0.000           15.4          0.000           20.4         7852.2          1.000          1.000          1.000          1.000          0.000         1034.5
     29/11/1954           1954            333          3.079          0.000          558.7          643.3          392.8       1249.791            0.0          0.855          0.000           15.7          0.000           20.3         7851.9          1.000          1.000          1.000          1.000          0.000         1023.5
     30/11/1954           1954            334          3.080          0.000          549.7          638.9          381.2       1249.791            0.0          0.851          0.000           16.0          0.000           20.2         7851.7          1.000          1.000          1.000          1.000          0.000         1010.6
     01/12/1954           1954            335          3.081          0.000          541.2          634.7          370.5       1249.791            0.0          0.846          0.000           16.3          0.000           20.1         7851.5          1.000          1.000          1.000          1.000          0.000          998.8
     02/12/1954           1954            336          3.082          0.000          533.3          630.8          360.7       1249.791            0.0          0.842          0.000           16.7          0.000           20.2         7851.4          1.000          1.000          1.000          1.000          0.000          987.9
     03/12/1954           1954            337          3.083          0.000          526.0          627.1          351.6       1249.791            0.0          0.839          0.000           17.0          0.000           20.2         7851.3          1.000          1.000          1.000          1.000          0.000          977.8
     04/12/1954           1954            338          3.084          0.000          519.4          623.7          343.4       1249.791            0.0          0.835          0.000           17.3          0.000           20.4         7851.2          1.000          1.000          1.000          1.000          0.000          968.6
     05/12/1954           1954            339          3.085          0.000          513.4          620.6          336.3       1249.791            0.0          0.832          0.000           17.6          0.000           20.5         7851.2          1.000          1.000          1.000          1.000          0.000          960.0
     06/12/1954           1954            340          3.086          0.000          508.2          617.9          374.2       1249.791            0.0          0.834          0.000           17.9          0.000           20.6         7851.1          1.000          1.000          1.000          1.000          0.000          952.2
     07/12/1954           1954            341          3.087          0.000          499.6          613.5          363.0       1249.791            0.0          0.829          0.000           18.2          0.000           20.7         7851.0          1.000          1.000          1.000          1.000          0.000          940.6
     08/12/1954           1954            342          3.088          0.000          491.5          609.3          352.4       1249.791            0.0          0.824          0.000           18.6          0.000           20.8         7850.9          1.000          1.000          1.000          1.000          0.000          929.9
     09/12/1954           1954            343          3.089          0.000          484.0          605.3          342.8       1249.791            0.0          0.819          0.000           18.9          0.000           20.9         7850.9          1.000          1.000          1.000          1.000          0.000          920.0
     10/12/1954           1954            344          3.090          0.000          477.2          601.7          334.1       1249.791            0.0          0.815          0.000           19.3          0.000           21.1         7850.8          1.000          1.000          1.000          1.000          0.000          910.9
     11/12/1954           1954            345          3.091          0.000          471.2          598.4          326.5       1249.791            0.0          0.812          0.000           19.6          0.000           21.2         7850.8          1.000          1.000          1.000          1.000          0.000          902.5
     12/12/1954           1954            346          3.092          0.000          466.0          595.5          320.1       1249.791            0.0          0.808          0.000           19.9          0.000           21.4         7850.8          1.000          1.000          1.000          1.000          0.000          894.8
     13/12/1954           1954            347          3.093          0.000          461.4          593.0          314.7       1249.791            0.0          0.805          0.000           20.3          0.000           21.6         7850.8          1.000          1.000          1.000          1.000          0.000          887.7
     14/12/1954           1954            348          3.094          0.000          457.3          590.7          336.1       1249.791            0.0          0.805          0.000           20.6          0.000           21.8         7850.8          1.000          1.000          1.000          1.000          0.000          881.2
     15/12/1954           1954            349          3.095          0.000          450.5          586.9          331.0       1249.791            0.0          0.801          0.000           20.9          0.000           22.0         7850.8          1.000          1.000          1.000          1.000          0.000          872.3
     16/12/1954           1954            350          3.096          0.000          444.0          583.1          322.3       1249.791            0.0          0.797          0.000           21.3          0.000           22.2         7850.8          1.000          1.000          1.000          1.000          0.000          863.6
     17/12/1954           1954            351          3.097          0.000          438.1          579.7          314.7       1249.791            0.0          0.793          0.000           21.5          0.000           22.4         7850.8          1.000          1.000          1.000          1.000          0.000          855.7
     18/12/1954           1954            352          3.098          0.000          433.0          576.7          308.2       1249.791            0.0          0.789          0.000           21.9          0.000           22.6         7850.8          1.000          1.000          1.000          1.000          0.000          848.3
     19/12/1954           1954            353          3.099          0.000          428.3          574.0          302.4       1249.791            0.0          0.786          0.000           22.2          0.000           22.8         7850.8          1.000          1.000          1.000          1.000          0.000          841.6
     20/12/1954           1954            354          3.100          0.000          423.9          571.4          330.2       1249.791            0.0          0.787          0.000           22.5          0.000           23.0         7850.8          1.000          1.000          1.000          1.000          0.000          835.2
     21/12/1954           1954            355          3.101          0.000          416.6          567.0          320.0       1249.791            0.0          0.781          0.000           22.8          0.000           23.2         7850.8          1.000          1.000          1.000          1.000          0.000          826.0
     22/12/1954           1954            356          3.102          0.000          409.9          563.0          310.9       1249.791            0.0          0.776          0.000           23.1          0.000           23.4         7850.8          1.000          1.000          1.000          1.000          0.000          817.5
     23/12/1954           1954            357          3.103          0.000          403.9          559.2          302.7       1249.791            0.0          0.771          0.000           23.4          0.000           23.6         7850.8          1.000          1.000          1.000          1.000          0.000          809.6
     24/12/1954           1954            358          3.104          0.000          398.4          555.9          295.4       1249.791            0.0          0.767          0.000           23.7          0.000           23.9         7850.8          1.000          1.000          1.000          1.000          0.000          802.3
     25/12/1954           1954            359          3.105          0.000          393.5          552.8          288.9       1249.791            0.0          0.763          0.000           24.0          0.000           24.0         7850.8          1.000          1.000          1.000          1.000          0.000          795.5
     26/12/1954           1954            360          3.106          0.000          389.0          549.9          322.5       1249.791            0.0          0.765          0.000           24.4          0.000           24.2         7850.8          1.000          1.000          1.000          1.000          0.000          789.2
     27/12/1954           1954            361          3.107          0.000          382.2          545.6          312.8       1249.791            0.0          0.759          0.000           24.7          0.000           24.3         7850.6          1.000          1.000          1.000          1.000          0.000          779.7
     28/12/1954           1954            362          3.108          0.000          375.6          541.5          303.5       1249.791            0.0          0.753          0.000           25.1          0.000           24.3         7850.4          1.000          1.000          1.000          1.000          0.000          770.9
     29/12/1954           1954            363          3.109          0.000          369.6          537.6          316.0       1249.791            0.0          0.751          0.000           25.4          0.000           24.4         7850.2          1.000          1.000          1.000          1.000          0.000          762.8
     30/12/1954           1954            364          3.110          0.000          363.1          533.4          306.6       1249.791            0.0          0.746          0.000           25.8          0.000           24.4         7850.0          1.000          1.000          1.000          1.000          0.000          753.5
     31/12/1954           1954            365          3.111          0.000          357.1          529.6          298.2       1249.791            0.0          0.740          0.000           26.2          0.000           24.5         7849.9          1.000          1.000          1.000          1.000          0.000          744.9
     01/01/1955           1955              1          3.112          0.000          351.8          526.1          290.7       1249.791            0.0          0.735          0.000            2.0          0.000           70.7         7930.0          1.000          1.000          1.000          1.000          0.000          737.0
