ApsimVersion = 7.4
Title = TemperateGrassEstablished daily
           Date           year            day      phenology         growth        leaf_dm        stem_dm      litter_dm          rtdep         urea()      cover_tot   uptake_nh4()          nh4()   uptake_no3()          no3()      nit_tot()       glf_nitr         glf_sm        glf_tmp        glf_vpd     removed_dm       avail_dm
   (dd/mm/yyyy)         (year)          (day)            (-)      (kg/ha/d)        (kg/ha)        (kg/ha)        (kg/ha)           (mm)        (kg/ha)      (m^2/m^2)      (kg/ha/d)        (kg/ha)      (kg/ha/d)        (kg/ha)        (kg/ha)            (-)            (-)            (-)            (-)             ()        (kg/ha)
     17/05/1954           1954            137          1.255         30.467          758.6          341.8          185.7        617.745            0.0          0.673          0.072            9.0          1.027           60.1         7910.2          1.000          1.000          1.000          0.829         40.023          545.4
     18/05/1954           1954            138          1.256          0.000          777.8          349.3          183.4        624.555            0.0          0.685          0.007            9.0          0.117           59.0         7909.2          1.000          0.064          1.000          1.000         40.023          573.3
     19/05/1954           1954            139          1.257          0.000          773.3          347.7          181.1        624.555            0.0          0.684          0.007            9.0          0.110           58.8         7909.1          1.000          0.064          1.000          1.000         40.023          568.6
     20/05/1954           1954            140          1.257          0.000          769.3          346.3          178.9        624.555            0.0          0.684          0.007            9.0          0.106           58.6         7909.0          1.000          0.064          1.000          1.000         40.023          564.5
     21/05/1954           1954            141          1.258          0.000          765.3          345.0          176.6        624.555            0.0          0.683          0.007            9.1          0.103           58.4         7908.9          1.000          0.064          1.000          1.000         40.023          560.6
     22/05/1954           1954            142          1.258          0.000          761.6          343.8          174.5        624.555            0.0          0.682          0.007            9.1          0.100           58.3         7908.8          1.000          0.065          1.000          1.000         40.023          557.1
     23/05/1954           1954            143          1.259          0.000          757.8          342.6          172.3        624.555            0.0          0.682          0.007            9.1          0.095           58.1         7908.7          1.000          0.065          1.000          1.000         40.023          553.6
     24/05/1954           1954            144          1.260          0.000          753.7          341.1          170.2        624.555            0.0          0.681          0.007            9.2          0.090           57.9         7908.6          1.000          0.065          1.000          1.000         40.023          549.5
     25/05/1954           1954            145          1.261          0.000          749.5          339.5          168.1        624.555            0.0          0.680          0.007            9.2          0.084           57.8         7908.6          1.000          0.065          1.000          1.000         40.023          545.1
     26/05/1954           1954            146          1.262          0.000          745.1          337.7          166.0        624.555            0.0          0.679          0.007            9.2          0.079           57.6         7908.5          1.000          0.066          1.000          1.000         40.023          540.4
     27/05/1954           1954            147          1.263          0.000          740.8          335.9          164.0        624.555            0.0          0.678          0.007            9.3          0.074           57.5         7908.4          1.000          0.066          1.000          1.000         40.023          535.8
     28/05/1954           1954            148          1.265         32.203          736.5          334.0          162.1        624.555            0.0          0.678          0.136            9.3          1.072           57.3         7908.4          1.000          1.000          1.000          1.000         40.023          531.1
     29/05/1954           1954            149          1.266          0.000          757.1          342.1          160.1        632.126            0.0          0.692          0.016            9.3          0.127           56.2         7907.2          1.000          0.072          1.000          1.000         40.023          561.4
     30/05/1954           1954            150          1.267          0.000          752.6          340.1          158.2        632.126            0.0          0.691          0.015            9.3          0.117           56.1         7907.0          1.000          0.072          1.000          1.000         40.023          556.3
     31/05/1954           1954            151          1.268          0.000          748.2          338.3          156.4        632.126            0.0          0.690          0.015            9.3          0.110           56.0         7906.9          1.000          0.072          1.000          1.000         40.023          551.7
     01/06/1954           1954            152          1.270          0.000          744.0          336.6          154.6        632.126            0.0          0.689          0.015            9.4          0.103           55.8         7906.8          1.000          0.072          1.000          1.000         40.023          547.1
     02/06/1954           1954            153          1.271          0.000          739.8          334.8          152.8        632.126            0.0          0.688          0.014            9.4          0.096           55.7         7906.7          1.000          0.072          1.000          1.000         40.023          542.7
     03/06/1954           1954            154          1.272          0.000          735.6          333.1          151.0        632.126            0.0          0.687          0.014            9.5          0.089           55.6         7906.6          1.000          0.072          1.000          1.000         40.023          538.3
     04/06/1954           1954            155          1.273          0.000          731.2          331.0          149.3        632.126            0.0          0.686          0.014            9.5          0.084           55.3         7906.5          1.000          0.073          1.000          1.000         40.023          533.3
     05/06/1954           1954            156          1.274         25.532          727.3          329.4          181.8        632.126            0.0          0.692          0.026            9.5          0.937           55.1         7906.5          1.000          1.000          1.000          1.000         40.023          529.1
     06/06/1954           1954            157          1.274         34.780          740.6          335.3          197.8        637.569            0.0          0.708          0.055            9.6          1.370           54.0         7905.6          1.000          1.000          1.000          1.000         40.023          549.3
     07/06/1954           1954            158          1.275         38.193          759.0          344.1          191.6        642.654            0.0          0.720          0.109            9.5          1.512           52.5         7904.2          1.000          1.000          1.000          1.000         40.023          577.0
     08/06/1954           1954            159          1.275         41.350          780.4          354.1          186.1        647.246            0.0          0.731          0.157            9.5          0.525           50.9         7902.6          1.000          1.000          1.000          1.000         40.023          608.7
     09/06/1954           1954            160          1.276         43.791          804.4          365.2          181.2        651.457            0.0          0.743          0.200            9.4          0.187           50.4         7901.9          1.000          1.000          1.000          1.000         40.023          644.2
     10/06/1954           1954            161          1.276         42.836          830.5          377.1          176.8        655.668            0.0          0.754          0.190            9.3          0.188           50.2         7901.5          0.954          1.000          1.000          1.000         40.023          682.6
     11/06/1954           1954            162          1.276         36.094          856.3          388.9          172.9        659.499            0.0          0.765          0.183            9.2          0.212           50.0         7901.1          0.793          1.000          0.999          1.000         40.023          720.4
     12/06/1954           1954            163          1.277         32.573          877.7          398.9          169.6        663.329            0.0          0.774          0.187            9.1          0.253           49.8         7900.7          0.693          1.000          0.999          1.000         40.023          751.8
     13/06/1954           1954            164          1.277         24.441          897.0          408.0          166.7        666.532            0.0          0.781          0.155            8.9          0.188           49.6         7900.3          1.000          0.634          0.999          0.742         40.023          780.1
     14/06/1954           1954            165          1.278         10.250          910.8          414.7          164.1        670.251            0.0          0.786          0.149            8.8          0.188           49.4         7900.0          1.000          0.400          0.999          0.745         40.023          800.6
     15/06/1954           1954            166          1.278          3.508          914.9          417.3          161.9        675.448            0.0          0.789          0.145            8.7          0.187           49.2         7899.6          1.000          0.196          0.999          1.000         40.023          807.1
     16/06/1954           1954            167          1.279          1.583          914.6          417.9          160.0        681.025            0.0          0.789          0.155            8.6          0.187           49.0         7899.3          1.000          0.150          0.999          1.000         40.023          807.2
     17/06/1954           1954            168          1.279         26.634          912.9          418.0          170.9        686.603            0.0          0.791          0.158            8.5          0.187           48.8         7899.0          0.631          0.891          0.998          0.996         40.023          805.5
     18/06/1954           1954            169          1.280         25.062          928.1          425.3          168.0        689.940            0.0          0.796          0.150            8.4          0.188           48.6         7898.6          0.933          0.638          0.998          0.795         40.023          827.8
     19/06/1954           1954            170          1.280         10.312          942.2          432.3          165.3        693.412            0.0          0.801          0.144            8.3          0.189           48.4         7898.3          1.000          0.409          0.998          0.699         40.023          848.8
     20/06/1954           1954            171          1.281          5.262          946.2          435.0          163.0        698.004            0.0          0.803          0.142            8.2          0.191           48.3         7897.9          1.000          0.209          0.998          1.000         40.023          855.3
     21/06/1954           1954            172          1.282          2.148          947.1          436.2          161.1        704.209            0.0          0.804          0.141            8.1          0.191           48.1         7897.6          1.000          0.150          0.999          1.000         40.023          857.1
     22/06/1954           1954            173          1.283         39.817          945.8          436.5          159.3        708.890            0.0          0.804          0.249            8.0          0.467           47.9         7897.3          0.961          1.000          0.999          0.808         40.023          855.9
     23/06/1954           1954            174          1.284         26.550          971.1          447.9          157.5        713.571            0.0          0.813          0.150            7.8          0.212           47.4         7896.6          0.598          1.000          0.999          0.938         40.023          892.7
     24/06/1954           1954            175          1.285         26.321          986.8          455.6          155.7        718.800            0.0          0.820          0.159            7.7          0.233           47.2         7896.2          0.550          1.000          1.000          1.000         40.023          916.3
     25/06/1954           1954            176          1.286         26.691         1002.4          463.3          153.9        723.581            0.0          0.825          0.168            7.6          0.256           47.0         7895.8          0.574          1.000          1.000          0.934         40.023          939.9
     26/06/1954           1954            177          1.287         27.272         1018.3          471.0          152.1        728.362            0.0          0.831          0.176            7.5          0.279           46.7         7895.4          0.680          1.000          1.000          0.767         40.023          963.9
     27/06/1954           1954            178          1.288         27.872         1034.5          479.0          150.3        732.861            0.0          0.836          0.183            7.4          0.301           46.4         7894.9          0.623          1.000          1.000          0.882         40.023          988.7
     28/06/1954           1954            179          1.289         28.822         1051.1          487.2          148.5        737.907            0.0          0.842          0.191            7.2          0.324           46.1         7894.5          0.656          1.000          1.000          0.872         40.023         1014.2
     29/06/1954           1954            180          1.290         29.260         1068.3          495.8          146.8        743.153            0.0          0.848          0.197            7.1          0.347           45.8         7893.9          0.668          1.000          1.000          1.000         40.023         1040.8
     30/06/1954           1954            181          1.291         27.057         1085.9          504.5          145.0        748.846            0.0          0.854          0.206            6.9          0.378           45.5         7893.4          0.642          1.000          1.000          1.000         40.023         1067.8
     01/07/1954           1954            182          1.292          3.743         1101.8          512.6          143.3        754.922            0.0          0.860          0.215            6.8          0.342           45.1         7892.8          1.000          0.190          1.000          1.000         40.023         1092.8
     02/07/1954           1954            183          1.293          4.622         1101.7          513.5          141.6        760.533            0.0          0.860          0.207            6.6          0.332           44.7         7892.3          1.000          0.184          1.000          1.000         40.023         1094.5
     03/07/1954           1954            184          1.294          0.437         1102.2          514.6          140.0        764.948            0.0          0.861          0.197            6.5          0.318           44.4         7891.7          1.000          0.179          1.000          1.000         40.023         1097.2
     04/07/1954           1954            185          1.295          1.396         1099.9          514.5          144.9        769.547            0.0          0.861          0.209            6.4          0.312           44.1         7891.2          1.000          0.178          1.000          1.000         40.023         1095.7
     05/07/1954           1954            186          1.296         33.091         1098.2          514.6          179.4        773.962            0.0          0.864          0.309            6.3          0.340           43.8         7890.7          0.702          1.000          1.000          1.000         40.023         1094.6
     06/07/1954           1954            187          1.296         31.182         1114.5          524.2          175.1        777.996            0.0          0.869          0.312            6.2          0.341           43.5         7890.1          0.623          1.000          1.000          1.000         40.023         1121.5
     07/07/1954           1954            188          1.297         28.482         1129.9          533.3          169.6        781.383            0.0          0.873          0.294            6.0          0.329           43.1         7889.4          0.571          1.000          1.000          1.000         40.023         1147.0
     08/07/1954           1954            189          1.297         26.600         1144.1          541.8          164.9        784.122            0.0          0.876          0.281            5.8          0.320           42.8         7888.8          0.536          1.000          0.999          0.991         40.023         1170.2
     09/07/1954           1954            190          1.298         25.893         1157.5          549.7          160.7        786.794            0.0          0.878          0.269            5.6          0.309           42.5         7888.2          0.626          1.000          0.999          1.000         40.023         1192.0
     10/07/1954           1954            191          1.298         25.056         1170.3          557.4          156.4        790.928            0.0          0.882          0.258            5.5          0.298           42.2         7887.6          0.788          1.000          0.999          1.000         40.023         1213.3
     11/07/1954           1954            192          1.299         24.753         1182.7          564.9          162.4        795.260            0.0          0.888          0.253            5.3          0.292           41.9         7887.0          0.783          1.000          0.999          1.000         40.023         1234.2
     12/07/1954           1954            193          1.300         24.462         1194.2          572.3          165.9        799.941            0.0          0.892          0.253            5.2          0.287           41.6         7886.5          0.770          1.000          0.999          1.000         40.023         1254.0
     13/07/1954           1954            194          1.301         28.314         1204.9          579.6          189.0        804.623            0.0          0.898          0.334            5.1          0.313           41.3         7886.0          0.712          1.000          0.999          1.000         40.023         1273.0
     14/07/1954           1954            195          1.303         30.676         1217.1          588.1          205.3        810.134            0.0          0.903          0.384            4.9          0.329           41.0         7885.3          0.619          1.000          1.000          1.000         40.023         1293.2
     15/07/1954           1954            196          1.304         30.050         1230.6          597.5          198.3        815.828            0.0          0.906          0.371            4.8          0.332           40.7         7884.6          0.600          1.000          1.000          0.968         40.023         1314.1
     16/07/1954           1954            197          1.305         28.769         1243.8          606.7          191.6        820.974            0.0          0.909          0.352            4.6          0.322           40.4         7883.9          0.656          1.000          1.000          0.839         40.023         1335.4
     17/07/1954           1954            198          1.306         27.607         1256.7          615.6          185.5        825.837            0.0          0.911          0.339            4.5          0.311           40.1         7883.2          0.533          1.000          1.000          1.000         40.023         1356.4
     18/07/1954           1954            199          1.306         26.199         1269.4          624.1          180.1        830.436            0.0          0.914          0.327            4.4          0.302           39.8         7882.6          0.598          1.000          1.000          0.823         40.023         1377.0
     19/07/1954           1954            200          1.307         25.211         1281.7          632.3          175.3        834.287            0.0          0.915          0.309            4.3          0.291           39.5         7881.9          0.501          1.000          1.000          1.000         40.023         1396.9
     20/07/1954           1954            201          1.308         22.944         1293.6          640.3          170.7        838.603            0.0          0.917          0.277            4.1          0.280           39.2         7881.3          0.433          1.000          1.000          1.000         40.023         1416.3
     21/07/1954           1954            202          1.308         21.430         1304.5          647.5          166.9        841.906            0.0          0.919          0.248            4.0          0.272           38.9         7880.8          0.466          1.000          1.000          0.877         40.023         1434.1
     22/07/1954           1954            203          1.309         21.204         1314.9          654.3          163.5        845.293            0.0          0.920          0.227            3.9          0.268           38.7         7880.3          0.600          1.000          1.000          0.707         40.023         1450.8
     23/07/1954           1954            204          1.310         21.739         1325.4          661.0          160.4        849.874            0.0          0.922          0.218            3.8          0.262           38.4         7879.8          0.525          1.000          1.000          0.939         40.023         1467.7
     24/07/1954           1954            205          1.311         21.827         1336.7          668.0          160.0        855.767            0.0          0.924          0.216            3.7          0.259           38.1         7879.3          0.607          1.000          1.000          0.771         40.023         1485.5
     25/07/1954           1954            206          1.313         21.044         1348.1          675.0          157.4        861.660            0.0          0.926          0.206            3.7          0.250           37.9         7878.8          0.492          1.000          1.000          1.000         40.023         1503.5
     26/07/1954           1954            207          1.313         19.943         1359.2          681.8          155.2        867.188            0.0          0.927          0.209            3.6          0.252           37.6         7878.4          0.427          1.000          1.000          0.908          0.000         1521.0
     27/07/1954           1954            208          1.314         19.039         1369.8          688.3          153.1        870.956            0.0          0.929          0.205            3.5          0.248           37.4         7877.9          0.412          1.000          1.000          0.901          0.000         1537.7
     28/07/1954           1954            209          1.314         18.672         1379.8          694.5          151.1        874.442            0.0          0.930          0.197            3.4          0.245           37.1         7877.4          0.438          1.000          1.000          0.843          0.000         1553.7
     29/07/1954           1954            210          1.315         17.332         1389.5          700.5          149.1        878.393            0.0          0.931          0.181            3.3          0.233           36.9         7877.0          0.423          1.000          1.000          0.814          0.000         1569.6
     30/07/1954           1954            211          1.316         25.506         1398.4          706.1          147.1        881.979            0.0          0.932          0.167            3.2          0.490           36.6         7876.6          0.664          1.000          1.000          0.701          0.000         1584.3
     31/07/1954           1954            212          1.317         25.413         1412.7          714.5          145.1        886.295            0.0          0.933          0.163            3.2          0.490           36.1         7875.9          0.548          1.000          1.000          0.851          0.000         1607.4
     01/08/1954           1954            213          1.317         16.551         1426.9          722.9          143.2        890.528            0.0          0.935          0.156            3.1          0.225           35.7         7875.3          0.904          0.554          1.000          0.683          0.000         1630.5
     02/08/1954           1954            214          1.318         16.292         1435.2          728.2          141.2        894.661            0.0          0.936          0.150            3.0          0.221           35.4         7874.9          0.971          0.512          1.000          0.686          0.000         1644.9
     03/08/1954           1954            215          1.319         16.299         1443.4          733.6          139.2        898.894            0.0          0.937          0.152            2.9          0.219           35.2         7874.5          0.822          0.473          1.000          0.896          0.000         1659.2
     04/08/1954           1954            216          1.320         16.199         1451.6          738.9          148.3        903.160            0.0          0.938          0.154            2.8          0.217           35.0         7874.2          0.654          0.745          1.000          0.698          0.000         1673.6
     05/08/1954           1954            217          1.320         15.296         1458.9          744.1          145.5        907.294            0.0          0.939          0.135            2.8          0.209           34.8         7873.8          0.729          0.541          1.000          0.852          0.000         1686.8
     06/08/1954           1954            218          1.322         14.423         1466.2          749.1          143.2        911.427            0.0          0.939          0.128            2.7          0.207           34.6         7873.5          1.000          0.402          1.000          0.836          0.000         1699.4
     07/08/1954           1954            219          1.323         11.964         1473.1          753.8          141.2        916.656            0.0          0.940          0.123            2.6          0.204           34.4         7873.1          1.000          0.351          1.000          0.856          0.000         1711.4
     08/08/1954           1954            220          1.323         11.275         1478.4          757.7          139.3        921.703            0.0          0.941          0.116            2.5          0.199           34.2         7872.8          1.000          0.325          1.000          1.000          0.000         1721.0
     09/08/1954           1954            221          1.324         14.186         1483.3          761.3          137.4        926.218            0.0          0.941          0.114            2.5          0.200           34.0         7872.5          1.000          0.312          1.000          0.967          0.000         1730.1
     10/08/1954           1954            222          2.000         12.668         1490.1          766.0          135.5        929.803            0.0          0.942          0.109            2.4          0.199           33.8         7872.2          1.000          0.292          1.000          1.000          0.000         1742.2
     11/08/1954           1954            223          2.001          4.387         1496.0          770.1          133.6        933.389            0.0          0.943          0.103            2.3          0.196           33.6         7871.9          1.000          0.276          1.000          1.000          0.000         1753.0
     12/08/1954           1954            224          2.001          4.683         1496.3          771.5          131.7        936.892            0.0          0.943          0.098            2.2          0.192           33.4         7871.6          1.000          0.272          0.999          1.000          0.000         1755.5
     13/08/1954           1954            225          2.002          9.798         1496.8          773.1          129.9        940.012            0.0          0.943          0.095            2.2          0.191           33.2         7871.3          1.000          0.267          0.999          1.000          0.000         1758.5
     14/08/1954           1954            226          2.002         10.374         1500.5          776.5          128.0        943.963            0.0          0.943          0.091            2.1          0.192           33.0         7871.0          1.000          0.254          0.999          0.970          0.000         1766.7
     15/08/1954           1954            227          2.003          8.052         1504.7          780.1          126.2        947.731            0.0          0.944          0.087            2.0          0.191           32.8         7870.7          1.000          0.238          0.999          1.000          0.000         1775.5
     16/08/1954           1954            228          2.004          6.516         1507.3          782.9          124.4        952.330            0.0          0.944          0.084            2.0          0.190           32.6         7870.4          1.000          0.223          0.999          1.000          0.000         1782.0
     17/08/1954           1954            229          2.005          5.010         1509.0          785.3          122.7        957.293            0.0          0.944          0.081            1.9          0.188           32.4         7870.1          1.000          0.208          1.000          1.000          0.000         1787.1
     18/08/1954           1954            230          2.006          2.741         1509.7          787.0          120.9        962.439            0.0          0.944          0.077            1.9          0.184           32.2         7869.9          1.000          0.194          1.000          1.000          0.000         1790.8
     19/08/1954           1954            231          2.008          2.047         1509.0          788.0          119.2        967.768            0.0          0.944          0.075            1.8          0.181           32.0         7869.6          1.000          0.183          1.000          1.000          0.000         1792.2
     20/08/1954           1954            232          2.009          2.406         1507.8          788.7          118.7        973.461            0.0          0.944          0.072            1.8          0.177           31.9         7869.4          1.000          0.172          1.000          1.000          0.000         1793.0
     21/08/1954           1954            233          2.010          0.581         1506.9          789.5          117.1        978.707            0.0          0.944          0.069            1.8          0.173           31.7         7869.1          1.000          0.161          1.000          1.000          0.000         1794.1
     22/08/1954           1954            234          2.011          0.000         1505.0          789.6          115.4        984.318            0.0          0.944          0.066            1.7          0.169           31.5         7868.9          1.000          0.151          1.000          1.000          0.000         1793.4
     23/08/1954           1954            235          2.013          0.000         1501.4          789.3          113.8        984.318            0.0          0.943          0.064            1.7          0.164           31.3         7868.6          1.000          0.141          1.000          1.000          0.000         1790.6
     24/08/1954           1954            236          2.014          0.000         1497.1          788.8          112.3        984.318            0.0          0.943          0.061            1.7          0.159           31.2         7868.4          1.000          0.131          1.000          1.000          0.000         1786.9
     25/08/1954           1954            237          2.016          0.000         1490.4          787.8          122.1        984.318            0.0          0.943          0.059            1.6          0.155           31.0         7868.2          1.000          0.124          1.000          1.000          0.000         1780.4
     26/08/1954           1954            238          2.017          0.000         1482.0          786.4          120.6        984.318            0.0          0.942          0.107            1.7          0.163           30.9         7868.0          1.000          0.117          1.000          1.000          0.000         1770.8
     27/08/1954           1954            239          2.017         94.084         1476.8          785.6          134.6        984.318            0.0          0.943          0.168            1.7          0.178           30.7         7867.7          1.000          1.000          1.000          0.828          0.000         1764.9
     28/08/1954           1954            240          2.019         52.767         1514.4          837.4          130.7        988.451            0.0          0.946          0.112            1.6          0.162           30.6         7867.4          1.000          0.722          1.000          0.687          0.000         1855.4
     29/08/1954           1954            241          2.020         27.336         1533.5          867.1          127.6        993.780            0.0          0.948          0.070            1.6          0.149           30.4         7867.1          1.000          0.415          1.000          0.892          0.000         1904.8
     30/08/1954           1954            242          2.021         11.395         1542.2          882.8          125.4        999.391            0.0          0.949          0.050            1.5          0.143           30.3         7866.9          1.000          0.228          1.000          1.000          0.000         1929.1
     31/08/1954           1954            243          2.022          0.000         1544.4          889.3          123.7       1004.620            0.0          0.950          0.048            1.5          0.141           30.1         7866.7          1.000          0.109          1.000          1.000          0.000         1937.7
     01/09/1954           1954            244          2.023          0.000         1538.8          888.4          122.2       1004.620            0.0          0.949          0.046            1.5          0.138           30.0         7866.5          1.000          0.105          1.000          1.000          0.000         1930.8
     02/09/1954           1954            245          2.024          0.000         1532.3          887.3          120.8       1004.620            0.0          0.949          0.044            1.4          0.134           29.9         7866.3          1.000          0.101          1.000          1.000          0.000         1923.2
     03/09/1954           1954            246          2.025          0.000         1524.4          885.8          119.3       1004.620            0.0          0.948          0.042            1.4          0.130           29.7         7866.1          1.000          0.097          1.000          1.000          0.000         1914.0
     04/09/1954           1954            247          2.026          0.000         1518.9          884.9          117.9       1004.620            0.0          0.948          0.041            1.4          0.129           29.6         7866.0          1.000          0.094          1.000          1.000          0.000         1907.7
     05/09/1954           1954            248          2.027          0.000         1512.6          883.7          116.6       1004.620            0.0          0.948          0.039            1.4          0.126           29.5         7865.8          1.000          0.091          1.000          1.000          0.000         1900.6
     06/09/1954           1954            249          2.028          0.000         1505.5          882.3          115.2       1004.620            0.0          0.947          0.037            1.4          0.122           29.3         7865.6          1.000          0.087          1.000          1.000          0.000         1892.5
     07/09/1954           1954            250          2.029          0.000         1500.8          881.5          113.9       1004.620            0.0          0.947          0.036            1.3          0.121           29.2         7865.5          1.000          0.084          1.000          1.000          0.000         1887.5
     08/09/1954           1954            251          2.030          0.000         1495.6          880.6          112.6       1004.620            0.0          0.947          0.034            1.3          0.118           29.1         7865.3          1.000          0.081          1.000          1.000          0.000         1881.9
     09/09/1954           1954            252          2.031          0.000         1489.1          879.3          111.4       1004.620            0.0          0.946          0.033            1.3          0.116           29.0         7865.2          1.000          0.078          1.000          1.000          0.000         1874.7
     10/09/1954           1954            253          2.032          0.000         1481.1          877.6          110.2       1004.620            0.0          0.946          0.032            1.3          0.114           28.9         7865.0          1.000          0.075          1.000          1.000          0.000         1865.7
     11/09/1954           1954            254          3.000          0.000         1473.6          876.0          109.0       1004.620            0.0          0.945          0.031            1.3          0.111           28.7         7864.9          1.000          0.072          1.000          1.000          0.000         1857.3
     12/09/1954           1954            255          3.001          3.607         1466.0          874.3          111.4       1004.620            0.0          0.945          0.030            1.3          0.110           28.6         7864.7          1.000          0.070          1.000          0.510          0.000         1848.8
     13/09/1954           1954            256          3.002          7.934         1466.3          875.4          110.3       1014.292            0.0          0.948          0.030            1.3          0.116           28.5         7864.6          1.000          1.000          1.000          0.546          0.000         1850.6
     14/09/1954           1954            257          3.003          6.891         1469.5          877.7          109.6       1024.303            0.0          0.951          0.030            1.2          0.132           28.4         7864.5          0.819          1.000          1.000          0.636          0.000         1856.6
     15/09/1954           1954            258          3.004          4.431         1471.9          879.7          109.4       1033.976            0.0          0.954          0.036            1.3          0.141           28.3         7864.3          1.000          0.071          1.000          0.579          0.000         1861.5
     16/09/1954           1954            259          3.005          5.367         1472.6          880.8          160.5       1042.887            0.0          0.957          0.136            1.5          0.170           28.2         7864.1          1.000          0.523          1.000          0.483          0.000         1863.8
     17/09/1954           1954            260          3.006          4.730         1472.8          882.0          242.3       1052.109            0.0          0.961          0.208            1.6          0.173           28.0         7863.8          0.683          1.000          1.000          0.600          0.000         1862.4
     18/09/1954           1954            261          3.007          4.111         1469.1          882.6          323.5       1061.809            0.0          0.965          0.328            1.6          0.180           27.9         7863.5          0.725          1.000          1.000          0.572          0.000         1852.9
     19/09/1954           1954            262          3.008          3.519         1463.4          882.7          405.9       1072.920            0.0          0.968          0.316            1.6          0.168           27.7         7862.9          0.512          1.000          1.000          0.857          0.000         1835.5
     20/09/1954           1954            263          3.009          3.137         1456.9          882.5          448.0       1082.452            0.0          0.969          0.330            1.6          0.209           27.6         7862.5          0.542          1.000          1.000          0.778          0.000         1812.2
     21/09/1954           1954            264          3.010          2.841         1450.3          882.3          441.2       1089.812            0.0          0.969          0.234            1.5          0.166           27.4         7861.9          0.589          1.000          1.000          0.708          0.000         1787.7
     22/09/1954           1954            265          3.011          2.494         1442.0          881.8          432.7       1098.695            0.0          0.970          0.242            1.5          0.168           27.3         7861.5          0.666          1.000          1.000          0.639          0.000         1764.7
     23/09/1954           1954            266          3.012          2.133         1432.8          881.0          423.7       1108.706            0.0          0.970          0.190            1.6          0.128           27.1         7861.2          0.644          1.000          1.000          0.683          0.000         1743.1
     24/09/1954           1954            267          3.013          1.814         1423.2          879.9          414.5       1119.479            0.0          0.970          0.189            1.6          0.118           27.0         7860.9          0.511          1.000          1.000          1.000          0.000         1723.1
     25/09/1954           1954            268          3.014          1.502         1414.1          878.9          406.3       1130.082            0.0          0.970          0.156            1.7          0.090           26.9         7860.6          0.815          1.000          1.000          0.591          0.000         1724.7
     26/09/1954           1954            269          3.015          1.264         1405.3          877.8          398.7       1141.644            0.0          0.970          0.150            1.8          0.081           26.8         7860.4          0.557          1.000          1.000          0.978          0.000         1759.0
     27/09/1954           1954            270          3.016          1.094         1397.3          876.8          392.4       1152.416            0.0          0.970          0.131            1.8          0.066           26.8         7860.2          0.740          1.000          1.000          0.709          0.000         1783.6
     28/09/1954           1954            271          3.017          0.926         1390.0          875.8          387.1       1162.117            0.0          0.970          0.124            1.9          0.058           26.7         7860.0          0.819          1.000          1.000          0.700          0.000         1799.8
     29/09/1954           1954            272          3.018          0.782         1383.4          874.9          507.7       1172.128            0.0          0.972          0.117            2.0          0.041           26.7         7859.8          0.925          1.000          1.000          0.894          0.000         1814.9
     30/09/1954           1954            273          3.019          0.647         1369.5          872.9          530.2       1182.111            0.0          0.972          0.104            2.1          0.040           26.6         7859.7          1.000          1.000          1.000          0.720          0.000         1815.5
     01/10/1954           1954            274          3.020          0.493         1354.9          870.7          516.5       1192.263            0.0          0.972          0.089            2.2          0.035           26.6         7859.6          1.000          1.000          1.000          0.592          0.000         1812.7
     02/10/1954           1954            275          3.021          0.357         1339.3          868.2          501.9       1203.374            0.0          0.971          0.079            2.4          0.029           26.6         7859.5          1.000          1.000          1.000          0.599          0.000         1811.3
     03/10/1954           1954            276          3.022          0.229         1324.3          865.7          488.0       1214.936            0.0          0.970          0.068            2.6          0.023           26.6         7859.5          1.000          1.000          1.000          0.602          0.000         1810.1
     04/10/1954           1954            277          3.023          0.169         1310.1          863.3          511.4       1226.977            0.0          0.970          0.061            2.7          0.019           26.5         7859.4          1.000          1.000          1.000          0.828          0.000         1808.9
     05/10/1954           1954            278          3.024          0.079         1294.3          860.6          598.9       1238.229            0.0          0.972          0.054            2.9          0.014           26.5         7859.4          1.000          1.000          1.000          0.999          0.000         1801.9
     06/10/1954           1954            279          3.025          0.000         1277.1          857.5          609.0       1249.791            0.0          0.971          0.045            3.1          0.011           26.5         7859.4          1.000          1.000          1.000          0.698          0.000         1786.1
     07/10/1954           1954            280          3.026          0.000         1259.4          854.3          672.2       1249.791            0.0          0.972          0.039            3.3          0.008           26.5         7859.4          1.000          1.000          1.000          0.676          0.000         1770.4
     08/10/1954           1954            281          3.027          0.000         1240.8          850.8          653.6       1249.791            0.0          0.971          0.033            3.5          0.007           26.5         7859.4          1.000          1.000          1.000          0.617          0.000         1748.7
     09/10/1954           1954            282          3.028          0.000         1221.9          847.2          634.7       1249.791            0.0          0.970          0.028            3.7          0.006           26.5         7859.4          1.000          1.000          1.000          0.551          0.000         1728.6
     10/10/1954           1954            283          3.029          0.000         1203.4          843.7          655.7       1249.791            0.0          0.969          0.025            4.0          0.004           26.1         7859.0          1.000          1.000          1.000          0.586          0.000         1708.8
     11/10/1954           1954            284          3.030          0.000         1184.1          839.9          727.8       1249.791            0.0          0.970          0.022            4.2          0.003           25.4         7858.3          1.000          1.000          1.000          0.574          0.000         1686.5
     12/10/1954           1954            285          3.031          0.000         1164.0          835.9          706.8       1249.791            0.0          0.969          0.019            4.5          0.003           24.7         7857.6          1.000          1.000          1.000          0.621          0.000         1657.7
