ApsimVersion = 7.3
Title = Millet P
           Date            esw            day           year   millet.yield  millet1.yield  millet2.yield  millet3.yield  millet4.yield  millet5.yield millet.biomass millet1.biomass millet2.biomass millet3.biomass millet4.biomass millet5.biomass     millet.lai    millet1.lai    millet2.lai    millet3.lai    millet4.lai    millet5.lai millet.pfact_photo millet1.pfact_photo millet2.pfact_photo millet3.pfact_photo millet4.pfact_photo millet5.pfact_photo millet.nfact_photo millet1.nfact_photo millet2.nfact_photo millet3.nfact_photo millet4.nfact_photo millet5.nfact_photo millet.swdef_photo millet1.swdef_photo millet2.swdef_photo millet3.swdef_photo millet4.swdef_photo millet5.swdef_photo     millet_lai millet_biomass   millet_yield
   (dd/mm/yyyy)           (mm)          (day)         (year)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)                 ()                  ()                  ()                  ()                  ()                  ()                 ()                  ()                  ()                  ()                  ()                  ()                 ()                  ()                  ()                  ()                  ()                  ()             ()             ()             ()
     28/03/1989        162.376             87           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     29/03/1989        162.061             88           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     30/03/1989        161.816             89           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     31/03/1989        161.597             90           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     01/04/1989        161.369             91           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     02/04/1989        163.856             92           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     03/04/1989        166.921             93           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     04/04/1989        167.103             94           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     05/04/1989        167.191             95           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     06/04/1989        167.078             96           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     07/04/1989        166.780             97           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     08/04/1989        166.435             98           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     09/04/1989        166.082             99           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     10/04/1989        165.736            100           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     11/04/1989        165.824            101           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     12/04/1989        168.916            102           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     13/04/1989        168.602            103           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     14/04/1989        168.219            104           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     15/04/1989        167.835            105           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     16/04/1989        167.465            106           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     17/04/1989        167.096            107           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     18/04/1989        166.748            108           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     19/04/1989        166.419            109           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     20/04/1989        166.087            110           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     21/04/1989        165.760            111           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     22/04/1989        165.849            112           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     23/04/1989        165.742            113           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     24/04/1989        190.737            114           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     25/04/1989        193.741            115           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     26/04/1989        231.760            116           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     27/04/1989        228.182            117           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     28/04/1989        222.897            118           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     29/04/1989        217.559            119           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     30/04/1989        212.605            120           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     01/05/1989        208.046            121           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     02/05/1989        203.914            122           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     03/05/1989        200.284            123           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     04/05/1989        197.079            124           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     05/05/1989        194.311            125           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     06/05/1989        192.090            126           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     07/05/1989        194.016            127           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     08/05/1989        210.947            128           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     09/05/1989        210.456            129           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     10/05/1989        208.815            130           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     11/05/1989        206.829            131           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     12/05/1989        204.572            132           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     13/05/1989        202.140            133           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     14/05/1989        199.668            134           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     15/05/1989        197.574            135           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     16/05/1989        197.023            136           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     17/05/1989        197.300            137           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     18/05/1989        196.903            138           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     19/05/1989        195.336            139           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     20/05/1989        193.954            140           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     21/05/1989        192.706            141           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     22/05/1989        191.572            142           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     23/05/1989        198.960            143           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     24/05/1989        197.942            144           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     25/05/1989        196.952            145           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     26/05/1989        196.090            146           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
     27/05/1989        196.164            147           1989            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               1.000               1.000               1.000               1.000               1.000              0.000               0.360               0.336               0.347               0.249               0.117              1.000               1.000               1.000               1.000               1.000               1.000          0.000          0.000          0.000
