ApsimVersion = 7.3
Title = Millet P
           Date            esw            day           year   millet.yield  millet1.yield  millet2.yield  millet3.yield  millet4.yield  millet5.yield millet.biomass millet1.biomass millet2.biomass millet3.biomass millet4.biomass millet5.biomass     millet.lai    millet1.lai    millet2.lai    millet3.lai    millet4.lai    millet5.lai millet.pfact_photo millet1.pfact_photo millet2.pfact_photo millet3.pfact_photo millet4.pfact_photo millet5.pfact_photo millet.nfact_photo millet1.nfact_photo millet2.nfact_photo millet3.nfact_photo millet4.nfact_photo millet5.nfact_photo millet.swdef_photo millet1.swdef_photo millet2.swdef_photo millet3.swdef_photo millet4.swdef_photo millet5.swdef_photo     millet_lai millet_biomass   millet_yield
   (dd/mm/yyyy)           (mm)          (day)         (year)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)        (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)         (kg/ha)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)      (m^2/m^2)                 ()                  ()                  ()                  ()                  ()                  ()                 ()                  ()                  ()                  ()                  ()                  ()                 ()                  ()                  ()                  ()                  ()                  ()             ()             ()             ()
     06/11/1988         55.294            311           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     07/11/1988         55.117            312           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     08/11/1988         54.942            313           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     09/11/1988         54.768            314           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     10/11/1988         54.597            315           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     11/11/1988         54.426            316           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     12/11/1988         54.258            317           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     13/11/1988         54.090            318           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     14/11/1988         53.925            319           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     15/11/1988         53.761            320           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     16/11/1988         66.346            321           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     17/11/1988         61.284            322           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     18/11/1988         61.017            323           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     19/11/1988         60.757            324           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     20/11/1988         60.501            325           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     21/11/1988         60.251            326           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     22/11/1988         60.006            327           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     23/11/1988         59.765            328           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     24/11/1988         59.529            329           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     25/11/1988         59.296            330           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     26/11/1988         59.068            331           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     27/11/1988         58.843            332           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     28/11/1988         58.622            333           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     29/11/1988         58.405            334           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     30/11/1988         58.190            335           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     01/12/1988         57.979            336           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     02/12/1988         57.770            337           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     03/12/1988         57.565            338           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     04/12/1988         57.362            339           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.0             0.0             0.0             0.0             0.0             0.0          0.000          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     05/12/1988         57.162            340           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.3             0.0             0.0             0.0             0.0             0.0          0.002          0.000          0.000          0.000          0.000          0.000              0.000               0.000               0.000               0.000               0.000               0.000              0.000               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.000          0.000          0.000
     06/12/1988         56.958            341           1988            0.0            0.0            0.0            0.0            0.0            0.0            0.6             0.0             0.0             0.0             0.0             0.0          0.002          0.000          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              0.638               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.002          0.300          0.000
     07/12/1988         56.755            342           1988            0.0            0.0            0.0            0.0            0.0            0.0            1.0             0.0             0.0             0.0             0.0             0.0          0.003          0.000          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.002          0.565          0.000
     08/12/1988         57.586            343           1988            0.0            0.0            0.0            0.0            0.0            0.0            1.5             0.0             0.0             0.0             0.0             0.0          0.004          0.000          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.003          1.004          0.000
     09/12/1988         56.535            344           1988            0.0            0.0            0.0            0.0            0.0            0.0            2.4             0.0             0.0             0.0             0.0             0.0          0.005          0.000          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              0.934               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.004          1.533          0.000
     10/12/1988         82.219            345           1988            0.0            0.0            0.0            0.0            0.0            0.0            3.7             0.0             0.0             0.0             0.0             0.0          0.006          0.000          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              0.986               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.005          2.417          0.000
     11/12/1988         76.803            346           1988            0.0            0.0            0.0            0.0            0.0            0.0            5.3             0.0             0.0             0.0             0.0             0.0          0.008          0.000          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              0.895               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.006          3.711          0.000
     12/12/1988         89.723            347           1988            0.0            0.0            0.0            0.0            0.0            0.0            7.1             0.0             0.0             0.0             0.0             0.0          0.010          0.000          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              0.945               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.008          5.342          0.000
     13/12/1988         84.675            348           1988            0.0            0.0            0.0            0.0            0.0            0.0            9.6             0.0             0.0             0.0             0.0             0.0          0.012          0.000          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              0.946               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.010          7.050          0.000
     14/12/1988         83.135            349           1988            0.0            0.0            0.0            0.0            0.0            0.0           12.7             0.0             0.0             0.0             0.0             0.0          0.014          0.000          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              0.923               0.000               0.000               0.000               0.000               0.000              1.000               0.000               0.000               0.000               0.000               0.000          0.012          9.566          0.000
     15/12/1988         82.125            350           1988            0.0            0.0            0.0            0.0            0.0            0.0           16.2             0.1             0.0             0.0             0.0             0.0          0.017          0.002          0.000          0.000          0.000          0.000              1.000               0.000               0.000               0.000               0.000               0.000              0.946               0.000               0.000               0.000               0.000               0.000              1.000               1.000               0.000               0.000               0.000               0.000          0.014         12.666          0.000
     16/12/1988         81.333            351           1988            0.0            0.0            0.0            0.0            0.0            0.0           19.2             0.2             0.0             0.0             0.0             0.0          0.021          0.002          0.000          0.000          0.000          0.000              1.000               1.000               0.000               0.000               0.000               0.000              0.964               0.679               0.000               0.000               0.000               0.000              1.000               1.000               0.000               0.000               0.000               0.000          0.018         16.259          0.000
     17/12/1988         83.664            352           1988            0.0            0.0            0.0            0.0            0.0            0.0           21.7             0.3             0.0             0.0             0.0             0.0          0.024          0.002          0.000          0.000          0.000          0.000              1.000               1.000               0.000               0.000               0.000               0.000              0.993               0.236               0.000               0.000               0.000               0.000              1.000               1.000               0.000               0.000               0.000               0.000          0.023         19.459          0.000
     18/12/1988         96.562            353           1988            0.0            0.0            0.0            0.0            0.0            0.0           24.8             0.6             0.1             0.0             0.0             0.0          0.028          0.004          0.002          0.000          0.000          0.000              1.000               1.000               0.000               0.000               0.000               0.000              1.000               1.000               0.000               0.000               0.000               0.000              1.000               1.000               1.000               0.000               0.000               0.000          0.026         21.946          0.000
     19/12/1988         95.539            354           1988            0.0            0.0            0.0            0.0            0.0            0.0           31.9             1.2             0.3             0.0             0.0             0.0          0.035          0.006          0.002          0.000          0.000          0.000              1.000               1.000               1.000               0.000               0.000               0.000              1.000               0.799               0.679               0.000               0.000               0.000              1.000               1.000               1.000               0.000               0.000               0.000          0.033         25.409          0.000
     20/12/1988         90.334            355           1988            0.0            0.0            0.0            0.0            0.0            0.0           40.9             2.5             0.4             0.1             0.0             0.0          0.043          0.011          0.003          0.002          0.000          0.000              1.000               1.000               1.000               0.000               0.000               0.000              0.965               0.834               0.152               0.000               0.000               0.000              1.000               1.000               1.000               1.000               0.000               0.000          0.044         33.436          0.000
     21/12/1988         88.670            356           1988            0.0            0.0            0.0            0.0            0.0            0.0           52.6             4.8             1.1             0.3             0.0             0.0          0.053          0.016          0.006          0.003          0.000          0.000              1.000               1.000               1.000               1.000               0.000               0.000              0.959               0.850               1.000               0.679               0.000               0.000              1.000               1.000               1.000               1.000               0.000               0.000          0.059         43.814          0.000
     22/12/1988         87.424            357           1988            0.0            0.0            0.0            0.0            0.0            0.0           66.5             8.0             2.3             0.5             0.1             0.0          0.066          0.023          0.011          0.003          0.002          0.000              1.000               1.000               1.000               1.000               0.000               0.000              1.000               0.874               0.912               0.277               0.000               0.000              1.000               1.000               1.000               1.000               1.000               0.000          0.078         58.776          0.000
     23/12/1988         86.117            358           1988            0.0            0.0            0.0            0.0            0.0            0.0           84.0            12.6             4.4             1.3             0.3             0.0          0.081          0.035          0.019          0.007          0.003          0.000              1.000               1.000               1.000               1.000               1.000               0.000              1.000               0.860               0.793               1.000               0.679               0.000              1.000               1.000               1.000               1.000               1.000               0.000          0.105         77.380          0.000
     24/12/1988         84.833            359           1988            0.0            0.0            0.0            0.0            0.0            0.0          105.0            19.8             8.2             2.5             0.5             0.1          0.099          0.052          0.028          0.012          0.003          0.002              1.000               1.000               1.000               1.000               1.000               0.000              1.000               0.896               0.891               0.847               0.247               0.000              1.000               1.000               1.000               1.000               1.000               1.000          0.144        102.550          0.000
     25/12/1988         83.164            360           1988            0.0            0.0            0.0            0.0            0.0            0.0          131.7            30.6            13.7             5.0             1.2             0.3          0.119          0.072          0.044          0.021          0.006          0.003              1.000               1.000               1.000               1.000               1.000               1.000              1.000               0.885               0.830               0.834               1.000               0.679              1.000               1.000               1.000               1.000               1.000               1.000          0.195        135.981          0.000
     26/12/1988         81.138            361           1988            0.0            0.0            0.0            0.0            0.0            0.0          164.3            47.6            23.2             9.4             2.6             0.5          0.143          0.097          0.066          0.031          0.012          0.003              1.000               1.000               1.000               1.000               1.000               1.000              1.000               0.987               0.890               0.863               0.849               0.239              1.000               1.000               1.000               1.000               1.000               1.000          0.265        182.593          0.000
     27/12/1988         88.165            362           1988            0.0            0.0            0.0            0.0            0.0            0.0          194.9            65.5            34.6            14.5             4.5             1.1          0.168          0.124          0.089          0.049          0.021          0.006              1.000               1.000               1.000               1.000               1.000               1.000              1.000               0.979               0.911               0.848               0.839               1.000              1.000               1.000               1.000               1.000               1.000               1.000          0.353        247.579          0.000
     28/12/1988         80.238            363           1988            0.0            0.0            0.0            0.0            0.0            0.0          242.5            96.4            56.1            25.7             9.0             2.4          0.195          0.155          0.117          0.070          0.032          0.011              1.000               1.000               1.000               1.000               1.000               1.000              1.000               1.000               0.957               0.906               0.827               0.838              1.000               1.000               1.000               1.000               1.000               1.000          0.456        314.983          0.000
     29/12/1988         76.022            364           1988            0.0            0.0            0.0            0.0            0.0            0.0          294.1           132.5            82.2            41.1            15.5             4.6          0.227          0.192          0.150          0.097          0.055          0.021              1.000               1.000               1.000               1.000               1.000               1.000              1.000               1.000               0.953               0.920               0.840               0.821              1.000               1.000               1.000               1.000               1.000               1.000          0.581        431.945          0.000
     30/12/1988         72.339            365           1988            0.0            0.0            0.0            0.0            0.0            0.0          349.5           173.9           114.5            61.3            26.7             8.5          0.260          0.229          0.184          0.126          0.080          0.035              1.000               1.000               1.000               1.000               1.000               1.000              1.000               1.000               0.990               0.946               0.922               0.820              1.000               1.000               1.000               1.000               1.000               1.000          0.741        570.030          0.000
     31/12/1988         68.584            366           1988            0.0            0.0            0.0            0.0            0.0            0.0          411.4           222.2           153.7            87.2            41.9            14.9          0.294          0.267          0.220          0.156          0.107          0.059              1.000               1.000               1.000               1.000               1.000               1.000              1.000               1.000               1.000               0.959               0.878               0.833              1.000               1.000               1.000               1.000               1.000               1.000          0.913        734.395          0.000
     01/01/1989         63.239              1           1989            0.0            0.0            0.0            0.0            0.0            0.0          483.9           280.5           202.2           121.3            64.2            26.8          0.330          0.305          0.256          0.188          0.136          0.086              1.000               1.000               1.000               1.000               1.000               1.000              1.000               1.000               1.000               0.974               0.920               0.880              1.000               1.000               1.000               1.000               1.000               1.000          1.102        931.401          0.000
     02/01/1989         61.621              2           1989            0.0            0.0            0.0            0.0            0.0            0.0          540.2           326.7           241.4           150.2            83.8            38.4          0.366          0.343          0.290          0.221          0.165          0.113              1.000               1.000               1.000               1.000               1.000               1.000              1.000               1.000               1.000               0.986               0.922               0.849              1.000               1.000               1.000               1.000               1.000               1.000          1.300       1178.945          0.000
     03/01/1989         62.970              3           1989            0.0            0.0            0.0            0.0            0.0            0.0          618.5           391.9           297.2           192.7           113.1            58.1          0.409          0.388          0.327          0.257          0.199          0.145              1.000               1.000               1.000               1.000               1.000               1.000              1.000               1.000               1.000               0.986               0.895               0.874              1.000               1.000               1.000               1.000               1.000               1.000          1.498       1380.597          0.000
     04/01/1989         52.374              4           1989            0.0            0.0            0.0            0.0            0.0            0.0          719.6           469.6           358.0           239.8           143.3            75.3          0.461          0.432          0.365          0.297          0.239          0.183              1.000               1.000               1.000               1.000               1.000               1.000              1.000               0.980               0.959               0.809               0.659               0.510              1.000               0.927               0.868               1.000               1.000               1.000          1.723       1671.649          0.000
     05/01/1989         80.610              5           1989            0.0            0.0            0.0            0.0            0.0            0.0          838.1           548.9           419.1           285.6           171.1            89.7          0.518          0.495          0.425          0.353          0.282          0.224              1.000               1.000               1.000               1.000               1.000               1.000              1.000               0.795               0.715               0.650               0.482               0.323              1.000               1.000               1.000               1.000               1.000               1.000          1.977       2005.580          0.000
