ApsimVersion = 7.0
Title = Wheat Grazing Simulation
           Date    LeafGreenWt    StemGreenWt   paddockState            alw  stocking_rate      acc_eaten
     06/08/1988          32.10          22.20          empty          0.000          0.000            0.0
     07/08/1988          33.03          22.93          empty          0.000          0.000            0.0
     08/08/1988          33.96          23.67          empty          0.000          0.000            0.0
     09/08/1988          34.97          24.45          empty          0.000          0.000            0.0
     10/08/1988          35.95          25.22          empty          0.000          0.000            0.0
     11/08/1988          36.80          25.97          empty          0.000          0.000            0.0
     12/08/1988          37.51          26.73          empty          0.000          0.000            0.0
     13/08/1988          38.16          27.55          empty          0.000          0.000            0.0
     14/08/1988          38.71          28.43          empty          0.000          0.000            0.0
     15/08/1988          39.20          29.42          empty          0.000          0.000            0.0
     16/08/1988          39.66          30.63          empty          0.000          0.000            0.0
     17/08/1988          40.05          31.94          empty          0.000          0.000            0.0
     18/08/1988          39.87          33.20        stocked        400.110          0.800            5.0
     19/08/1988          39.69          34.67        stocked        400.219          0.800           10.0
     20/08/1988          39.57          36.63        stocked        400.329          0.800           15.0
     21/08/1988          39.23          38.57        stocked        400.438          0.800           20.0
     22/08/1988          38.59          39.86        stocked        400.548          0.800           25.0
     23/08/1988          38.04          41.60        stocked        400.658          0.800           30.0
     24/08/1988          37.67          43.65        stocked        400.767          0.800           35.0
     25/08/1988          37.34          46.38        stocked        400.877          0.800           40.0
     26/08/1988          36.82          49.06        stocked        400.986          0.800           45.0
     27/08/1988          36.09          50.98        stocked        401.096          0.800           50.0
     28/08/1988          35.34          53.36        stocked        401.205          0.800           55.0
     29/08/1988          34.77          56.90        stocked        401.315          0.800           60.0
     30/08/1988          34.08          60.55        stocked        401.425          0.800           65.0
     31/08/1988          33.34          62.57        stocked        401.534          0.800           70.0
     01/09/1988          32.45          64.54        stocked        401.918          0.800           76.0
     02/09/1988          31.51          67.96        stocked        402.301          0.800           82.0
     03/09/1988          30.62          72.42        stocked        402.685          0.800           88.0
     04/09/1988          29.73          76.34        stocked        403.069          0.800           94.0
     05/09/1988          28.88          78.81        stocked        403.452          0.800          100.0
     06/09/1988          28.03          82.00        stocked        403.836          0.800          106.0
     07/09/1988          27.20          84.71        stocked        404.219          0.800          112.0
     08/09/1988          26.48          89.11        stocked        404.603          0.800          118.0
     09/09/1988          25.77          92.99        stocked        404.986          0.800          124.0
     10/09/1988          25.02          96.67        stocked        405.370          0.800          130.0
     11/09/1988          24.21         100.21        stocked        405.754          0.800          136.0
     12/09/1988          23.43         102.66        stocked        406.137          0.800          142.0
     13/09/1988          22.69         106.52        stocked        406.521          0.800          148.0
     14/09/1988          22.12         107.74        stocked        406.904          0.800          154.0
     15/09/1988          21.39         110.96        stocked        407.288          0.800          160.0
     16/09/1988          20.67         114.23        stocked        407.671          0.800          166.0
     17/09/1988          19.89         118.41        stocked        408.055          0.800          172.0
     18/09/1988          19.24         122.40        stocked        408.439          0.800          178.0
     19/09/1988          18.68         125.69        stocked        408.822          0.800          184.0
     20/09/1988          18.16         128.86        stocked        409.206          0.800          190.0
     21/09/1988          17.61         132.08        stocked        409.589          0.800          196.0
     22/09/1988          17.04         134.85        stocked        409.973          0.800          202.0
     23/09/1988          16.41         136.87        stocked        410.356          0.800          208.0
     24/09/1988          15.75         138.35        stocked        410.740          0.800          214.0
     25/09/1988          15.07         140.02        stocked        411.124          0.800          220.0
     26/09/1988          14.39         139.37        stocked        411.507          0.800          226.0
     27/09/1988          13.69         137.28        stocked        411.891          0.800          232.0
     28/09/1988          13.08         135.53        stocked        412.274          0.800          238.0
     29/09/1988          12.50         134.81        stocked        412.658          0.800          244.0
     30/09/1988          11.84         132.66        stocked        413.042          0.800          250.0
     01/10/1988          11.21         130.30        stocked        413.425          0.800          256.0
     02/10/1988          10.66         129.32        stocked        413.809          0.800          262.0
     03/10/1988          10.20         127.99        stocked        414.192          0.800          268.0
     04/10/1988           9.65         125.27        stocked        414.576          0.800          274.0
     05/10/1988           9.21         120.98        stocked        414.959          0.800          280.0
     06/10/1988           8.70         116.97        stocked        415.343          0.800          286.0
     07/10/1988           8.18         114.05        stocked        415.727          0.800          292.0
     08/10/1988           7.67         110.99        stocked        416.110          0.800          298.0
     09/10/1988           7.13         107.36        stocked        416.494          0.800          304.0
     10/10/1988           6.64         104.37        stocked        416.877          0.800          310.0
     11/10/1988           6.20         101.70        stocked        417.261          0.800          316.0
     12/10/1988           5.68          97.92        stocked        417.644          0.800          322.0
     13/10/1988           5.38          93.21        stocked        418.028          0.800          328.0
     14/10/1988           5.28          87.97        stocked        418.412          0.800          334.0
     15/10/1988           5.18          83.87        stocked        418.795          0.800          340.0
     16/10/1988           5.08          83.37        stocked        419.179          0.800          346.0
     17/10/1988           4.98          82.87        stocked        419.562          0.800          352.0
     18/10/1988           4.88          82.37        stocked        419.946          0.800          358.0
     19/10/1988           4.78          81.87        stocked        420.329          0.800          364.0
     20/10/1988           4.68          82.72        stocked        420.713          0.800          370.0
     21/10/1988           4.58          82.22        stocked        421.097          0.800          376.0
     22/10/1988           4.48          81.72        stocked        421.480          0.800          382.0
     23/10/1988           0.00           0.00        stocked        421.864          0.800          382.0
     24/10/1988           0.00           0.00        stocked        422.247          0.800          382.0
     25/10/1988           0.00           0.00        stocked        422.631          0.800          382.0
     26/10/1988           0.00           0.00        stocked        423.014          0.800          382.0
     27/10/1988           0.00           0.00        stocked        423.398          0.800          382.0
     28/10/1988           0.00           0.00        stocked        423.782          0.800          382.0
     29/10/1988           0.00           0.00        stocked        424.165          0.800          382.0
     30/10/1988           0.00           0.00        stocked        424.549          0.800          382.0
     31/10/1988           0.00           0.00        stocked        424.932          0.800          382.0
     01/11/1988           0.00           0.00        stocked        425.316          0.800          382.0
     02/11/1988           0.00           0.00        stocked        425.699          0.800          382.0
     03/11/1988           0.00           0.00        stocked        426.083          0.800          382.0
     04/11/1988           0.00           0.00        stocked        426.467          0.800          382.0
     05/11/1988           0.00           0.00        stocked        426.850          0.800          382.0
     06/11/1988           0.00           0.00        stocked        427.234          0.800          382.0
     07/11/1988           0.00           0.00        stocked        427.617          0.800          382.0
     08/11/1988           0.00           0.00        stocked        428.001          0.800          382.0
     09/11/1988           0.00           0.00        stocked        428.385          0.800          382.0
     10/11/1988           0.00           0.00        stocked        428.768          0.800          382.0
     11/11/1988           0.00           0.00        stocked        429.152          0.800          382.0
     12/11/1988           0.00           0.00        stocked        429.535          0.800          382.0
     13/11/1988           0.00           0.00        stocked        429.919          0.800          382.0
     14/11/1988           0.00           0.00        stocked        430.302          0.800          382.0
     15/11/1988           0.00           0.00        stocked        430.686          0.800          382.0
     16/11/1988           0.00           0.00        stocked        431.070          0.800          382.0
     17/11/1988           0.00           0.00        stocked        431.453          0.800          382.0
