date,income,expenditure,balance,comment
15/Apr/1981,,0.75,1239.5603013863638,operating costs of operator1 + weeding
25/Jun/1981,394.1691283806818,,1633.7294297670455,cropprice (bean)
25/Jun/1981,278.7196039772727,,1912.4490337443183,cropprice (maize)
25/Jun/1981,48.22360506818182,,1960.6726388125,cropprice (maize_residue)
25/Jun/1981,,0.25,1960.4226388125,operating costs of operator1 + harvesting
26/Jun/1981,,0.25,1960.1726388125,operating costs of operator1 + harvesting
30/Jun/1981,,606.1,1354.0726388125,Farm Overheads
06/Jul/1981,0.0,,1354.0726388125,cropprice (maize)
06/Jul/1981,42.926584414772734,,1396.9992232272728,cropprice (maize_residue)
06/Jul/1981,,0.75,1396.2492232272728,operating costs of operator1 + harvesting
04/Aug/1981,,0.25,1395.9992232272728,operating costs of operator1 + weeding
15/Aug/1981,,0.75,1395.2492232272728,operating costs of operator1 + weeding
01/Sep/1981,,5.0,1390.2492232272728,sowing costs
01/Sep/1981,,15.0,1375.2492232272728,sowing costs
01/Sep/1981,,0.25,1374.9992232272728,operating costs of operator1 + presow_till
02/Sep/1981,,0.25,1374.7492232272728,operating costs of operator1 + sowing
03/Sep/1981,,0.75,1373.9992232272728,operating costs of operator1 + presow_till
04/Sep/1981,,0.75,1373.2492232272728,operating costs of operator1 + sowing
01/Oct/1981,,0.25,1372.9992232272728,operating costs of operator1 + weeding
02/Oct/1981,,0.75,1372.2492232272728,operating costs of operator1 + weeding
11/Dec/1981,330.8842869332387,,1703.1335101605114,cropprice (maize)
11/Dec/1981,27.061845261363636,,1730.195355421875,cropprice (maize_residue)
11/Dec/1981,,0.25,1729.945355421875,operating costs of operator1 + harvesting
27/Dec/1981,0.0,,1729.945355421875,cropprice (maize)
27/Dec/1981,37.65949735227273,,1767.6048527741477,cropprice (maize_residue)
27/Dec/1981,,0.75,1766.8548527741477,operating costs of operator1 + harvesting
20/Jan/1982,,0.25,1766.6048527741477,operating costs of operator1 + weeding
05/Feb/1982,,0.75,1765.8548527741477,operating costs of operator1 + weeding
23/Mar/1982,,10.5,1755.3548527741477,sowing costs
23/Mar/1982,,31.5,1723.8548527741477,sowing costs
23/Mar/1982,,0.25,1723.6048527741477,operating costs of operator1 + presow_till
24/Mar/1982,,0.25,1723.3548527741477,operating costs of operator1 + sowing
25/Mar/1982,,0.75,1722.6048527741477,operating costs of operator1 + presow_till
26/Mar/1982,,0.75,1721.8548527741477,operating costs of operator1 + sowing
22/Apr/1982,,0.25,1721.6048527741477,operating costs of operator1 + weeding
23/Apr/1982,,0.75,1720.8548527741477,operating costs of operator1 + weeding
30/Jun/1982,,606.1,1114.7548527741478,Farm Overheads
01/Jul/1982,151.4100972443182,,1266.164950018466,cropprice (bean)
01/Jul/1982,350.0496734318182,,1616.2146234502843,cropprice (maize)
01/Jul/1982,41.528317539772736,,1657.7429409900571,cropprice (maize_residue)
01/Jul/1982,659.3726501974431,,2317.1155911875003,cropprice (maize)
01/Jul/1982,42.79992121022727,,2359.9155123977275,cropprice (maize_residue)
01/Jul/1982,,0.25,2359.6655123977275,operating costs of operator1 + harvesting
02/Jul/1982,,0.25,2359.4155123977275,operating costs of operator1 + harvesting
03/Jul/1982,,0.75,2358.6655123977275,operating costs of operator1 + harvesting
10/Aug/1982,,0.25,2358.4155123977275,operating costs of operator1 + weeding
11/Aug/1982,,0.75,2357.6655123977275,operating costs of operator1 + weeding
08/Sep/1982,,5.0,2352.6655123977275,sowing costs
08/Sep/1982,,15.0,2337.6655123977275,sowing costs
08/Sep/1982,,0.25,2337.4155123977275,operating costs of operator1 + presow_till
09/Sep/1982,,0.25,2337.1655123977275,operating costs of operator1 + sowing
10/Sep/1982,,0.75,2336.4155123977275,operating costs of operator1 + presow_till
11/Sep/1982,,0.75,2335.6655123977275,operating costs of operator1 + sowing
08/Oct/1982,,0.25,2335.4155123977275,operating costs of operator1 + weeding
09/Oct/1982,,0.75,2334.6655123977275,operating costs of operator1 + weeding
20/Dec/1982,261.5612699019887,,2596.2267822997164,cropprice (maize)
20/Dec/1982,20.20943659090909,,2616.4362188906257,cropprice (maize_residue)
20/Dec/1982,,0.25,2616.1862188906257,operating costs of operator1 + harvesting
24/Dec/1982,0.0,,2616.1862188906257,cropprice (maize)
24/Dec/1982,60.247616846590915,,2676.4338357372167,cropprice (maize_residue)
24/Dec/1982,,0.75,2675.6838357372167,operating costs of operator1 + harvesting
29/Jan/1983,,0.25,2675.4338357372167,operating costs of operator1 + weeding
02/Feb/1983,,0.75,2674.6838357372167,operating costs of operator1 + weeding
16/Mar/1983,,10.5,2664.1838357372167,sowing costs
16/Mar/1983,,31.5,2632.6838357372167,sowing costs
16/Mar/1983,,0.25,2632.4338357372167,operating costs of operator1 + presow_till
17/Mar/1983,,0.25,2632.1838357372167,operating costs of operator1 + sowing
18/Mar/1983,,0.75,2631.4338357372167,operating costs of operator1 + presow_till
19/Mar/1983,,0.75,2630.6838357372167,operating costs of operator1 + sowing
15/Apr/1983,,0.25,2630.4338357372167,operating costs of operator1 + weeding
16/Apr/1983,,0.75,2629.6838357372167,operating costs of operator1 + weeding
18/Jun/1983,106.58888207386363,,2736.2727178110804,cropprice (bean)
18/Jun/1983,297.7071223806818,,3033.9798401917624,cropprice (maize)
18/Jun/1983,34.69860839772728,,3068.6784485894896,cropprice (maize_residue)
18/Jun/1983,,0.25,3068.4284485894896,operating costs of operator1 + harvesting
19/Jun/1983,,0.25,3068.1784485894896,operating costs of operator1 + harvesting
26/Jun/1983,0.0,,3068.1784485894896,cropprice (maize)
26/Jun/1983,45.70875964772728,,3113.887208237217,cropprice (maize_residue)
26/Jun/1983,,0.75,3113.137208237217,operating costs of operator1 + harvesting
30/Jun/1983,,606.1,2507.037208237217,Farm Overheads
28/Jul/1983,,0.25,2506.787208237217,operating costs of operator1 + weeding
05/Aug/1983,,0.75,2506.037208237217,operating costs of operator1 + weeding
01/Sep/1983,,5.0,2501.037208237217,sowing costs
01/Sep/1983,,15.0,2486.037208237217,sowing costs
01/Sep/1983,,0.25,2485.787208237217,operating costs of operator1 + presow_till
02/Sep/1983,,0.25,2485.537208237217,operating costs of operator1 + sowing
03/Sep/1983,,0.75,2484.787208237217,operating costs of operator1 + presow_till
04/Sep/1983,,0.75,2484.037208237217,operating costs of operator1 + sowing
01/Oct/1983,,0.25,2483.787208237217,operating costs of operator1 + weeding
02/Oct/1983,,0.75,2483.037208237217,operating costs of operator1 + weeding
12/Dec/1983,231.97317010227275,,2715.0103783394898,cropprice (maize)
12/Dec/1983,17.10310780113636,,2732.1134861406263,cropprice (maize_residue)
12/Dec/1983,,0.25,2731.8634861406263,operating costs of operator1 + harvesting
28/Dec/1983,0.0,,2731.8634861406263,cropprice (maize)
28/Dec/1983,37.234601113636366,,2769.0980872542627,cropprice (maize_residue)
28/Dec/1983,,0.75,2768.3480872542627,operating costs of operator1 + harvesting
21/Jan/1984,,0.25,2768.0980872542627,operating costs of operator1 + weeding
06/Feb/1984,,0.75,2767.3480872542627,operating costs of operator1 + weeding
14/Mar/1984,,10.5,2756.8480872542627,sowing costs
14/Mar/1984,,31.5,2725.3480872542627,sowing costs
14/Mar/1984,,0.25,2725.0980872542627,operating costs of operator1 + presow_till
15/Mar/1984,,0.25,2724.8480872542627,operating costs of operator1 + sowing
16/Mar/1984,,0.75,2724.0980872542627,operating costs of operator1 + presow_till
17/Mar/1984,,0.75,2723.3480872542627,operating costs of operator1 + sowing
13/Apr/1984,,0.25,2723.0980872542627,operating costs of operator1 + weeding
14/Apr/1984,,0.75,2722.3480872542627,operating costs of operator1 + weeding
18/Jun/1984,91.98911841477272,,2814.3372056690355,cropprice (bean)
18/Jun/1984,328.33973940767044,,3142.676945076706,cropprice (maize)
18/Jun/1984,31.70786909659091,,3174.384814173297,cropprice (maize_residue)
18/Jun/1984,,0.25,3174.134814173297,operating costs of operator1 + harvesting
19/Jun/1984,,0.25,3173.884814173297,operating costs of operator1 + harvesting
20/Jun/1984,390.3268856676136,,3564.2116998409106,cropprice (maize)
20/Jun/1984,47.62554932386364,,3611.837249164774,cropprice (maize_residue)
20/Jun/1984,,0.75,3611.087249164774,operating costs of operator1 + harvesting
29/Jun/1984,,606.1,3004.9872491647743,Farm Overheads
28/Jul/1984,,0.25,3004.7372491647743,operating costs of operator1 + weeding
30/Jul/1984,,0.75,3003.9872491647743,operating costs of operator1 + weeding
30/Aug/1984,,5.0,2998.9872491647743,sowing costs
30/Aug/1984,,15.0,2983.9872491647743,sowing costs
30/Aug/1984,,0.25,2983.7372491647743,operating costs of operator1 + presow_till
31/Aug/1984,,0.25,2983.4872491647743,operating costs of operator1 + sowing
01/Sep/1984,,0.75,2982.7372491647743,operating costs of operator1 + presow_till
02/Sep/1984,,0.75,2981.9872491647743,operating costs of operator1 + sowing
29/Sep/1984,,0.25,2981.7372491647743,operating costs of operator1 + weeding
30/Sep/1984,,0.75,2980.9872491647743,operating costs of operator1 + weeding
09/Dec/1984,174.49111583948869,,3155.478365004263,cropprice (maize)
09/Dec/1984,16.006183971590907,,3171.484548975854,cropprice (maize_residue)
09/Dec/1984,,0.25,3171.234548975854,operating costs of operator1 + harvesting
10/Dec/1984,226.78556293892046,,3398.0201119147746,cropprice (maize)
10/Dec/1984,56.67443848295455,,3454.694550397729,cropprice (maize_residue)
10/Dec/1984,,0.75,3453.944550397729,operating costs of operator1 + harvesting
18/Jan/1985,,0.25,3453.694550397729,operating costs of operator1 + weeding
19/Jan/1985,,0.75,3452.944550397729,operating costs of operator1 + weeding
20/Mar/1985,,10.5,3442.444550397729,sowing costs
20/Mar/1985,,31.5,3410.944550397729,sowing costs
20/Mar/1985,,0.25,3410.694550397729,operating costs of operator1 + presow_till
21/Mar/1985,,0.25,3410.444550397729,operating costs of operator1 + sowing
22/Mar/1985,,0.75,3409.694550397729,operating costs of operator1 + presow_till
23/Mar/1985,,0.75,3408.944550397729,operating costs of operator1 + sowing
19/Apr/1985,,0.25,3408.694550397729,operating costs of operator1 + weeding
20/Apr/1985,,0.75,3407.944550397729,operating costs of operator1 + weeding
30/Jun/1985,,606.1,2801.844550397729,Farm Overheads
05/Jul/1985,737.9128084602273,,3539.757358857956,cropprice (bean)
05/Jul/1985,0.0,,3539.757358857956,cropprice (maize)
05/Jul/1985,63.954090465909076,,3603.711449323865,cropprice (maize_residue)
05/Jul/1985,0.0,,3603.711449323865,cropprice (maize)
05/Jul/1985,57.27318502840909,,3660.984634352274,cropprice (maize_residue)
05/Jul/1985,,0.25,3660.734634352274,operating costs of operator1 + harvesting
06/Jul/1985,,0.25,3660.484634352274,operating costs of operator1 + harvesting
07/Jul/1985,,0.75,3659.734634352274,operating costs of operator1 + harvesting
14/Aug/1985,,0.25,3659.484634352274,operating costs of operator1 + weeding
15/Aug/1985,,0.75,3658.734634352274,operating costs of operator1 + weeding
01/Sep/1985,,5.0,3653.734634352274,sowing costs
01/Sep/1985,,15.0,3638.734634352274,sowing costs
01/Sep/1985,,0.25,3638.484634352274,operating costs of operator1 + presow_till
02/Sep/1985,,0.25,3638.234634352274,operating costs of operator1 + sowing
03/Sep/1985,,0.75,3637.484634352274,operating costs of operator1 + presow_till
04/Sep/1985,,0.75,3636.734634352274,operating costs of operator1 + sowing
01/Oct/1985,,0.25,3636.484634352274,operating costs of operator1 + weeding
02/Oct/1985,,0.75,3635.734634352274,operating costs of operator1 + weeding
13/Dec/1985,11.920113988636363,,3647.6547483409104,cropprice (maize)
13/Dec/1985,20.306404806818183,,3667.9611531477285,cropprice (maize_residue)
13/Dec/1985,,0.25,3667.7111531477285,operating costs of operator1 + harvesting
29/Dec/1985,0.0,,3667.7111531477285,cropprice (maize)
29/Dec/1985,19.347323335227276,,3687.058476482956,cropprice (maize_residue)
29/Dec/1985,,0.75,3686.308476482956,operating costs of operator1 + harvesting
22/Jan/1986,,0.25,3686.058476482956,operating costs of operator1 + weeding
07/Feb/1986,,0.75,3685.308476482956,operating costs of operator1 + weeding
21/Mar/1986,,10.5,3674.808476482956,sowing costs
21/Mar/1986,,31.5,3643.308476482956,sowing costs
21/Mar/1986,,0.25,3643.058476482956,operating costs of operator1 + presow_till
22/Mar/1986,,0.25,3642.808476482956,operating costs of operator1 + sowing
23/Mar/1986,,0.75,3642.058476482956,operating costs of operator1 + presow_till
24/Mar/1986,,0.75,3641.308476482956,operating costs of operator1 + sowing
20/Apr/1986,,0.25,3641.058476482956,operating costs of operator1 + weeding
21/Apr/1986,,0.75,3640.308476482956,operating costs of operator1 + weeding
30/Jun/1986,,606.1,3034.208476482956,Farm Overheads
01/Jul/1986,317.4002006079546,,3351.6086770909105,cropprice (bean)
01/Jul/1986,267.33674138352274,,3618.945418474433,cropprice (maize)
01/Jul/1986,44.17012994886364,,3663.115548423297,cropprice (maize_residue)
01/Jul/1986,,0.25,3662.865548423297,operating costs of operator1 + harvesting
02/Jul/1986,331.21117521306815,,3994.076723636365,cropprice (maize)
02/Jul/1986,53.603809704545455,,4047.68053334091,cropprice (maize_residue)
02/Jul/1986,,0.25,4047.43053334091,operating costs of operator1 + harvesting
03/Jul/1986,,0.75,4046.68053334091,operating costs of operator1 + harvesting
10/Aug/1986,,0.25,4046.43053334091,operating costs of operator1 + weeding
11/Aug/1986,,0.75,4045.68053334091,operating costs of operator1 + weeding
02/Sep/1986,,5.0,4040.68053334091,sowing costs
02/Sep/1986,,15.0,4025.68053334091,sowing costs
02/Sep/1986,,0.25,4025.43053334091,operating costs of operator1 + presow_till
03/Sep/1986,,0.25,4025.18053334091,operating costs of operator1 + sowing
04/Sep/1986,,0.75,4024.43053334091,operating costs of operator1 + presow_till
05/Sep/1986,,0.75,4023.68053334091,operating costs of operator1 + sowing
02/Oct/1986,,0.25,4023.43053334091,operating costs of operator1 + weeding
03/Oct/1986,,0.75,4022.68053334091,operating costs of operator1 + weeding
11/Dec/1986,344.56178128125,,4367.24231462216,cropprice (maize)
11/Dec/1986,27.225352892045454,,4394.4676675142055,cropprice (maize_residue)
11/Dec/1986,,0.25,4394.2176675142055,operating costs of operator1 + harvesting
18/Dec/1986,0.0,,4394.2176675142055,cropprice (maize)
18/Dec/1986,53.79714410795454,,4448.01481162216,cropprice (maize_residue)
18/Dec/1986,,0.75,4447.26481162216,operating costs of operator1 + harvesting
20/Jan/1987,,0.25,4447.01481162216,operating costs of operator1 + weeding
27/Jan/1987,,0.75,4446.26481162216,operating costs of operator1 + weeding
16/Mar/1987,,10.5,4435.76481162216,sowing costs
16/Mar/1987,,31.5,4404.26481162216,sowing costs
16/Mar/1987,,0.25,4404.01481162216,operating costs of operator1 + presow_till
17/Mar/1987,,0.25,4403.76481162216,operating costs of operator1 + sowing
18/Mar/1987,,0.75,4403.01481162216,operating costs of operator1 + presow_till
19/Mar/1987,,0.75,4402.26481162216,operating costs of operator1 + sowing
15/Apr/1987,,0.25,4402.01481162216,operating costs of operator1 + weeding
16/Apr/1987,,0.75,4401.26481162216,operating costs of operator1 + weeding
22/Jun/1987,223.04927543181822,,4624.314087053978,cropprice (bean)
22/Jun/1987,265.2626641661932,,4889.576751220171,cropprice (maize)
22/Jun/1987,42.08554631818182,,4931.6622975383525,cropprice (maize_residue)
22/Jun/1987,,0.25,4931.4122975383525,operating costs of operator1 + harvesting
23/Jun/1987,,0.25,4931.1622975383525,operating costs of operator1 + harvesting
30/Jun/1987,,606.1,4325.062297538352,Farm Overheads
06/Jul/1987,0.0,,4325.062297538352,cropprice (maize)
06/Jul/1987,43.49019553977272,,4368.552493078125,cropprice (maize_residue)
06/Jul/1987,,0.75,4367.802493078125,operating costs of operator1 + harvesting
01/Aug/1987,,0.25,4367.552493078125,operating costs of operator1 + weeding
15/Aug/1987,,0.75,4366.802493078125,operating costs of operator1 + weeding
09/Sep/1987,,5.0,4361.802493078125,sowing costs
09/Sep/1987,,15.0,4346.802493078125,sowing costs
09/Sep/1987,,0.25,4346.552493078125,operating costs of operator1 + presow_till
10/Sep/1987,,0.25,4346.302493078125,operating costs of operator1 + sowing
11/Sep/1987,,0.75,4345.552493078125,operating costs of operator1 + presow_till
12/Sep/1987,,0.75,4344.802493078125,operating costs of operator1 + sowing
09/Oct/1987,,0.25,4344.552493078125,operating costs of operator1 + weeding
10/Oct/1987,,0.75,4343.802493078125,operating costs of operator1 + weeding
17/Dec/1987,359.2749569659091,,4703.077450044034,cropprice (maize)
17/Dec/1987,32.59662697727273,,4735.674077021306,cropprice (maize_residue)
17/Dec/1987,,0.25,4735.424077021306,operating costs of operator1 + harvesting
30/Dec/1987,0.0,,4735.424077021306,cropprice (maize)
30/Dec/1987,43.16954456249999,,4778.593621583806,cropprice (maize_residue)
30/Dec/1987,,0.75,4777.843621583806,operating costs of operator1 + harvesting
26/Jan/1988,,0.25,4777.593621583806,operating costs of operator1 + weeding
08/Feb/1988,,0.75,4776.843621583806,operating costs of operator1 + weeding
17/Mar/1988,,10.5,4766.343621583806,sowing costs
17/Mar/1988,,31.5,4734.843621583806,sowing costs
17/Mar/1988,,0.25,4734.593621583806,operating costs of operator1 + presow_till
18/Mar/1988,,0.25,4734.343621583806,operating costs of operator1 + sowing
19/Mar/1988,,0.75,4733.593621583806,operating costs of operator1 + presow_till
20/Mar/1988,,0.75,4732.843621583806,operating costs of operator1 + sowing
16/Apr/1988,,0.25,4732.593621583806,operating costs of operator1 + weeding
17/Apr/1988,,0.75,4731.843621583806,operating costs of operator1 + weeding
26/Jun/1988,583.4035699943182,,5315.247191578124,cropprice (bean)
26/Jun/1988,128.0661500625,,5443.3133416406245,cropprice (maize)
26/Jun/1988,68.6555619659091,,5511.968903606534,cropprice (maize_residue)
26/Jun/1988,,0.25,5511.718903606534,operating costs of operator1 + harvesting
27/Jun/1988,,0.25,5511.468903606534,operating costs of operator1 + harvesting
29/Jun/1988,,606.1,4905.368903606533,Farm Overheads
08/Jul/1988,0.0,,4905.368903606533,cropprice (maize)
08/Jul/1988,44.460246698863635,,4949.829150305397,cropprice (maize_residue)
08/Jul/1988,,0.75,4949.079150305397,operating costs of operator1 + harvesting
05/Aug/1988,,0.25,4948.829150305397,operating costs of operator1 + weeding
17/Aug/1988,,0.75,4948.079150305397,operating costs of operator1 + weeding
30/Aug/1988,,5.0,4943.079150305397,sowing costs
30/Aug/1988,,15.0,4928.079150305397,sowing costs
30/Aug/1988,,0.25,4927.829150305397,operating costs of operator1 + presow_till
31/Aug/1988,,0.25,4927.579150305397,operating costs of operator1 + sowing
01/Sep/1988,,0.75,4926.829150305397,operating costs of operator1 + presow_till
02/Sep/1988,,0.75,4926.079150305397,operating costs of operator1 + sowing
29/Sep/1988,,0.25,4925.829150305397,operating costs of operator1 + weeding
30/Sep/1988,,0.75,4925.079150305397,operating costs of operator1 + weeding
11/Dec/1988,358.0078326349431,,5283.08698294034,cropprice (maize)
11/Dec/1988,31.053147749999997,,5314.14013069034,cropprice (maize_residue)
11/Dec/1988,,0.25,5313.89013069034,operating costs of operator1 + harvesting
01/Jan/1989,0.0,,5313.89013069034,cropprice (maize)
01/Jan/1989,29.709457397727274,,5343.599588088067,cropprice (maize_residue)
01/Jan/1989,,0.75,5342.849588088067,operating costs of operator1 + harvesting
20/Jan/1989,,0.25,5342.599588088067,operating costs of operator1 + weeding
10/Feb/1989,,0.75,5341.849588088067,operating costs of operator1 + weeding
15/Mar/1989,,10.5,5331.349588088067,sowing costs
15/Mar/1989,,31.5,5299.849588088067,sowing costs
15/Mar/1989,,0.25,5299.599588088067,operating costs of operator1 + presow_till
16/Mar/1989,,0.25,5299.349588088067,operating costs of operator1 + sowing
17/Mar/1989,,0.75,5298.599588088067,operating costs of operator1 + presow_till
18/Mar/1989,,0.75,5297.849588088067,operating costs of operator1 + sowing
14/Apr/1989,,0.25,5297.599588088067,operating costs of operator1 + weeding
15/Apr/1989,,0.75,5296.849588088067,operating costs of operator1 + weeding
27/Jun/1989,415.6239416079545,,5712.473529696022,cropprice (bean)
27/Jun/1989,210.07938290198862,,5922.55291259801,cropprice (maize)
27/Jun/1989,49.94778719886363,,5972.500699796874,cropprice (maize_residue)
27/Jun/1989,,0.25,5972.250699796874,operating costs of operator1 + harvesting
28/Jun/1989,,0.25,5972.000699796874,operating costs of operator1 + harvesting
30/Jun/1989,,606.1,5365.900699796874,Farm Overheads
13/Jul/1989,0.0,,5365.900699796874,cropprice (maize)
13/Jul/1989,38.29145674431819,,5404.192156541192,cropprice (maize_residue)
13/Jul/1989,,0.75,5403.442156541192,operating costs of operator1 + harvesting
06/Aug/1989,,0.25,5403.192156541192,operating costs of operator1 + weeding
22/Aug/1989,,0.75,5402.442156541192,operating costs of operator1 + weeding
01/Sep/1989,,5.0,5397.442156541192,sowing costs
01/Sep/1989,,15.0,5382.442156541192,sowing costs
01/Sep/1989,,0.25,5382.192156541192,operating costs of operator1 + presow_till
02/Sep/1989,,0.25,5381.942156541192,operating costs of operator1 + sowing
03/Sep/1989,,0.75,5381.192156541192,operating costs of operator1 + presow_till
04/Sep/1989,,0.75,5380.442156541192,operating costs of operator1 + sowing
01/Oct/1989,,0.25,5380.192156541192,operating costs of operator1 + weeding
02/Oct/1989,,0.75,5379.442156541192,operating costs of operator1 + weeding
11/Dec/1989,331.6369140426137,,5711.079070583806,cropprice (maize)
11/Dec/1989,26.86010464772727,,5737.939175231533,cropprice (maize_residue)
11/Dec/1989,,0.25,5737.689175231533,operating costs of operator1 + harvesting
30/Dec/1989,0.0,,5737.689175231533,cropprice (maize)
30/Dec/1989,29.6666356875,,5767.3558109190335,cropprice (maize_residue)
30/Dec/1989,,0.75,5766.6058109190335,operating costs of operator1 + harvesting
20/Jan/1990,,0.25,5766.3558109190335,operating costs of operator1 + weeding
08/Feb/1990,,0.75,5765.6058109190335,operating costs of operator1 + weeding
15/Mar/1990,,10.5,5755.1058109190335,sowing costs
15/Mar/1990,,31.5,5723.6058109190335,sowing costs
15/Mar/1990,,0.25,5723.3558109190335,operating costs of operator1 + presow_till
16/Mar/1990,,0.25,5723.1058109190335,operating costs of operator1 + sowing
17/Mar/1990,,0.75,5722.3558109190335,operating costs of operator1 + presow_till
18/Mar/1990,,0.75,5721.6058109190335,operating costs of operator1 + sowing
14/Apr/1990,,0.25,5721.3558109190335,operating costs of operator1 + weeding
15/Apr/1990,,0.75,5720.6058109190335,operating costs of operator1 + weeding
24/Jun/1990,287.3901630170455,,6007.995973936079,cropprice (bean)
24/Jun/1990,265.9065091235796,,6273.902483059659,cropprice (maize)
24/Jun/1990,42.46366465909091,,6316.36614771875,cropprice (maize_residue)
24/Jun/1990,,0.25,6316.11614771875,operating costs of operator1 + harvesting
25/Jun/1990,,0.25,6315.86614771875,operating costs of operator1 + harvesting
30/Jun/1990,,606.1,5709.766147718749,Farm Overheads
05/Jul/1990,0.0,,5709.766147718749,cropprice (maize)
05/Jul/1990,40.109111437500005,,5749.87525915625,cropprice (maize_residue)
05/Jul/1990,,0.75,5749.12525915625,operating costs of operator1 + harvesting
03/Aug/1990,,0.25,5748.87525915625,operating costs of operator1 + weeding
14/Aug/1990,,0.75,5748.12525915625,operating costs of operator1 + weeding
01/Sep/1990,,5.0,5743.12525915625,sowing costs
01/Sep/1990,,15.0,5728.12525915625,sowing costs
01/Sep/1990,,0.25,5727.87525915625,operating costs of operator1 + presow_till
02/Sep/1990,,0.25,5727.62525915625,operating costs of operator1 + sowing
03/Sep/1990,,0.75,5726.87525915625,operating costs of operator1 + presow_till
04/Sep/1990,,0.75,5726.12525915625,operating costs of operator1 + sowing
01/Oct/1990,,0.25,5725.87525915625,operating costs of operator1 + weeding
02/Oct/1990,,0.75,5725.12525915625,operating costs of operator1 + weeding
14/Dec/1990,291.26413061931817,,6016.389389775568,cropprice (maize)
14/Dec/1990,23.42312899431818,,6039.812518769886,cropprice (maize_residue)
