date,paddock,area,crop,yield,protein,fertiliser_type,fertiliser_rate, interim_rainfall,interim_runoff,interim_drainage, interim_soil_loss,SW_state,NO3_state,fallow_cost,incrop_cost,crop_income,interest_paid,expenditure,income,comment
08/Sep/1979,paddock1,0.75,,,,,,,,,,,,,,,,15.0,,sowing costs,
08/Sep/1979,paddock2,0.25,,,,,,,,,,,,,,,,5.0,,sowing costs,
08/Sep/1979,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + presow_till,
09/Sep/1979,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + sowing,
10/Sep/1979,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + presow_till,
11/Sep/1979,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + sowing,
08/Oct/1979,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + weeding,
09/Oct/1979,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + weeding,
21/Dec/1979,paddock1,0.75,maize,0.0,,,,,,,,,,,,0.0,,,0.0,cropprice (maize),
21/Dec/1979,paddock1,0.75,maize_residue,3.062437022727273,,,,,,,,,,,,45.936555340909095,,,45.936555340909095,cropprice (maize_residue),
21/Dec/1979,paddock2,0.25,maize,0.0,,,,,,,,,,,,0.0,,,0.0,cropprice (maize),
21/Dec/1979,paddock2,0.25,maize_residue,3.062437022727273,,,,,,,,,,,,15.312185113636366,,,15.312185113636366,cropprice (maize_residue),
21/Dec/1979,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + harvesting,
22/Dec/1979,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + harvesting,
30/Jan/1980,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + weeding,
31/Jan/1980,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + weeding,
08/Apr/1980,paddock1,0.75,,,,,,,,,,,,,,,,31.5,,sowing costs,
08/Apr/1980,paddock2,0.25,,,,,,,,,,,,,,,,10.5,,sowing costs,
08/Apr/1980,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + presow_till,
09/Apr/1980,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + sowing,
10/Apr/1980,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + presow_till,
11/Apr/1980,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + sowing,
08/May/1980,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + weeding,
09/May/1980,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + weeding,
29/Jun/1980,,,,,,,,,,,,,,,,,,606.1,,Farm Overheads,
18/Jul/1980,paddock2,0.25,maize,3.368887168181818,,,,,,,,,,,,240.03321073295456,,,240.03321073295456,cropprice (maize),
18/Jul/1980,paddock2,0.25,maize_residue,3.053583318181818,,,,,,,,,,,,15.26791659090909,,,15.26791659090909,cropprice (maize_residue),
18/Jul/1980,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + harvesting,
29/Jul/1980,paddock1,0.75,bean,7.581798761363635,,,,,,,,,,,,2388.2666098295454,,,2388.2666098295454,cropprice (bean),
29/Jul/1980,paddock1,0.75,maize,0.0,,,,,,,,,,,,0.0,,,0.0,cropprice (maize),
29/Jul/1980,paddock1,0.75,maize_residue,11.662982732954548,,,,,,,,,,,,174.9447409943182,,,174.9447409943182,cropprice (maize_residue),
29/Jul/1980,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + harvesting,
30/Jul/1980,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + harvesting,
27/Aug/1980,paddock2,0.25,,,,,,,,,,,,,0.25,,,0.25,,operating costs of operator1 + weeding,
31/Aug/1980,paddock1,0.75,,,,,,,,,,,,,,,,15.0,,sowing costs,
31/Aug/1980,paddock2,0.25,,,,,,,,,,,,,,,,5.0,,sowing costs,
31/Aug/1980,paddock1,0.75,,,,,,,,,,,,,0.75,,,0.75,,operating costs of operator1 + presow_till,
