date,income,expenditure,balance,comment
02/Jan/1991,,0.25,24324.866368377843,operating costs of operator1 + harvesting
23/Jan/1991,,0.75,24324.116368377843,operating costs of operator1 + weeding
11/Feb/1991,,0.25,24323.866368377843,operating costs of operator1 + weeding
27/Mar/1991,,31.5,24292.366368377843,sowing costs
27/Mar/1991,,10.5,24281.866368377843,sowing costs
27/Mar/1991,,0.75,24281.116368377843,operating costs of operator1 + presow_till
28/Mar/1991,,0.75,24280.366368377843,operating costs of operator1 + sowing
29/Mar/1991,,0.25,24280.116368377843,operating costs of operator1 + presow_till
30/Mar/1991,,0.25,24279.866368377843,operating costs of operator1 + sowing
26/Apr/1991,,0.75,24279.116368377843,operating costs of operator1 + weeding
27/Apr/1991,,0.25,24278.866368377843,operating costs of operator1 + weeding
30/Jun/1991,,606.1,23672.766368377845,Farm Overheads
06/Jul/1991,963.2274545965909,,24635.993822974437,cropprice (bean)
06/Jul/1991,796.4974649403409,,25432.491287914778,cropprice (maize)
06/Jul/1991,132.04875599999997,,25564.540043914778,cropprice (maize_residue)
06/Jul/1991,,0.75,25563.790043914778,operating costs of operator1 + harvesting
07/Jul/1991,,0.75,25563.040043914778,operating costs of operator1 + harvesting
13/Jul/1991,0.0,,25563.040043914778,cropprice (maize)
13/Jul/1991,15.174371892045455,,25578.214415806822,cropprice (maize_residue)
13/Jul/1991,,0.25,25577.964415806822,operating costs of operator1 + harvesting
15/Aug/1991,,0.75,25577.214415806822,operating costs of operator1 + weeding
22/Aug/1991,,0.25,25576.964415806822,operating costs of operator1 + weeding
02/Sep/1991,,15.0,25561.964415806822,sowing costs
02/Sep/1991,,5.0,25556.964415806822,sowing costs
02/Sep/1991,,0.75,25556.214415806822,operating costs of operator1 + presow_till
03/Sep/1991,,0.75,25555.464415806822,operating costs of operator1 + sowing
04/Sep/1991,,0.25,25555.214415806822,operating costs of operator1 + presow_till
05/Sep/1991,,0.25,25554.964415806822,operating costs of operator1 + sowing
02/Oct/1991,,0.75,25554.214415806822,operating costs of operator1 + weeding
03/Oct/1991,,0.25,25553.964415806822,operating costs of operator1 + weeding
13/Dec/1991,938.4799619403409,,26492.444377747164,cropprice (maize)
13/Dec/1991,65.70638205681819,,26558.150759803983,cropprice (maize_residue)
13/Dec/1991,,0.75,26557.400759803983,operating costs of operator1 + harvesting
02/Jan/1992,0.0,,26557.400759803983,cropprice (maize)
02/Jan/1992,9.343941426136364,,26566.74470123012,cropprice (maize_residue)
02/Jan/1992,,0.25,26566.49470123012,operating costs of operator1 + harvesting
22/Jan/1992,,0.75,26565.74470123012,operating costs of operator1 + weeding
11/Feb/1992,,0.25,26565.49470123012,operating costs of operator1 + weeding
01/Apr/1992,,31.5,26533.99470123012,sowing costs
01/Apr/1992,,10.5,26523.49470123012,sowing costs
01/Apr/1992,,0.75,26522.74470123012,operating costs of operator1 + presow_till
02/Apr/1992,,0.75,26521.99470123012,operating costs of operator1 + sowing
03/Apr/1992,,0.25,26521.74470123012,operating costs of operator1 + presow_till
04/Apr/1992,,0.25,26521.49470123012,operating costs of operator1 + sowing
01/May/1992,,0.75,26520.74470123012,operating costs of operator1 + weeding
02/May/1992,,0.25,26520.49470123012,operating costs of operator1 + weeding
29/Jun/1992,,606.1,25914.39470123012,Farm Overheads
11/Jul/1992,885.9028056136364,,26800.29750684376,cropprice (bean)
11/Jul/1992,951.2314018210227,,27751.528908664783,cropprice (maize)
11/Jul/1992,138.2731101306818,,27889.802018795464,cropprice (maize_residue)
11/Jul/1992,,0.75,27889.052018795464,operating costs of operator1 + harvesting
12/Jul/1992,93.21973038920454,,27982.27174918467,cropprice (maize)
12/Jul/1992,17.38669100568182,,27999.658440190353,cropprice (maize_residue)
12/Jul/1992,,0.75,27998.908440190353,operating costs of operator1 + harvesting
13/Jul/1992,,0.25,27998.658440190353,operating costs of operator1 + harvesting
20/Aug/1992,,0.75,27997.908440190353,operating costs of operator1 + weeding
21/Aug/1992,,0.25,27997.658440190353,operating costs of operator1 + weeding
31/Aug/1992,,15.0,27982.658440190353,sowing costs
31/Aug/1992,,5.0,27977.658440190353,sowing costs
31/Aug/1992,,0.75,27976.908440190353,operating costs of operator1 + presow_till
01/Sep/1992,,0.75,27976.158440190353,operating costs of operator1 + sowing
02/Sep/1992,,0.25,27975.908440190353,operating costs of operator1 + presow_till
03/Sep/1992,,0.25,27975.658440190353,operating costs of operator1 + sowing
30/Sep/1992,,0.75,27974.908440190353,operating costs of operator1 + weeding
01/Oct/1992,,0.25,27974.658440190353,operating costs of operator1 + weeding
13/Dec/1992,769.9208735071024,,28744.579313697453,cropprice (maize)
13/Dec/1992,56.63849154545454,,28801.217805242908,cropprice (maize_residue)
13/Dec/1992,,0.75,28800.467805242908,operating costs of operator1 + harvesting
30/Dec/1992,0.0,,28800.467805242908,cropprice (maize)
30/Dec/1992,13.769016613636362,,28814.236821856546,cropprice (maize_residue)
30/Dec/1992,,0.25,28813.986821856546,operating costs of operator1 + harvesting
22/Jan/1993,,0.75,28813.236821856546,operating costs of operator1 + weeding
08/Feb/1993,,0.25,28812.986821856546,operating costs of operator1 + weeding
15/Mar/1993,,31.5,28781.486821856546,sowing costs
15/Mar/1993,,10.5,28770.986821856546,sowing costs
15/Mar/1993,,0.75,28770.236821856546,operating costs of operator1 + presow_till
16/Mar/1993,,0.75,28769.486821856546,operating costs of operator1 + sowing
17/Mar/1993,,0.25,28769.236821856546,operating costs of operator1 + presow_till
18/Mar/1993,,0.25,28768.986821856546,operating costs of operator1 + sowing
14/Apr/1993,,0.75,28768.236821856546,operating costs of operator1 + weeding
15/Apr/1993,,0.25,28767.986821856546,operating costs of operator1 + weeding
20/Jun/1993,899.0621793920457,,29667.049001248593,cropprice (bean)
20/Jun/1993,632.9275531491478,,30299.97655439774,cropprice (maize)
20/Jun/1993,160.59891023863636,,30460.57546463638,cropprice (maize_residue)
20/Jun/1993,,0.75,30459.82546463638,operating costs of operator1 + harvesting
21/Jun/1993,,0.75,30459.07546463638,operating costs of operator1 + harvesting
30/Jun/1993,,606.1,29852.97546463638,Farm Overheads
04/Jul/1993,0.0,,29852.97546463638,cropprice (maize)
04/Jul/1993,13.389162931818179,,29866.364627568197,cropprice (maize_residue)
04/Jul/1993,,0.25,29866.114627568197,operating costs of operator1 + harvesting
30/Jul/1993,,0.75,29865.364627568197,operating costs of operator1 + weeding
13/Aug/1993,,0.25,29865.114627568197,operating costs of operator1 + weeding
05/Sep/1993,,15.0,29850.114627568197,sowing costs
05/Sep/1993,,5.0,29845.114627568197,sowing costs
05/Sep/1993,,0.75,29844.364627568197,operating costs of operator1 + presow_till
06/Sep/1993,,0.75,29843.614627568197,operating costs of operator1 + sowing
07/Sep/1993,,0.25,29843.364627568197,operating costs of operator1 + presow_till
08/Sep/1993,,0.25,29843.114627568197,operating costs of operator1 + sowing
05/Oct/1993,,0.75,29842.364627568197,operating costs of operator1 + weeding
06/Oct/1993,,0.25,29842.114627568197,operating costs of operator1 + weeding
13/Dec/1993,1037.3204596576704,,30879.435087225866,cropprice (maize)
13/Dec/1993,81.29552389772728,,30960.730611123592,cropprice (maize_residue)
13/Dec/1993,,0.75,30959.980611123592,operating costs of operator1 + harvesting
31/Dec/1993,0.0,,30959.980611123592,cropprice (maize)
31/Dec/1993,10.428580545454547,,30970.409191669045,cropprice (maize_residue)
31/Dec/1993,,0.25,30970.159191669045,operating costs of operator1 + harvesting
22/Jan/1994,,0.75,30969.409191669045,operating costs of operator1 + weeding
09/Feb/1994,,0.25,30969.159191669045,operating costs of operator1 + weeding
18/Mar/1994,,31.5,30937.659191669045,sowing costs
18/Mar/1994,,10.5,30927.159191669045,sowing costs
18/Mar/1994,,0.75,30926.409191669045,operating costs of operator1 + presow_till
19/Mar/1994,,0.75,30925.659191669045,operating costs of operator1 + sowing
20/Mar/1994,,0.25,30925.409191669045,operating costs of operator1 + presow_till
21/Mar/1994,,0.25,30925.159191669045,operating costs of operator1 + sowing
17/Apr/1994,,0.75,30924.409191669045,operating costs of operator1 + weeding
18/Apr/1994,,0.25,30924.159191669045,operating costs of operator1 + weeding
28/Jun/1994,1592.4604213636367,,32516.619613032683,cropprice (bean)
28/Jun/1994,295.93750944886364,,32812.55712248154,cropprice (maize)
28/Jun/1994,200.00638649999996,,33012.56350898154,cropprice (maize_residue)
28/Jun/1994,,0.75,33011.81350898154,operating costs of operator1 + harvesting
29/Jun/1994,,0.75,33011.06350898154,operating costs of operator1 + harvesting
30/Jun/1994,,606.1,32404.963508981542,Farm Overheads
05/Jul/1994,0.0,,32404.963508981542,cropprice (maize)
05/Jul/1994,15.301182142045455,,32420.264691123586,cropprice (maize_residue)
05/Jul/1994,,0.25,32420.014691123586,operating costs of operator1 + harvesting
07/Aug/1994,,0.75,32419.264691123586,operating costs of operator1 + weeding
14/Aug/1994,,0.25,32419.014691123586,operating costs of operator1 + weeding
01/Sep/1994,,15.0,32404.014691123586,sowing costs
01/Sep/1994,,5.0,32399.014691123586,sowing costs
01/Sep/1994,,0.75,32398.264691123586,operating costs of operator1 + presow_till
02/Sep/1994,,0.75,32397.514691123586,operating costs of operator1 + sowing
03/Sep/1994,,0.25,32397.264691123586,operating costs of operator1 + presow_till
04/Sep/1994,,0.25,32397.014691123586,operating costs of operator1 + sowing
01/Oct/1994,,0.75,32396.264691123586,operating costs of operator1 + weeding
02/Oct/1994,,0.25,32396.014691123586,operating costs of operator1 + weeding
10/Dec/1994,1062.1957873934657,,33458.21047851705,cropprice (maize)
10/Dec/1994,96.29760465340911,,33554.50808317046,cropprice (maize_residue)
10/Dec/1994,,0.75,33553.75808317046,operating costs of operator1 + harvesting
31/Dec/1994,0.0,,33553.75808317046,cropprice (maize)
31/Dec/1994,9.193326085227273,,33562.951409255686,cropprice (maize_residue)
31/Dec/1994,,0.25,33562.701409255686,operating costs of operator1 + harvesting
19/Jan/1995,,0.75,33561.951409255686,operating costs of operator1 + weeding
09/Feb/1995,,0.25,33561.701409255686,operating costs of operator1 + weeding
15/Mar/1995,,31.5,33530.201409255686,sowing costs
15/Mar/1995,,10.5,33519.701409255686,sowing costs
15/Mar/1995,,0.75,33518.951409255686,operating costs of operator1 + presow_till
16/Mar/1995,,0.75,33518.201409255686,operating costs of operator1 + sowing
17/Mar/1995,,0.25,33517.951409255686,operating costs of operator1 + presow_till
18/Mar/1995,,0.25,33517.701409255686,operating costs of operator1 + sowing
14/Apr/1995,,0.75,33516.951409255686,operating costs of operator1 + weeding
15/Apr/1995,,0.25,33516.701409255686,operating costs of operator1 + weeding
20/Jun/1995,664.2120125454546,,34180.91342180114,cropprice (bean)
20/Jun/1995,900.5025136448864,,35081.41593544603,cropprice (maize)
20/Jun/1995,137.21116499999997,,35218.62710044603,cropprice (maize_residue)
20/Jun/1995,,0.75,35217.87710044603,operating costs of operator1 + harvesting
21/Jun/1995,,0.75,35217.12710044603,operating costs of operator1 + harvesting
30/Jun/1995,,606.1,34611.02710044603,Farm Overheads
07/Jul/1995,0.0,,34611.02710044603,cropprice (maize)
07/Jul/1995,10.836919613636361,,34621.864020059664,cropprice (maize_residue)
07/Jul/1995,,0.25,34621.614020059664,operating costs of operator1 + harvesting
30/Jul/1995,,0.75,34620.864020059664,operating costs of operator1 + weeding
16/Aug/1995,,0.25,34620.614020059664,operating costs of operator1 + weeding
03/Sep/1995,,15.0,34605.614020059664,sowing costs
03/Sep/1995,,5.0,34600.614020059664,sowing costs
03/Sep/1995,,0.75,34599.864020059664,operating costs of operator1 + presow_till
04/Sep/1995,,0.75,34599.114020059664,operating costs of operator1 + sowing
05/Sep/1995,,0.25,34598.864020059664,operating costs of operator1 + presow_till
06/Sep/1995,,0.25,34598.614020059664,operating costs of operator1 + sowing
03/Oct/1995,,0.75,34597.864020059664,operating costs of operator1 + weeding
04/Oct/1995,,0.25,34597.614020059664,operating costs of operator1 + weeding
15/Dec/1995,1037.775892896307,,35635.38991295597,cropprice (maize)
15/Dec/1995,87.04303810227273,,35722.43295105825,cropprice (maize_residue)
15/Dec/1995,,0.75,35721.68295105825,operating costs of operator1 + harvesting
02/Jan/1996,0.0,,35721.68295105825,cropprice (maize)
02/Jan/1996,11.19508500568182,,35732.87803606393,cropprice (maize_residue)
02/Jan/1996,,0.25,35732.62803606393,operating costs of operator1 + harvesting
24/Jan/1996,,0.75,35731.87803606393,operating costs of operator1 + weeding
11/Feb/1996,,0.25,35731.62803606393,operating costs of operator1 + weeding
20/Mar/1996,,31.5,35700.12803606393,sowing costs
20/Mar/1996,,10.5,35689.62803606393,sowing costs
20/Mar/1996,,0.75,35688.87803606393,operating costs of operator1 + presow_till
21/Mar/1996,,0.75,35688.12803606393,operating costs of operator1 + sowing
22/Mar/1996,,0.25,35687.87803606393,operating costs of operator1 + presow_till
23/Mar/1996,,0.25,35687.62803606393,operating costs of operator1 + sowing
19/Apr/1996,,0.75,35686.87803606393,operating costs of operator1 + weeding
20/Apr/1996,,0.25,35686.62803606393,operating costs of operator1 + weeding
29/Jun/1996,1381.9912759943181,,37068.61931205825,cropprice (bean)
29/Jun/1996,383.74383041335227,,37452.3631424716,cropprice (maize)
29/Jun/1996,182.4039084715909,,37634.76705094319,cropprice (maize_residue)
29/Jun/1996,,0.75,37634.01705094319,operating costs of operator1 + harvesting
29/Jun/1996,,606.1,37027.91705094319,Farm Overheads
30/Jun/1996,,0.75,37027.16705094319,operating costs of operator1 + harvesting
13/Jul/1996,0.0,,37027.16705094319,cropprice (maize)
13/Jul/1996,12.660070244318183,,37039.82712118751,cropprice (maize_residue)
13/Jul/1996,,0.25,37039.57712118751,operating costs of operator1 + harvesting
08/Aug/1996,,0.75,37038.82712118751,operating costs of operator1 + weeding
22/Aug/1996,,0.25,37038.57712118751,operating costs of operator1 + weeding
30/Aug/1996,,15.0,37023.57712118751,sowing costs
30/Aug/1996,,5.0,37018.57712118751,sowing costs
30/Aug/1996,,0.75,37017.82712118751,operating costs of operator1 + presow_till
31/Aug/1996,,0.75,37017.07712118751,operating costs of operator1 + sowing
01/Sep/1996,,0.25,37016.82712118751,operating costs of operator1 + presow_till
02/Sep/1996,,0.25,37016.57712118751,operating costs of operator1 + sowing
29/Sep/1996,,0.75,37015.82712118751,operating costs of operator1 + weeding
30/Sep/1996,,0.25,37015.57712118751,operating costs of operator1 + weeding
08/Dec/1996,1037.5170758948864,,38053.0941970824,cropprice (maize)
08/Dec/1996,83.5879794034091,,38136.68217648581,cropprice (maize_residue)
08/Dec/1996,,0.75,38135.93217648581,operating costs of operator1 + harvesting
29/Dec/1996,0.0,,38135.93217648581,cropprice (maize)
29/Dec/1996,8.184724982954545,,38144.11690146876,cropprice (maize_residue)
29/Dec/1996,,0.25,38143.86690146876,operating costs of operator1 + harvesting
17/Jan/1997,,0.75,38143.11690146876,operating costs of operator1 + weeding
07/Feb/1997,,0.25,38142.86690146876,operating costs of operator1 + weeding
27/Mar/1997,,31.5,38111.36690146876,sowing costs
27/Mar/1997,,10.5,38100.86690146876,sowing costs
27/Mar/1997,,0.75,38100.11690146876,operating costs of operator1 + presow_till
28/Mar/1997,,0.75,38099.36690146876,operating costs of operator1 + sowing
29/Mar/1997,,0.25,38099.11690146876,operating costs of operator1 + presow_till
30/Mar/1997,,0.25,38098.86690146876,operating costs of operator1 + sowing
26/Apr/1997,,0.75,38098.11690146876,operating costs of operator1 + weeding
27/Apr/1997,,0.25,38097.86690146876,operating costs of operator1 + weeding
30/Jun/1997,,606.1,37491.76690146876,Farm Overheads
06/Jul/1997,884.1104112272726,,38375.87731269604,cropprice (bean)
06/Jul/1997,978.4979452201703,,39354.37525791621,cropprice (maize)
06/Jul/1997,146.21852249999998,,39500.59378041621,cropprice (maize_residue)
06/Jul/1997,,0.75,39499.84378041621,operating costs of operator1 + harvesting
07/Jul/1997,,0.75,39499.09378041621,operating costs of operator1 + harvesting
13/Jul/1997,0.0,,39499.09378041621,cropprice (maize)
13/Jul/1997,15.195559414772731,,39514.28933983098,cropprice (maize_residue)
13/Jul/1997,,0.25,39514.03933983098,operating costs of operator1 + harvesting
15/Aug/1997,,0.75,39513.28933983098,operating costs of operator1 + weeding
22/Aug/1997,,0.25,39513.03933983098,operating costs of operator1 + weeding
11/Oct/1997,,15.0,39498.03933983098,sowing costs
11/Oct/1997,,5.0,39493.03933983098,sowing costs
11/Oct/1997,,0.75,39492.28933983098,operating costs of operator1 + presow_till
12/Oct/1997,,0.75,39491.53933983098,operating costs of operator1 + sowing
13/Oct/1997,,0.25,39491.28933983098,operating costs of operator1 + presow_till
14/Oct/1997,,0.25,39491.03933983098,operating costs of operator1 + sowing
10/Nov/1997,,0.75,39490.28933983098,operating costs of operator1 + weeding
11/Nov/1997,,0.25,39490.03933983098,operating costs of operator1 + weeding
19/Jan/1998,994.1352947769886,,40484.174634607974,cropprice (maize)
19/Jan/1998,79.62970525568181,,40563.80433986366,cropprice (maize_residue)
19/Jan/1998,,0.75,40563.05433986366,operating costs of operator1 + harvesting
04/Feb/1998,0.0,,40563.05433986366,cropprice (maize)
04/Feb/1998,10.787524136363638,,40573.84186400002,cropprice (maize_residue)
04/Feb/1998,,0.25,40573.59186400002,operating costs of operator1 + harvesting
28/Feb/1998,,0.75,40572.84186400002,operating costs of operator1 + weeding
16/Mar/1998,,0.25,40572.59186400002,operating costs of operator1 + weeding
26/Mar/1998,,31.5,40541.09186400002,sowing costs
26/Mar/1998,,10.5,40530.59186400002,sowing costs
26/Mar/1998,,0.75,40529.84186400002,operating costs of operator1 + presow_till
27/Mar/1998,,0.75,40529.09186400002,operating costs of operator1 + sowing
28/Mar/1998,,0.25,40528.84186400002,operating costs of operator1 + presow_till
29/Mar/1998,,0.25,40528.59186400002,operating costs of operator1 + sowing
25/Apr/1998,,0.75,40527.84186400002,operating costs of operator1 + weeding
26/Apr/1998,,0.25,40527.59186400002,operating costs of operator1 + weeding
30/Jun/1998,,606.1,39921.491864000025,Farm Overheads
03/Jul/1998,1094.3842372670454,,41015.87610126707,cropprice (bean)
03/Jul/1998,27.855554356534093,,41043.731655623604,cropprice (maize)
03/Jul/1998,181.17500444318182,,41224.90666006679,cropprice (maize_residue)
03/Jul/1998,,0.75,41224.15666006679,operating costs of operator1 + harvesting
04/Jul/1998,,0.75,41223.40666006679,operating costs of operator1 + harvesting
19/Jul/1998,0.0,,41223.40666006679,cropprice (maize)
19/Jul/1998,8.860334914772727,,41232.26699498156,cropprice (maize_residue)
19/Jul/1998,,0.25,41232.01699498156,operating costs of operator1 + harvesting
12/Aug/1998,,0.75,41231.26699498156,operating costs of operator1 + weeding
28/Aug/1998,,0.25,41231.01699498156,operating costs of operator1 + weeding
01/Sep/1998,,15.0,41216.01699498156,sowing costs
01/Sep/1998,,5.0,41211.01699498156,sowing costs
01/Sep/1998,,0.75,41210.26699498156,operating costs of operator1 + presow_till
02/Sep/1998,,0.75,41209.51699498156,operating costs of operator1 + sowing
03/Sep/1998,,0.25,41209.26699498156,operating costs of operator1 + presow_till
04/Sep/1998,,0.25,41209.01699498156,operating costs of operator1 + sowing
01/Oct/1998,,0.75,41208.26699498156,operating costs of operator1 + weeding
02/Oct/1998,,0.25,41208.01699498156,operating costs of operator1 + weeding
11/Dec/1998,807.9779325042613,,42015.99492748582,cropprice (maize)
11/Dec/1998,55.61734563068182,,42071.6122731165,cropprice (maize_residue)
11/Dec/1998,,0.75,42070.8622731165,operating costs of operator1 + harvesting
28/Dec/1998,0.0,,42070.8622731165,cropprice (maize)
28/Dec/1998,10.233510795454546,,42081.09578391196,cropprice (maize_residue)
28/Dec/1998,,0.25,42080.84578391196,operating costs of operator1 + harvesting
20/Jan/1999,,0.75,42080.09578391196,operating costs of operator1 + weeding
06/Feb/1999,,0.25,42079.84578391196,operating costs of operator1 + weeding
15/Mar/1999,,31.5,42048.34578391196,sowing costs
15/Mar/1999,,10.5,42037.84578391196,sowing costs
15/Mar/1999,,0.75,42037.09578391196,operating costs of operator1 + presow_till
16/Mar/1999,,0.75,42036.34578391196,operating costs of operator1 + sowing
17/Mar/1999,,0.25,42036.09578391196,operating costs of operator1 + presow_till
18/Mar/1999,,0.25,42035.84578391196,operating costs of operator1 + sowing
14/Apr/1999,,0.75,42035.09578391196,operating costs of operator1 + weeding
15/Apr/1999,,0.25,42034.84578391196,operating costs of operator1 + weeding
24/Jun/1999,998.5661151136362,,43033.411899025596,cropprice (bean)
24/Jun/1999,752.2250104048295,,43785.636909430425,cropprice (maize)
24/Jun/1999,150.85375421590908,,43936.490663646335,cropprice (maize_residue)
24/Jun/1999,,0.75,43935.740663646335,operating costs of operator1 + harvesting
25/Jun/1999,,0.75,43934.990663646335,operating costs of operator1 + harvesting
30/Jun/1999,,606.1,43328.890663646336,Farm Overheads
10/Jul/1999,0.0,,43328.890663646336,cropprice (maize)
10/Jul/1999,12.042633056818183,,43340.93329670315,cropprice (maize_residue)
10/Jul/1999,,0.25,43340.68329670315,operating costs of operator1 + harvesting
03/Aug/1999,,0.75,43339.93329670315,operating costs of operator1 + weeding
19/Aug/1999,,0.25,43339.68329670315,operating costs of operator1 + weeding
01/Sep/1999,,15.0,43324.68329670315,sowing costs
01/Sep/1999,,5.0,43319.68329670315,sowing costs
01/Sep/1999,,0.75,43318.93329670315,operating costs of operator1 + presow_till
02/Sep/1999,,0.75,43318.18329670315,operating costs of operator1 + sowing
03/Sep/1999,,0.25,43317.93329670315,operating costs of operator1 + presow_till
04/Sep/1999,,0.25,43317.68329670315,operating costs of operator1 + sowing
01/Oct/1999,,0.75,43316.93329670315,operating costs of operator1 + weeding
02/Oct/1999,,0.25,43316.68329670315,operating costs of operator1 + weeding
12/Dec/1999,1009.7889437428977,,44326.47224044605,cropprice (maize)
12/Dec/1999,78.13901867045453,,44404.6112591165,cropprice (maize_residue)
12/Dec/1999,,0.75,44403.8612591165,operating costs of operator1 + harvesting
02/Jan/2000,0.0,,44403.8612591165,cropprice (maize)
02/Jan/2000,7.865091500000001,,44411.7263506165,cropprice (maize_residue)
02/Jan/2000,,0.25,44411.4763506165,operating costs of operator1 + harvesting
21/Jan/2000,,0.75,44410.7263506165,operating costs of operator1 + weeding
11/Feb/2000,,0.25,44410.4763506165,operating costs of operator1 + weeding
19/Mar/2000,,31.5,44378.9763506165,sowing costs
19/Mar/2000,,10.5,44368.4763506165,sowing costs
19/Mar/2000,,0.75,44367.7263506165,operating costs of operator1 + presow_till
20/Mar/2000,,0.75,44366.9763506165,operating costs of operator1 + sowing
21/Mar/2000,,0.25,44366.7263506165,operating costs of operator1 + presow_till
22/Mar/2000,,0.25,44366.4763506165,operating costs of operator1 + sowing
18/Apr/2000,,0.75,44365.7263506165,operating costs of operator1 + weeding
19/Apr/2000,,0.25,44365.4763506165,operating costs of operator1 + weeding
23/Jun/2000,255.7661256818182,,44621.24247629832,cropprice (bean)
23/Jun/2000,944.9277632386363,,45566.17023953696,cropprice (maize)
23/Jun/2000,98.03180486931818,,45664.20204440627,cropprice (maize_residue)
23/Jun/2000,,0.75,45663.45204440627,operating costs of operator1 + harvesting
24/Jun/2000,,0.75,45662.70204440627,operating costs of operator1 + harvesting
29/Jun/2000,,606.1,45056.602044406274,Farm Overheads
01/Jul/2000,0.0,,45056.602044406274,cropprice (maize)
01/Jul/2000,16.479049681818182,,45073.08109408809,cropprice (maize_residue)
01/Jul/2000,,0.25,45072.83109408809,operating costs of operator1 + harvesting
02/Aug/2000,,0.75,45072.08109408809,operating costs of operator1 + weeding
10/Aug/2000,,0.25,45071.83109408809,operating costs of operator1 + weeding
30/Aug/2000,,15.0,45056.83109408809,sowing costs
30/Aug/2000,,5.0,45051.83109408809,sowing costs
30/Aug/2000,,0.75,45051.08109408809,operating costs of operator1 + presow_till
31/Aug/2000,,0.75,45050.33109408809,operating costs of operator1 + sowing
01/Sep/2000,,0.25,45050.08109408809,operating costs of operator1 + presow_till
02/Sep/2000,,0.25,45049.83109408809,operating costs of operator1 + sowing
29/Sep/2000,,0.75,45049.08109408809,operating costs of operator1 + weeding
30/Sep/2000,,0.25,45048.83109408809,operating costs of operator1 + weeding
08/Dec/2000,697.2684255894885,,45746.09951967758,cropprice (maize)
08/Dec/2000,49.368655125,,45795.468174802576,cropprice (maize_residue)
08/Dec/2000,,0.75,45794.718174802576,operating costs of operator1 + harvesting
30/Dec/2000,0.0,,45794.718174802576,cropprice (maize)
30/Dec/2000,6.803085329545454,,45801.52126013212,cropprice (maize_residue)
30/Dec/2000,,0.25,45801.27126013212,operating costs of operator1 + harvesting
17/Jan/2001,,0.75,45800.52126013212,operating costs of operator1 + weeding
08/Feb/2001,,0.25,45800.27126013212,operating costs of operator1 + weeding
15/Mar/2001,,31.5,45768.77126013212,sowing costs
15/Mar/2001,,10.5,45758.27126013212,sowing costs
15/Mar/2001,,0.75,45757.52126013212,operating costs of operator1 + presow_till
16/Mar/2001,,0.75,45756.77126013212,operating costs of operator1 + sowing
17/Mar/2001,,0.25,45756.52126013212,operating costs of operator1 + presow_till
18/Mar/2001,,0.25,45756.27126013212,operating costs of operator1 + sowing
14/Apr/2001,,0.75,45755.52126013212,operating costs of operator1 + weeding
15/Apr/2001,,0.25,45755.27126013212,operating costs of operator1 + weeding
23/Jun/2001,1382.0256210170455,,47137.29688114917,cropprice (bean)
23/Jun/2001,330.80737134375,,47468.104252492914,cropprice (maize)
23/Jun/2001,190.0474298693182,,47658.15168236223,cropprice (maize_residue)
23/Jun/2001,,0.75,47657.40168236223,operating costs of operator1 + harvesting
24/Jun/2001,,0.75,47656.65168236223,operating costs of operator1 + harvesting
30/Jun/2001,,606.1,47050.55168236223,Farm Overheads
06/Jul/2001,0.0,,47050.55168236223,cropprice (maize)
06/Jul/2001,11.467473119318184,,47062.01915548155,cropprice (maize_residue)
06/Jul/2001,,0.25,47061.76915548155,operating costs of operator1 + harvesting
02/Aug/2001,,0.75,47061.01915548155,operating costs of operator1 + weeding
15/Aug/2001,,0.25,47060.76915548155,operating costs of operator1 + weeding
01/Sep/2001,,15.0,47045.76915548155,sowing costs
01/Sep/2001,,5.0,47040.76915548155,sowing costs
01/Sep/2001,,0.75,47040.01915548155,operating costs of operator1 + presow_till
02/Sep/2001,,0.75,47039.26915548155,operating costs of operator1 + sowing
03/Sep/2001,,0.25,47039.01915548155,operating costs of operator1 + presow_till
04/Sep/2001,,0.25,47038.76915548155,operating costs of operator1 + sowing
01/Oct/2001,,0.75,47038.01915548155,operating costs of operator1 + weeding
02/Oct/2001,,0.25,47037.76915548155,operating costs of operator1 + weeding
08/Dec/2001,1040.1831733295455,,48077.952328811094,cropprice (maize)
08/Dec/2001,77.66073886363635,,48155.61306767473,cropprice (maize_residue)
08/Dec/2001,,0.75,48154.86306767473,operating costs of operator1 + harvesting
28/Dec/2001,0.0,,48154.86306767473,cropprice (maize)
28/Dec/2001,7.512053056818181,,48162.37512073154,cropprice (maize_residue)
28/Dec/2001,,0.25,48162.12512073154,operating costs of operator1 + harvesting
17/Jan/2002,,0.75,48161.37512073154,operating costs of operator1 + weeding
06/Feb/2002,,0.25,48161.12512073154,operating costs of operator1 + weeding
15/Mar/2002,,31.5,48129.62512073154,sowing costs
15/Mar/2002,,10.5,48119.12512073154,sowing costs
15/Mar/2002,,0.75,48118.37512073154,operating costs of operator1 + presow_till
16/Mar/2002,,0.75,48117.62512073154,operating costs of operator1 + sowing
17/Mar/2002,,0.25,48117.37512073154,operating costs of operator1 + presow_till
18/Mar/2002,,0.25,48117.12512073154,operating costs of operator1 + sowing
14/Apr/2002,,0.75,48116.37512073154,operating costs of operator1 + weeding
15/Apr/2002,,0.25,48116.12512073154,operating costs of operator1 + weeding
19/Jun/2002,793.8461775681817,,48909.97129829972,cropprice (bean)
19/Jun/2002,699.5198346647728,,49609.4911329645,cropprice (maize)
19/Jun/2002,141.4379882897727,,49750.92912125427,cropprice (maize_residue)
