date,paddock,area,crop,yield,protein,fertiliser_type,fertiliser_rate, interim_rainfall,interim_runoff,interim_drainage, interim_soil_loss,SW_state,NO3_state,fallow_cost,incrop_cost,crop_income,interest_paid,expenditure,income,comment
08/Sep/1979,paddock1,0.5,,,,,,,,,,,,,,,,10.0,,sowing costs,
08/Sep/1979,paddock2,0.5,,,,,,,,,,,,,,,,10.0,,sowing costs,
08/Sep/1979,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + presow_till,
09/Sep/1979,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + sowing,
10/Sep/1979,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + presow_till,
11/Sep/1979,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + sowing,
08/Oct/1979,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
09/Oct/1979,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
21/Dec/1979,paddock1,0.5,maize,0.0,,,,,,,,,,,,0.0,,,0.0,cropprice (maize),
21/Dec/1979,paddock1,0.5,maize_residue,3.062437022727273,,,,,,,,,,,,30.62437022727273,,,30.62437022727273,cropprice (maize_residue),
21/Dec/1979,paddock2,0.5,maize,0.0,,,,,,,,,,,,0.0,,,0.0,cropprice (maize),
21/Dec/1979,paddock2,0.5,maize_residue,3.062437022727273,,,,,,,,,,,,30.62437022727273,,,30.62437022727273,cropprice (maize_residue),
21/Dec/1979,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + harvesting,
22/Dec/1979,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + harvesting,
30/Jan/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
31/Jan/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
08/Apr/1980,paddock1,0.5,,,,,,,,,,,,,,,,21.0,,sowing costs,
08/Apr/1980,paddock2,0.5,,,,,,,,,,,,,,,,21.0,,sowing costs,
08/Apr/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + presow_till,
09/Apr/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + sowing,
10/Apr/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + presow_till,
11/Apr/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + sowing,
08/May/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
09/May/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
29/Jun/1980,,,,,,,,,,,,,,,,,,606.1,,Farm Overheads,
18/Jul/1980,paddock2,0.5,maize,3.368887168181818,,,,,,,,,,,,480.0664214659091,,,480.0664214659091,cropprice (maize),
18/Jul/1980,paddock2,0.5,maize_residue,3.053583318181818,,,,,,,,,,,,30.53583318181818,,,30.53583318181818,cropprice (maize_residue),
18/Jul/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + harvesting,
29/Jul/1980,paddock1,0.5,bean,7.581798761363635,,,,,,,,,,,,1592.1777398863635,,,1592.1777398863635,cropprice (bean),
29/Jul/1980,paddock1,0.5,maize,0.0,,,,,,,,,,,,0.0,,,0.0,cropprice (maize),
29/Jul/1980,paddock1,0.5,maize_residue,11.662982732954548,,,,,,,,,,,,116.62982732954548,,,116.62982732954548,cropprice (maize_residue),
29/Jul/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + harvesting,
30/Jul/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + harvesting,
27/Aug/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
31/Aug/1980,paddock1,0.5,,,,,,,,,,,,,,,,10.0,,sowing costs,
31/Aug/1980,paddock2,0.5,,,,,,,,,,,,,,,,10.0,,sowing costs,
31/Aug/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + presow_till,
01/Sep/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + sowing,
02/Sep/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + presow_till,
03/Sep/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + sowing,
07/Sep/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
30/Sep/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
01/Oct/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
09/Dec/1980,paddock1,0.5,maize,3.417408009090909,,,,,,,,,,,,486.9806412954545,,,486.9806412954545,cropprice (maize),
09/Dec/1980,paddock1,0.5,maize_residue,3.5154995999999996,,,,,,,,,,,,35.154996,,,35.154996,cropprice (maize_residue),
09/Dec/1980,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + harvesting,
21/Dec/1980,paddock2,0.5,maize,0.0,,,,,,,,,,,,0.0,,,0.0,cropprice (maize),
21/Dec/1980,paddock2,0.5,maize_residue,3.0191051136363636,,,,,,,,,,,,30.191051136363637,,,30.191051136363637,cropprice (maize_residue),
21/Dec/1980,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + harvesting,
18/Jan/1981,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
30/Jan/1981,paddock2,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + weeding,
15/Mar/1981,paddock1,0.5,,,,,,,,,,,,,,,,21.0,,sowing costs,
15/Mar/1981,paddock2,0.5,,,,,,,,,,,,,,,,21.0,,sowing costs,
15/Mar/1981,paddock1,0.5,,,,,,,,,,,,,0.5,,,0.5,,operating costs of operator1 + presow_till,
