date,income,expenditure,balance,comment
01/Sep/1981,,10.0,2936.6276485454546,sowing costs
01/Sep/1981,,10.0,2926.6276485454546,sowing costs
01/Sep/1981,,0.5,2926.1276485454546,operating costs of operator1 + presow_till
02/Sep/1981,,0.5,2925.6276485454546,operating costs of operator1 + sowing
03/Sep/1981,,0.5,2925.1276485454546,operating costs of operator1 + presow_till
04/Sep/1981,,0.5,2924.6276485454546,operating costs of operator1 + sowing
01/Oct/1981,,0.5,2924.1276485454546,operating costs of operator1 + weeding
02/Oct/1981,,0.5,2923.6276485454546,operating costs of operator1 + weeding
11/Dec/1981,661.7685738664774,,3585.396222411932,cropprice (maize)
11/Dec/1981,54.12369052272727,,3639.5199129346593,cropprice (maize_residue)
11/Dec/1981,,0.5,3639.0199129346593,operating costs of operator1 + harvesting
27/Dec/1981,0.0,,3639.0199129346593,cropprice (maize)
27/Dec/1981,25.10633156818182,,3664.126244502841,cropprice (maize_residue)
27/Dec/1981,,0.5,3663.626244502841,operating costs of operator1 + harvesting
20/Jan/1982,,0.5,3663.126244502841,operating costs of operator1 + weeding
05/Feb/1982,,0.5,3662.626244502841,operating costs of operator1 + weeding
23/Mar/1982,,21.0,3641.626244502841,sowing costs
23/Mar/1982,,21.0,3620.626244502841,sowing costs
23/Mar/1982,,0.5,3620.126244502841,operating costs of operator1 + presow_till
24/Mar/1982,,0.5,3619.626244502841,operating costs of operator1 + sowing
25/Mar/1982,,0.5,3619.126244502841,operating costs of operator1 + presow_till
26/Mar/1982,,0.5,3618.626244502841,operating costs of operator1 + sowing
22/Apr/1982,,0.5,3618.126244502841,operating costs of operator1 + weeding
23/Apr/1982,,0.5,3617.626244502841,operating costs of operator1 + weeding
30/Jun/1982,,606.1,3011.526244502841,Farm Overheads
01/Jul/1982,302.8201944886364,,3314.3464389914775,cropprice (bean)
01/Jul/1982,700.0993468636364,,4014.445785855114,cropprice (maize)
01/Jul/1982,83.05663507954547,,4097.502420934659,cropprice (maize_residue)
01/Jul/1982,439.58176679829546,,4537.084187732955,cropprice (maize)
01/Jul/1982,28.53328080681818,,4565.617468539773,cropprice (maize_residue)
01/Jul/1982,,0.5,4565.117468539773,operating costs of operator1 + harvesting
02/Jul/1982,,0.5,4564.617468539773,operating costs of operator1 + harvesting
03/Jul/1982,,0.5,4564.117468539773,operating costs of operator1 + harvesting
10/Aug/1982,,0.5,4563.617468539773,operating costs of operator1 + weeding
11/Aug/1982,,0.5,4563.117468539773,operating costs of operator1 + weeding
08/Sep/1982,,10.0,4553.117468539773,sowing costs
08/Sep/1982,,10.0,4543.117468539773,sowing costs
08/Sep/1982,,0.5,4542.617468539773,operating costs of operator1 + presow_till
09/Sep/1982,,0.5,4542.117468539773,operating costs of operator1 + sowing
10/Sep/1982,,0.5,4541.617468539773,operating costs of operator1 + presow_till
11/Sep/1982,,0.5,4541.117468539773,operating costs of operator1 + sowing
08/Oct/1982,,0.5,4540.617468539773,operating costs of operator1 + weeding
09/Oct/1982,,0.5,4540.117468539773,operating costs of operator1 + weeding
20/Dec/1982,523.1225398039774,,5063.24000834375,cropprice (maize)
20/Dec/1982,40.41887318181818,,5103.658881525568,cropprice (maize_residue)
20/Dec/1982,,0.5,5103.158881525568,operating costs of operator1 + harvesting
24/Dec/1982,0.0,,5103.158881525568,cropprice (maize)
24/Dec/1982,40.16507789772728,,5143.3239594232955,cropprice (maize_residue)
24/Dec/1982,,0.5,5142.8239594232955,operating costs of operator1 + harvesting
29/Jan/1983,,0.5,5142.3239594232955,operating costs of operator1 + weeding
02/Feb/1983,,0.5,5141.8239594232955,operating costs of operator1 + weeding
16/Mar/1983,,21.0,5120.8239594232955,sowing costs
16/Mar/1983,,21.0,5099.8239594232955,sowing costs
16/Mar/1983,,0.5,5099.3239594232955,operating costs of operator1 + presow_till
17/Mar/1983,,0.5,5098.8239594232955,operating costs of operator1 + sowing
18/Mar/1983,,0.5,5098.3239594232955,operating costs of operator1 + presow_till
19/Mar/1983,,0.5,5097.8239594232955,operating costs of operator1 + sowing
15/Apr/1983,,0.5,5097.3239594232955,operating costs of operator1 + weeding
16/Apr/1983,,0.5,5096.8239594232955,operating costs of operator1 + weeding
18/Jun/1983,213.17776414772726,,5310.001723571023,cropprice (bean)
18/Jun/1983,595.4142447613636,,5905.415968332387,cropprice (maize)
18/Jun/1983,69.39721679545455,,5974.813185127841,cropprice (maize_residue)
18/Jun/1983,,0.5,5974.313185127841,operating costs of operator1 + harvesting
19/Jun/1983,,0.5,5973.813185127841,operating costs of operator1 + harvesting
26/Jun/1983,0.0,,5973.813185127841,cropprice (maize)
26/Jun/1983,30.472506431818186,,6004.285691559659,cropprice (maize_residue)
26/Jun/1983,,0.5,6003.785691559659,operating costs of operator1 + harvesting
30/Jun/1983,,606.1,5397.685691559659,Farm Overheads
28/Jul/1983,,0.5,5397.185691559659,operating costs of operator1 + weeding
05/Aug/1983,,0.5,5396.685691559659,operating costs of operator1 + weeding
01/Sep/1983,,10.0,5386.685691559659,sowing costs
01/Sep/1983,,10.0,5376.685691559659,sowing costs
01/Sep/1983,,0.5,5376.185691559659,operating costs of operator1 + presow_till
02/Sep/1983,,0.5,5375.685691559659,operating costs of operator1 + sowing
03/Sep/1983,,0.5,5375.185691559659,operating costs of operator1 + presow_till
04/Sep/1983,,0.5,5374.685691559659,operating costs of operator1 + sowing
01/Oct/1983,,0.5,5374.185691559659,operating costs of operator1 + weeding
02/Oct/1983,,0.5,5373.685691559659,operating costs of operator1 + weeding
12/Dec/1983,463.9463402045455,,5837.632031764205,cropprice (maize)
12/Dec/1983,34.20621560227272,,5871.838247366478,cropprice (maize_residue)
12/Dec/1983,,0.5,5871.338247366478,operating costs of operator1 + harvesting
28/Dec/1983,0.0,,5871.338247366478,cropprice (maize)
28/Dec/1983,24.82306740909091,,5896.161314775569,cropprice (maize_residue)
28/Dec/1983,,0.5,5895.661314775569,operating costs of operator1 + harvesting
21/Jan/1984,,0.5,5895.161314775569,operating costs of operator1 + weeding
06/Feb/1984,,0.5,5894.661314775569,operating costs of operator1 + weeding
14/Mar/1984,,21.0,5873.661314775569,sowing costs
14/Mar/1984,,21.0,5852.661314775569,sowing costs
14/Mar/1984,,0.5,5852.161314775569,operating costs of operator1 + presow_till
15/Mar/1984,,0.5,5851.661314775569,operating costs of operator1 + sowing
16/Mar/1984,,0.5,5851.161314775569,operating costs of operator1 + presow_till
17/Mar/1984,,0.5,5850.661314775569,operating costs of operator1 + sowing
13/Apr/1984,,0.5,5850.161314775569,operating costs of operator1 + weeding
14/Apr/1984,,0.5,5849.661314775569,operating costs of operator1 + weeding
18/Jun/1984,183.97823682954544,,6033.639551605114,cropprice (bean)
18/Jun/1984,656.6794788153409,,6690.319030420455,cropprice (maize)
18/Jun/1984,63.41573819318182,,6753.734768613637,cropprice (maize_residue)
18/Jun/1984,,0.5,6753.234768613637,operating costs of operator1 + harvesting
19/Jun/1984,,0.5,6752.734768613637,operating costs of operator1 + harvesting
20/Jun/1984,260.2179237784091,,7012.952692392047,cropprice (maize)
20/Jun/1984,31.750366215909093,,7044.703058607955,cropprice (maize_residue)
20/Jun/1984,,0.5,7044.203058607955,operating costs of operator1 + harvesting
29/Jun/1984,,606.1,6438.103058607955,Farm Overheads
28/Jul/1984,,0.5,6437.603058607955,operating costs of operator1 + weeding
30/Jul/1984,,0.5,6437.103058607955,operating costs of operator1 + weeding
30/Aug/1984,,10.0,6427.103058607955,sowing costs
30/Aug/1984,,10.0,6417.103058607955,sowing costs
30/Aug/1984,,0.5,6416.603058607955,operating costs of operator1 + presow_till
31/Aug/1984,,0.5,6416.103058607955,operating costs of operator1 + sowing
01/Sep/1984,,0.5,6415.603058607955,operating costs of operator1 + presow_till
02/Sep/1984,,0.5,6415.103058607955,operating costs of operator1 + sowing
29/Sep/1984,,0.5,6414.603058607955,operating costs of operator1 + weeding
30/Sep/1984,,0.5,6414.103058607955,operating costs of operator1 + weeding
09/Dec/1984,348.98223167897737,,6763.085290286933,cropprice (maize)
09/Dec/1984,32.012367943181815,,6795.097658230115,cropprice (maize_residue)
09/Dec/1984,,0.5,6794.597658230115,operating costs of operator1 + harvesting
10/Dec/1984,151.19037529261365,,6945.788033522728,cropprice (maize)
10/Dec/1984,37.782958988636366,,6983.570992511364,cropprice (maize_residue)
10/Dec/1984,,0.5,6983.070992511364,operating costs of operator1 + harvesting
18/Jan/1985,,0.5,6982.570992511364,operating costs of operator1 + weeding
19/Jan/1985,,0.5,6982.070992511364,operating costs of operator1 + weeding
20/Mar/1985,,21.0,6961.070992511364,sowing costs
20/Mar/1985,,21.0,6940.070992511364,sowing costs
20/Mar/1985,,0.5,6939.570992511364,operating costs of operator1 + presow_till
21/Mar/1985,,0.5,6939.070992511364,operating costs of operator1 + sowing
22/Mar/1985,,0.5,6938.570992511364,operating costs of operator1 + presow_till
23/Mar/1985,,0.5,6938.070992511364,operating costs of operator1 + sowing
19/Apr/1985,,0.5,6937.570992511364,operating costs of operator1 + weeding
20/Apr/1985,,0.5,6937.070992511364,operating costs of operator1 + weeding
30/Jun/1985,,606.1,6330.970992511364,Farm Overheads
05/Jul/1985,1475.8256169204546,,7806.796609431818,cropprice (bean)
05/Jul/1985,0.0,,7806.796609431818,cropprice (maize)
05/Jul/1985,127.90818093181815,,7934.704790363636,cropprice (maize_residue)
05/Jul/1985,0.0,,7934.704790363636,cropprice (maize)
05/Jul/1985,38.182123352272725,,7972.886913715908,cropprice (maize_residue)
05/Jul/1985,,0.5,7972.386913715908,operating costs of operator1 + harvesting
06/Jul/1985,,0.5,7971.886913715908,operating costs of operator1 + harvesting
07/Jul/1985,,0.5,7971.386913715908,operating costs of operator1 + harvesting
14/Aug/1985,,0.5,7970.886913715908,operating costs of operator1 + weeding
15/Aug/1985,,0.5,7970.386913715908,operating costs of operator1 + weeding
01/Sep/1985,,10.0,7960.386913715908,sowing costs
01/Sep/1985,,10.0,7950.386913715908,sowing costs
01/Sep/1985,,0.5,7949.886913715908,operating costs of operator1 + presow_till
02/Sep/1985,,0.5,7949.386913715908,operating costs of operator1 + sowing
03/Sep/1985,,0.5,7948.886913715908,operating costs of operator1 + presow_till
04/Sep/1985,,0.5,7948.386913715908,operating costs of operator1 + sowing
01/Oct/1985,,0.5,7947.886913715908,operating costs of operator1 + weeding
02/Oct/1985,,0.5,7947.386913715908,operating costs of operator1 + weeding
13/Dec/1985,23.840227977272725,,7971.227141693181,cropprice (maize)
13/Dec/1985,40.612809613636365,,8011.839951306817,cropprice (maize_residue)
13/Dec/1985,,0.5,8011.339951306817,operating costs of operator1 + harvesting
29/Dec/1985,0.0,,8011.339951306817,cropprice (maize)
29/Dec/1985,12.898215556818185,,8024.238166863635,cropprice (maize_residue)
29/Dec/1985,,0.5,8023.738166863635,operating costs of operator1 + harvesting
22/Jan/1986,,0.5,8023.238166863635,operating costs of operator1 + weeding
07/Feb/1986,,0.5,8022.738166863635,operating costs of operator1 + weeding
21/Mar/1986,,21.0,8001.738166863635,sowing costs
21/Mar/1986,,21.0,7980.738166863635,sowing costs
21/Mar/1986,,0.5,7980.238166863635,operating costs of operator1 + presow_till
22/Mar/1986,,0.5,7979.738166863635,operating costs of operator1 + sowing
23/Mar/1986,,0.5,7979.238166863635,operating costs of operator1 + presow_till
24/Mar/1986,,0.5,7978.738166863635,operating costs of operator1 + sowing
20/Apr/1986,,0.5,7978.238166863635,operating costs of operator1 + weeding
21/Apr/1986,,0.5,7977.738166863635,operating costs of operator1 + weeding
30/Jun/1986,,606.1,7371.638166863635,Farm Overheads
01/Jul/1986,634.8004012159092,,8006.438568079544,cropprice (bean)
01/Jul/1986,534.6734827670455,,8541.11205084659,cropprice (maize)
01/Jul/1986,88.34025989772728,,8629.452310744318,cropprice (maize_residue)
01/Jul/1986,,0.5,8628.952310744318,operating costs of operator1 + harvesting
02/Jul/1986,220.80745014204544,,8849.759760886363,cropprice (maize)
02/Jul/1986,35.73587313636364,,8885.495634022727,cropprice (maize_residue)
02/Jul/1986,,0.5,8884.995634022727,operating costs of operator1 + harvesting
03/Jul/1986,,0.5,8884.495634022727,operating costs of operator1 + harvesting
10/Aug/1986,,0.5,8883.995634022727,operating costs of operator1 + weeding
11/Aug/1986,,0.5,8883.495634022727,operating costs of operator1 + weeding
02/Sep/1986,,10.0,8873.495634022727,sowing costs
02/Sep/1986,,10.0,8863.495634022727,sowing costs
02/Sep/1986,,0.5,8862.995634022727,operating costs of operator1 + presow_till
03/Sep/1986,,0.5,8862.495634022727,operating costs of operator1 + sowing
04/Sep/1986,,0.5,8861.995634022727,operating costs of operator1 + presow_till
05/Sep/1986,,0.5,8861.495634022727,operating costs of operator1 + sowing
02/Oct/1986,,0.5,8860.995634022727,operating costs of operator1 + weeding
03/Oct/1986,,0.5,8860.495634022727,operating costs of operator1 + weeding
11/Dec/1986,689.1235625625,,9549.619196585227,cropprice (maize)
11/Dec/1986,54.45070578409091,,9604.069902369318,cropprice (maize_residue)
11/Dec/1986,,0.5,9603.569902369318,operating costs of operator1 + harvesting
18/Dec/1986,0.0,,9603.569902369318,cropprice (maize)
18/Dec/1986,35.86476273863636,,9639.434665107954,cropprice (maize_residue)
18/Dec/1986,,0.5,9638.934665107954,operating costs of operator1 + harvesting
20/Jan/1987,,0.5,9638.434665107954,operating costs of operator1 + weeding
27/Jan/1987,,0.5,9637.934665107954,operating costs of operator1 + weeding
16/Mar/1987,,21.0,9616.934665107954,sowing costs
16/Mar/1987,,21.0,9595.934665107954,sowing costs
16/Mar/1987,,0.5,9595.434665107954,operating costs of operator1 + presow_till
17/Mar/1987,,0.5,9594.934665107954,operating costs of operator1 + sowing
18/Mar/1987,,0.5,9594.434665107954,operating costs of operator1 + presow_till
19/Mar/1987,,0.5,9593.934665107954,operating costs of operator1 + sowing
15/Apr/1987,,0.5,9593.434665107954,operating costs of operator1 + weeding
16/Apr/1987,,0.5,9592.934665107954,operating costs of operator1 + weeding
22/Jun/1987,446.09855086363643,,10039.03321597159,cropprice (bean)
22/Jun/1987,530.5253283323864,,10569.558544303978,cropprice (maize)
22/Jun/1987,84.17109263636364,,10653.729636940341,cropprice (maize_residue)
22/Jun/1987,,0.5,10653.229636940341,operating costs of operator1 + harvesting
23/Jun/1987,,0.5,10652.729636940341,operating costs of operator1 + harvesting
30/Jun/1987,,606.1,10046.62963694034,Farm Overheads
06/Jul/1987,0.0,,10046.62963694034,cropprice (maize)
06/Jul/1987,28.993463693181813,,10075.623100633522,cropprice (maize_residue)
06/Jul/1987,,0.5,10075.123100633522,operating costs of operator1 + harvesting
01/Aug/1987,,0.5,10074.623100633522,operating costs of operator1 + weeding
15/Aug/1987,,0.5,10074.123100633522,operating costs of operator1 + weeding
09/Sep/1987,,10.0,10064.123100633522,sowing costs
09/Sep/1987,,10.0,10054.123100633522,sowing costs
09/Sep/1987,,0.5,10053.623100633522,operating costs of operator1 + presow_till
10/Sep/1987,,0.5,10053.123100633522,operating costs of operator1 + sowing
11/Sep/1987,,0.5,10052.623100633522,operating costs of operator1 + presow_till
12/Sep/1987,,0.5,10052.123100633522,operating costs of operator1 + sowing
09/Oct/1987,,0.5,10051.623100633522,operating costs of operator1 + weeding
10/Oct/1987,,0.5,10051.123100633522,operating costs of operator1 + weeding
17/Dec/1987,718.5499139318182,,10769.67301456534,cropprice (maize)
17/Dec/1987,65.19325395454545,,10834.866268519885,cropprice (maize_residue)
17/Dec/1987,,0.5,10834.366268519885,operating costs of operator1 + harvesting
30/Dec/1987,0.0,,10834.366268519885,cropprice (maize)
30/Dec/1987,28.779696374999997,,10863.145964894886,cropprice (maize_residue)
30/Dec/1987,,0.5,10862.645964894886,operating costs of operator1 + harvesting
26/Jan/1988,,0.5,10862.145964894886,operating costs of operator1 + weeding
08/Feb/1988,,0.5,10861.645964894886,operating costs of operator1 + weeding
17/Mar/1988,,21.0,10840.645964894886,sowing costs
17/Mar/1988,,21.0,10819.645964894886,sowing costs
17/Mar/1988,,0.5,10819.145964894886,operating costs of operator1 + presow_till
18/Mar/1988,,0.5,10818.645964894886,operating costs of operator1 + sowing
19/Mar/1988,,0.5,10818.145964894886,operating costs of operator1 + presow_till
20/Mar/1988,,0.5,10817.645964894886,operating costs of operator1 + sowing
16/Apr/1988,,0.5,10817.145964894886,operating costs of operator1 + weeding
17/Apr/1988,,0.5,10816.645964894886,operating costs of operator1 + weeding
26/Jun/1988,1166.8071399886364,,11983.453104883522,cropprice (bean)
26/Jun/1988,256.132300125,,12239.585405008522,cropprice (maize)
26/Jun/1988,137.3111239318182,,12376.89652894034,cropprice (maize_residue)
26/Jun/1988,,0.5,12376.39652894034,operating costs of operator1 + harvesting
27/Jun/1988,,0.5,12375.89652894034,operating costs of operator1 + harvesting
29/Jun/1988,,606.1,11769.79652894034,Farm Overheads
08/Jul/1988,0.0,,11769.79652894034,cropprice (maize)
08/Jul/1988,29.64016446590909,,11799.43669340625,cropprice (maize_residue)
08/Jul/1988,,0.5,11798.93669340625,operating costs of operator1 + harvesting
05/Aug/1988,,0.5,11798.43669340625,operating costs of operator1 + weeding
17/Aug/1988,,0.5,11797.93669340625,operating costs of operator1 + weeding
30/Aug/1988,,10.0,11787.93669340625,sowing costs
30/Aug/1988,,10.0,11777.93669340625,sowing costs
30/Aug/1988,,0.5,11777.43669340625,operating costs of operator1 + presow_till
31/Aug/1988,,0.5,11776.93669340625,operating costs of operator1 + sowing
01/Sep/1988,,0.5,11776.43669340625,operating costs of operator1 + presow_till
02/Sep/1988,,0.5,11775.93669340625,operating costs of operator1 + sowing
29/Sep/1988,,0.5,11775.43669340625,operating costs of operator1 + weeding
30/Sep/1988,,0.5,11774.93669340625,operating costs of operator1 + weeding
11/Dec/1988,716.0156652698862,,12490.952358676135,cropprice (maize)
11/Dec/1988,62.106295499999995,,12553.058654176135,cropprice (maize_residue)
11/Dec/1988,,0.5,12552.558654176135,operating costs of operator1 + harvesting
01/Jan/1989,0.0,,12552.558654176135,cropprice (maize)
01/Jan/1989,19.806304931818183,,12572.364959107954,cropprice (maize_residue)
01/Jan/1989,,0.5,12571.864959107954,operating costs of operator1 + harvesting
20/Jan/1989,,0.5,12571.364959107954,operating costs of operator1 + weeding
10/Feb/1989,,0.5,12570.864959107954,operating costs of operator1 + weeding
15/Mar/1989,,21.0,12549.864959107954,sowing costs
15/Mar/1989,,21.0,12528.864959107954,sowing costs
15/Mar/1989,,0.5,12528.364959107954,operating costs of operator1 + presow_till
16/Mar/1989,,0.5,12527.864959107954,operating costs of operator1 + sowing
17/Mar/1989,,0.5,12527.364959107954,operating costs of operator1 + presow_till
18/Mar/1989,,0.5,12526.864959107954,operating costs of operator1 + sowing
14/Apr/1989,,0.5,12526.364959107954,operating costs of operator1 + weeding
15/Apr/1989,,0.5,12525.864959107954,operating costs of operator1 + weeding
27/Jun/1989,831.247883215909,,13357.112842323862,cropprice (bean)
27/Jun/1989,420.15876580397725,,13777.27160812784,cropprice (maize)
27/Jun/1989,99.89557439772726,,13877.167182525567,cropprice (maize_residue)
27/Jun/1989,,0.5,13876.667182525567,operating costs of operator1 + harvesting
28/Jun/1989,,0.5,13876.167182525567,operating costs of operator1 + harvesting
30/Jun/1989,,606.1,13270.067182525567,Farm Overheads
13/Jul/1989,0.0,,13270.067182525567,cropprice (maize)
13/Jul/1989,25.52763782954546,,13295.594820355112,cropprice (maize_residue)
13/Jul/1989,,0.5,13295.094820355112,operating costs of operator1 + harvesting
06/Aug/1989,,0.5,13294.594820355112,operating costs of operator1 + weeding
22/Aug/1989,,0.5,13294.094820355112,operating costs of operator1 + weeding
01/Sep/1989,,10.0,13284.094820355112,sowing costs
01/Sep/1989,,10.0,13274.094820355112,sowing costs
01/Sep/1989,,0.5,13273.594820355112,operating costs of operator1 + presow_till
02/Sep/1989,,0.5,13273.094820355112,operating costs of operator1 + sowing
03/Sep/1989,,0.5,13272.594820355112,operating costs of operator1 + presow_till
04/Sep/1989,,0.5,13272.094820355112,operating costs of operator1 + sowing
01/Oct/1989,,0.5,13271.594820355112,operating costs of operator1 + weeding
02/Oct/1989,,0.5,13271.094820355112,operating costs of operator1 + weeding
11/Dec/1989,663.2738280852274,,13934.36864844034,cropprice (maize)
11/Dec/1989,53.72020929545454,,13988.088857735795,cropprice (maize_residue)
11/Dec/1989,,0.5,13987.588857735795,operating costs of operator1 + harvesting
30/Dec/1989,0.0,,13987.588857735795,cropprice (maize)
30/Dec/1989,19.777757125,,14007.366614860795,cropprice (maize_residue)
30/Dec/1989,,0.5,14006.866614860795,operating costs of operator1 + harvesting
20/Jan/1990,,0.5,14006.366614860795,operating costs of operator1 + weeding
08/Feb/1990,,0.5,14005.866614860795,operating costs of operator1 + weeding
15/Mar/1990,,21.0,13984.866614860795,sowing costs
15/Mar/1990,,21.0,13963.866614860795,sowing costs
15/Mar/1990,,0.5,13963.366614860795,operating costs of operator1 + presow_till
16/Mar/1990,,0.5,13962.866614860795,operating costs of operator1 + sowing
17/Mar/1990,,0.5,13962.366614860795,operating costs of operator1 + presow_till
18/Mar/1990,,0.5,13961.866614860795,operating costs of operator1 + sowing
14/Apr/1990,,0.5,13961.366614860795,operating costs of operator1 + weeding
15/Apr/1990,,0.5,13960.866614860795,operating costs of operator1 + weeding
24/Jun/1990,574.780326034091,,14535.646940894887,cropprice (bean)
24/Jun/1990,531.8130182471592,,15067.459959142047,cropprice (maize)
24/Jun/1990,84.92732931818182,,15152.387288460228,cropprice (maize_residue)
24/Jun/1990,,0.5,15151.887288460228,operating costs of operator1 + harvesting
25/Jun/1990,,0.5,15151.387288460228,operating costs of operator1 + harvesting
30/Jun/1990,,606.1,14545.287288460228,Farm Overheads
05/Jul/1990,0.0,,14545.287288460228,cropprice (maize)
05/Jul/1990,26.739407625000005,,14572.026696085228,cropprice (maize_residue)
05/Jul/1990,,0.5,14571.526696085228,operating costs of operator1 + harvesting
03/Aug/1990,,0.5,14571.026696085228,operating costs of operator1 + weeding
14/Aug/1990,,0.5,14570.526696085228,operating costs of operator1 + weeding
01/Sep/1990,,10.0,14560.526696085228,sowing costs
01/Sep/1990,,10.0,14550.526696085228,sowing costs
01/Sep/1990,,0.5,14550.026696085228,operating costs of operator1 + presow_till
02/Sep/1990,,0.5,14549.526696085228,operating costs of operator1 + sowing
03/Sep/1990,,0.5,14549.026696085228,operating costs of operator1 + presow_till
04/Sep/1990,,0.5,14548.526696085228,operating costs of operator1 + sowing
01/Oct/1990,,0.5,14548.026696085228,operating costs of operator1 + weeding
02/Oct/1990,,0.5,14547.526696085228,operating costs of operator1 + weeding
14/Dec/1990,582.5282612386363,,15130.054957323864,cropprice (maize)
14/Dec/1990,46.84625798863636,,15176.9012153125,cropprice (maize_residue)
14/Dec/1990,,0.5,15176.4012153125,operating costs of operator1 + harvesting
02/Jan/1991,0.0,,15176.4012153125,cropprice (maize)
02/Jan/1991,23.752913045454545,,15200.154128357955,cropprice (maize_residue)
